"ObjectName","Status","Reason","Evidence","ProposedAction"
"T_AUDITEE_ENTITIES_MAPING_FAD_REPORTING","Low-Confidence / Needs Verification","No active DBConnection or mapped procedure reference found; could still be used by views, triggers, or unmanaged reporting paths.","","Do not exclude yet; verify via view/trigger/report migration analysis"
"T_AUDITEE_ENTITIES_METHODOLOGY","Low-Confidence / Needs Verification","No active DBConnection or mapped procedure reference found; could still be used by views, triggers, or unmanaged reporting paths.","","Do not exclude yet; verify via view/trigger/report migration analysis"
"T_AUDITEE_ENTITIES_SCOPE","Low-Confidence / Needs Verification","No active DBConnection or mapped procedure reference found; could still be used by views, triggers, or unmanaged reporting paths.","","Do not exclude yet; verify via view/trigger/report migration analysis"
"T_AUDITZONE","Low-Confidence / Needs Verification","No active DBConnection or mapped procedure reference found; could still be used by views, triggers, or unmanaged reporting paths.","","Do not exclude yet; verify via view/trigger/report migration analysis"
"T_AUDITZONE_MAP","Low-Confidence / Needs Verification","No active DBConnection or mapped procedure reference found; could still be used by views, triggers, or unmanaged reporting paths.","","Do not exclude yet; verify via view/trigger/report migration analysis"
"T_BAC","Low-Confidence / Needs Verification","No active DBConnection or mapped procedure reference found; could still be used by views, triggers, or unmanaged reporting paths.","","Do not exclude yet; verify via view/trigger/report migration analysis"
"T_BAC_ACTIONABLE_ASSIGN","Low-Confidence / Needs Verification","No active DBConnection or mapped procedure reference found; could still be used by views, triggers, or unmanaged reporting paths.","","Do not exclude yet; verify via view/trigger/report migration analysis"
"T_BAC_ACTIONABLE_ASSIGN_DEPT","Low-Confidence / Needs Verification","No active DBConnection or mapped procedure reference found; could still be used by views, triggers, or unmanaged reporting paths.","","Do not exclude yet; verify via view/trigger/report migration analysis"
"T_BAC_ACTIONABLE_FOLLOWUP","Low-Confidence / Needs Verification","No active DBConnection or mapped procedure reference found; could still be used by views, triggers, or unmanaged reporting paths.","","Do not exclude yet; verify via view/trigger/report migration analysis"
"T_BAC_ACTIONABLE_RESPONSE","Low-Confidence / Needs Verification","No active DBConnection or mapped procedure reference found; could still be used by views, triggers, or unmanaged reporting paths.","","Do not exclude yet; verify via view/trigger/report migration analysis"
"T_BAC_AGENDA","Low-Confidence / Needs Verification","No active DBConnection or mapped procedure reference found; could still be used by views, triggers, or unmanaged reporting paths.","","Do not exclude yet; verify via view/trigger/report migration analysis"
"T_BAC_MEETINGS","Low-Confidence / Needs Verification","No active DBConnection or mapped procedure reference found; could still be used by views, triggers, or unmanaged reporting paths.","","Do not exclude yet; verify via view/trigger/report migration analysis"
"T_BAC_MEETINGS_MINUTES","Low-Confidence / Needs Verification","No active DBConnection or mapped procedure reference found; could still be used by views, triggers, or unmanaged reporting paths.","","Do not exclude yet; verify via view/trigger/report migration analysis"
"T_BRANCH_SIZE","Low-Confidence / Needs Verification","No active DBConnection or mapped procedure reference found; could still be used by views, triggers, or unmanaged reporting paths.","","Do not exclude yet; verify via view/trigger/report migration analysis"
"T_CAU_CONTENTS_OF_PARA","Low-Confidence / Needs Verification","No active DBConnection or mapped procedure reference found; could still be used by views, triggers, or unmanaged reporting paths.","","Do not exclude yet; verify via view/trigger/report migration analysis"
"T_CAU_DETAILS","Low-Confidence / Needs Verification","No active DBConnection or mapped procedure reference found; could still be used by views, triggers, or unmanaged reporting paths.","","Do not exclude yet; verify via view/trigger/report migration analysis"
"T_CAU_PAC_RECOMMENDATION","Low-Confidence / Needs Verification","No active DBConnection or mapped procedure reference found; could still be used by views, triggers, or unmanaged reporting paths.","","Do not exclude yet; verify via view/trigger/report migration analysis"
"T_CAU_PARA","Low-Confidence / Needs Verification","No active DBConnection or mapped procedure reference found; could still be used by views, triggers, or unmanaged reporting paths.","","Do not exclude yet; verify via view/trigger/report migration analysis"
"T_CAU_PARA_MAPPING","Low-Confidence / Needs Verification","No active DBConnection or mapped procedure reference found; could still be used by views, triggers, or unmanaged reporting paths.","","Do not exclude yet; verify via view/trigger/report migration analysis"
"T_CAU_PARA_PROGRESS","Low-Confidence / Needs Verification","No active DBConnection or mapped procedure reference found; could still be used by views, triggers, or unmanaged reporting paths.","","Do not exclude yet; verify via view/trigger/report migration analysis"
"T_CAU_REPLY_OF_MANGEMENT","Low-Confidence / Needs Verification","No active DBConnection or mapped procedure reference found; could still be used by views, triggers, or unmanaged reporting paths.","","Do not exclude yet; verify via view/trigger/report migration analysis"
"T_CAU_REPLY_OF_MINISTRY","Low-Confidence / Needs Verification","No active DBConnection or mapped procedure reference found; could still be used by views, triggers, or unmanaged reporting paths.","","Do not exclude yet; verify via view/trigger/report migration analysis"
"T_CAU_STAGES","Low-Confidence / Needs Verification","No active DBConnection or mapped procedure reference found; could still be used by views, triggers, or unmanaged reporting paths.","","Do not exclude yet; verify via view/trigger/report migration analysis"
"T_COM_AUDIT_ARPSE_DAC_HIST","Low-Confidence / Needs Verification","No active DBConnection or mapped procedure reference found; could still be used by views, triggers, or unmanaged reporting paths.","","Do not exclude yet; verify via view/trigger/report migration analysis"
"T_COM_AUDIT_ARPSE_HIST","Low-Confidence / Needs Verification","No active DBConnection or mapped procedure reference found; could still be used by views, triggers, or unmanaged reporting paths.","","Do not exclude yet; verify via view/trigger/report migration analysis"
"T_COM_AUDIT_ARPSE_PAC_HIST","Low-Confidence / Needs Verification","No active DBConnection or mapped procedure reference found; could still be used by views, triggers, or unmanaged reporting paths.","","Do not exclude yet; verify via view/trigger/report migration analysis"
"T_COM_AUDIT_OM_HIST","Low-Confidence / Needs Verification","No active DBConnection or mapped procedure reference found; could still be used by views, triggers, or unmanaged reporting paths.","","Do not exclude yet; verify via view/trigger/report migration analysis"
"T_COM_AUDIT_PDP_HIST","Low-Confidence / Needs Verification","No active DBConnection or mapped procedure reference found; could still be used by views, triggers, or unmanaged reporting paths.","","Do not exclude yet; verify via view/trigger/report migration analysis"
"T_COM_AUDIT_PDP_OM_MAP_HIST","Low-Confidence / Needs Verification","No active DBConnection or mapped procedure reference found; could still be used by views, triggers, or unmanaged reporting paths.","","Do not exclude yet; verify via view/trigger/report migration analysis"
"T_CONTROL_VIOLATION_SUB_RISK","Low-Confidence / Needs Verification","No active DBConnection or mapped procedure reference found; could still be used by views, triggers, or unmanaged reporting paths.","","Do not exclude yet; verify via view/trigger/report migration analysis"
"T_COSO_RATING_DEPARTMENT","Low-Confidence / Needs Verification","No active DBConnection or mapped procedure reference found; could still be used by views, triggers, or unmanaged reporting paths.","","Do not exclude yet; verify via view/trigger/report migration analysis"
"T_COSO_RATING_DEPARTMENT_STATUS","Low-Confidence / Needs Verification","No active DBConnection or mapped procedure reference found; could still be used by views, triggers, or unmanaged reporting paths.","","Do not exclude yet; verify via view/trigger/report migration analysis"
"T_EXCEPTIONS_DATA","Low-Confidence / Needs Verification","No active DBConnection or mapped procedure reference found; could still be used by views, triggers, or unmanaged reporting paths.","","Do not exclude yet; verify via view/trigger/report migration analysis"
"T_FRPT_STAFF_SNAPSHOT_OLD","Likely Obsolete","Legacy/old naming with no active code reference found.","","Exclude from IAS_ZTBL core; retain only for legacy read-only migration archive if needed"
"T_GROUP_RIGHTS_BACKUP","Backup / Temp / Archive Only","Naming pattern indicates temporary, backup, archive, or system-generated support object and no active code reference was found.","","Exclude from IAS_ZTBL core; preserve only outside future operational schema"
"T_HD_ACTION_REQUEST_SNAPSHOT","Low-Confidence / Needs Verification","No active DBConnection or mapped procedure reference found; could still be used by views, triggers, or unmanaged reporting paths.","","Do not exclude yet; verify via view/trigger/report migration analysis"
"T_HO_UNITS","Low-Confidence / Needs Verification","No active DBConnection or mapped procedure reference found; could still be used by views, triggers, or unmanaged reporting paths.","","Do not exclude yet; verify via view/trigger/report migration analysis"
"T_INS_COMPLAINTANT_INFO","Low-Confidence / Needs Verification","No active DBConnection or mapped procedure reference found; could still be used by views, triggers, or unmanaged reporting paths.","","Do not exclude yet; verify via view/trigger/report migration analysis"
"T_INS_COMPLAINTS","Low-Confidence / Needs Verification","No active DBConnection or mapped procedure reference found; could still be used by views, triggers, or unmanaged reporting paths.","","Do not exclude yet; verify via view/trigger/report migration analysis"
"T_INS_COMPLAINTS_ASSIGNED_TO","Low-Confidence / Needs Verification","No active DBConnection or mapped procedure reference found; could still be used by views, triggers, or unmanaged reporting paths.","","Do not exclude yet; verify via view/trigger/report migration analysis"
"T_INS_COMPLAINTS_CONTENT","Low-Confidence / Needs Verification","No active DBConnection or mapped procedure reference found; could still be used by views, triggers, or unmanaged reporting paths.","","Do not exclude yet; verify via view/trigger/report migration analysis"
"T_INS_COMPLAINTS_CONTENT_EVIDENCE","Low-Confidence / Needs Verification","No active DBConnection or mapped procedure reference found; could still be used by views, triggers, or unmanaged reporting paths.","","Do not exclude yet; verify via view/trigger/report migration analysis"
"T_INS_COMPLAINTS_DETAILS","Low-Confidence / Needs Verification","No active DBConnection or mapped procedure reference found; could still be used by views, triggers, or unmanaged reporting paths.","","Do not exclude yet; verify via view/trigger/report migration analysis"
"T_INS_COMPLAINTS_INQUIRY_ATTENDANCE","Low-Confidence / Needs Verification","No active DBConnection or mapped procedure reference found; could still be used by views, triggers, or unmanaged reporting paths.","","Do not exclude yet; verify via view/trigger/report migration analysis"
"T_INS_COMPLAINTS_INQUIRY_FINDINGS","Low-Confidence / Needs Verification","No active DBConnection or mapped procedure reference found; could still be used by views, triggers, or unmanaged reporting paths.","","Do not exclude yet; verify via view/trigger/report migration analysis"
"T_INS_COMPLAINTS_INQUIRY_JOINING","Low-Confidence / Needs Verification","No active DBConnection or mapped procedure reference found; could still be used by views, triggers, or unmanaged reporting paths.","","Do not exclude yet; verify via view/trigger/report migration analysis"
"T_INS_COMPLAINTS_INQUIRY_PREAMBLE","Low-Confidence / Needs Verification","No active DBConnection or mapped procedure reference found; could still be used by views, triggers, or unmanaged reporting paths.","","Do not exclude yet; verify via view/trigger/report migration analysis"
"T_INS_COMPLAINTS_INQUIRY_RECORD","Low-Confidence / Needs Verification","No active DBConnection or mapped procedure reference found; could still be used by views, triggers, or unmanaged reporting paths.","","Do not exclude yet; verify via view/trigger/report migration analysis"
"T_INS_COMPLAINTS_INQUIRY_SCHDULE","Low-Confidence / Needs Verification","No active DBConnection or mapped procedure reference found; could still be used by views, triggers, or unmanaged reporting paths.","","Do not exclude yet; verify via view/trigger/report migration analysis"
"T_INS_COMPLAINTS_NATURE","Low-Confidence / Needs Verification","No active DBConnection or mapped procedure reference found; could still be used by views, triggers, or unmanaged reporting paths.","","Do not exclude yet; verify via view/trigger/report migration analysis"
"T_INS_COMPLAINTS_SOURCE","Low-Confidence / Needs Verification","No active DBConnection or mapped procedure reference found; could still be used by views, triggers, or unmanaged reporting paths.","","Do not exclude yet; verify via view/trigger/report migration analysis"
"T_INS_COMPLAINTS_TYPE","Low-Confidence / Needs Verification","No active DBConnection or mapped procedure reference found; could still be used by views, triggers, or unmanaged reporting paths.","","Do not exclude yet; verify via view/trigger/report migration analysis"
"T_LIKE","Low-Confidence / Needs Verification","No active DBConnection or mapped procedure reference found; could still be used by views, triggers, or unmanaged reporting paths.","","Do not exclude yet; verify via view/trigger/report migration analysis"
"T_MANUAL_INDEX_BKP","Backup / Temp / Archive Only","Naming pattern indicates temporary, backup, archive, or system-generated support object and no active code reference was found.","","Exclude from IAS_ZTBL core; preserve only outside future operational schema"
"T_MENU_PAGES_BKP","Backup / Temp / Archive Only","Naming pattern indicates temporary, backup, archive, or system-generated support object and no active code reference was found.","","Exclude from IAS_ZTBL core; preserve only outside future operational schema"
"T_OBSERVATION_REFERENCE_LINK","Low-Confidence / Needs Verification","No active DBConnection or mapped procedure reference found; could still be used by views, triggers, or unmanaged reporting paths.","","Do not exclude yet; verify via view/trigger/report migration analysis"
"T_PAGE_COM_ROLE","Low-Confidence / Needs Verification","No active DBConnection or mapped procedure reference found; could still be used by views, triggers, or unmanaged reporting paths.","","Do not exclude yet; verify via view/trigger/report migration analysis"
"T_REFERENCE_MASTER","Low-Confidence / Needs Verification","No active DBConnection or mapped procedure reference found; could still be used by views, triggers, or unmanaged reporting paths.","","Do not exclude yet; verify via view/trigger/report migration analysis"
"T_RISK_CER","Low-Confidence / Needs Verification","No active DBConnection or mapped procedure reference found; could still be used by views, triggers, or unmanaged reporting paths.","","Do not exclude yet; verify via view/trigger/report migration analysis"
"T_RISK_FAD_ANNEXURE_COUNT","Low-Confidence / Needs Verification","No active DBConnection or mapped procedure reference found; could still be used by views, triggers, or unmanaged reporting paths.","","Do not exclude yet; verify via view/trigger/report migration analysis"
"T_RISK_FAD_KPI_RESULT","Low-Confidence / Needs Verification","No active DBConnection or mapped procedure reference found; could still be used by views, triggers, or unmanaged reporting paths.","","Do not exclude yet; verify via view/trigger/report migration analysis"
"T_RISK_FAD_RATING_MATRIX","Low-Confidence / Needs Verification","No active DBConnection or mapped procedure reference found; could still be used by views, triggers, or unmanaged reporting paths.","","Do not exclude yet; verify via view/trigger/report migration analysis"
"T_RISK_FAD_WORK_RESULT","Low-Confidence / Needs Verification","No active DBConnection or mapped procedure reference found; could still be used by views, triggers, or unmanaged reporting paths.","","Do not exclude yet; verify via view/trigger/report migration analysis"
"T_RISK_MODEL_DESC","Low-Confidence / Needs Verification","No active DBConnection or mapped procedure reference found; could still be used by views, triggers, or unmanaged reporting paths.","","Do not exclude yet; verify via view/trigger/report migration analysis"
"T_RISK_NEW_AUDIT_RATING_GRID","Low-Confidence / Needs Verification","No active DBConnection or mapped procedure reference found; could still be used by views, triggers, or unmanaged reporting paths.","","Do not exclude yet; verify via view/trigger/report migration analysis"
"T_RISK_NEW_MODEL_WORKING","Low-Confidence / Needs Verification","No active DBConnection or mapped procedure reference found; could still be used by views, triggers, or unmanaged reporting paths.","","Do not exclude yet; verify via view/trigger/report migration analysis"
"T_STATUS","Low-Confidence / Needs Verification","No active DBConnection or mapped procedure reference found; could still be used by views, triggers, or unmanaged reporting paths.","","Do not exclude yet; verify via view/trigger/report migration analysis"
"T_TMP_PAGE_API_METHOD","Low-Confidence / Needs Verification","No active DBConnection or mapped procedure reference found; could still be used by views, triggers, or unmanaged reporting paths.","","Do not exclude yet; verify via view/trigger/report migration analysis"
"T_USER_BAK","Backup / Temp / Archive Only","Naming pattern indicates temporary, backup, archive, or system-generated support object and no active code reference was found.","","Exclude from IAS_ZTBL core; preserve only outside future operational schema"
"T_USER_ENTITIES","Low-Confidence / Needs Verification","Referenced in code analysis but only from low-confidence paths.","PROC:PKG_AD.P_GET_USER_ENTITIES","Do not exclude yet; verify via view/trigger/report migration analysis"
"T_USER_MAPING_MENU_PAGES_TEMP","Low-Confidence / Needs Verification","No active DBConnection or mapped procedure reference found; could still be used by views, triggers, or unmanaged reporting paths.","","Do not exclude yet; verify via view/trigger/report migration analysis"
"TBL_PARA_REFERENCE_UPDATE_LOG","Low-Confidence / Needs Verification","No active DBConnection or mapped procedure reference found; could still be used by views, triggers, or unmanaged reporting paths.","","Do not exclude yet; verify via view/trigger/report migration analysis"
"TBL_T_HR_EMPLOYEEINFORMATION","Low-Confidence / Needs Verification","No active DBConnection or mapped procedure reference found; could still be used by views, triggers, or unmanaged reporting paths.","","Do not exclude yet; verify via view/trigger/report migration analysis"
"TEMP_ACCOUNTS","Backup / Temp / Archive Only","Naming pattern indicates temporary, backup, archive, or system-generated support object and no active code reference was found.","","Exclude from IAS_ZTBL core; preserve only outside future operational schema"
"TEMP_AIS_T_AU_POST_COMPLIANCE","Backup / Temp / Archive Only","Naming pattern indicates temporary, backup, archive, or system-generated support object and no active code reference was found.","","Exclude from IAS_ZTBL core; preserve only outside future operational schema"
"TEMP_AIS_T_AU_POST_COMPLIANCE_45","Backup / Temp / Archive Only","Naming pattern indicates temporary, backup, archive, or system-generated support object and no active code reference was found.","","Exclude from IAS_ZTBL core; preserve only outside future operational schema"
"TEMP_AIS_T_AU_POST_COMPLIANCE_HISTORY_18_12","Backup / Temp / Archive Only","Naming pattern indicates temporary, backup, archive, or system-generated support object and no active code reference was found.","","Exclude from IAS_ZTBL core; preserve only outside future operational schema"
"TEMP_ASAD_03_07_2024","Backup / Temp / Archive Only","Naming pattern indicates temporary, backup, archive, or system-generated support object and no active code reference was found.","","Exclude from IAS_ZTBL core; preserve only outside future operational schema"
"TEMP_ASAD_15_05_2024","Backup / Temp / Archive Only","Naming pattern indicates temporary, backup, archive, or system-generated support object and no active code reference was found.","","Exclude from IAS_ZTBL core; preserve only outside future operational schema"
"TEMP_ASAD_20_9_24","Backup / Temp / Archive Only","Naming pattern indicates temporary, backup, archive, or system-generated support object and no active code reference was found.","","Exclude from IAS_ZTBL core; preserve only outside future operational schema"
"TEMP_ASAD_PEN_TESTING_USER","Backup / Temp / Archive Only","Naming pattern indicates temporary, backup, archive, or system-generated support object and no active code reference was found.","","Exclude from IAS_ZTBL core; preserve only outside future operational schema"
"TEMP_ATAS_T_LOAN_TO_DEFAULT_NPL_TABLE","Backup / Temp / Archive Only","Naming pattern indicates temporary, backup, archive, or system-generated support object and no active code reference was found.","","Exclude from IAS_ZTBL core; preserve only outside future operational schema"
"TEMP_AUDIT_EMP","Backup / Temp / Archive Only","Naming pattern indicates temporary, backup, archive, or system-generated support object and no active code reference was found.","","Exclude from IAS_ZTBL core; preserve only outside future operational schema"
"TEMP_BRANCHES","Backup / Temp / Archive Only","Naming pattern indicates temporary, backup, archive, or system-generated support object and no active code reference was found.","","Exclude from IAS_ZTBL core; preserve only outside future operational schema"
"TEMP_CIA_EMPLOYEE_MEDICAL","Backup / Temp / Archive Only","Naming pattern indicates temporary, backup, archive, or system-generated support object and no active code reference was found.","","Exclude from IAS_ZTBL core; preserve only outside future operational schema"
"TEMP_CIA_FRAUD_DATA","Backup / Temp / Archive Only","Naming pattern indicates temporary, backup, archive, or system-generated support object and no active code reference was found.","","Exclude from IAS_ZTBL core; preserve only outside future operational schema"
"TEMP_CIA_LOANS_PRESENTATION","Backup / Temp / Archive Only","Naming pattern indicates temporary, backup, archive, or system-generated support object and no active code reference was found.","","Exclude from IAS_ZTBL core; preserve only outside future operational schema"
"TEMP_CIA_LOANS_PRESENTATION_30_NOV","Backup / Temp / Archive Only","Naming pattern indicates temporary, backup, archive, or system-generated support object and no active code reference was found.","","Exclude from IAS_ZTBL core; preserve only outside future operational schema"
"TEMP_CIA_LOANS_PRESENTATION_AS_OF_30_NOV","Backup / Temp / Archive Only","Naming pattern indicates temporary, backup, archive, or system-generated support object and no active code reference was found.","","Exclude from IAS_ZTBL core; preserve only outside future operational schema"
"TEMP_CIA_PM_SCHEME_CLEAN","Backup / Temp / Archive Only","Naming pattern indicates temporary, backup, archive, or system-generated support object and no active code reference was found.","","Exclude from IAS_ZTBL core; preserve only outside future operational schema"
"TEMP_CIA_YOUTH_NEW","Backup / Temp / Archive Only","Naming pattern indicates temporary, backup, archive, or system-generated support object and no active code reference was found.","","Exclude from IAS_ZTBL core; preserve only outside future operational schema"
"TEMP_CID_CNIC_WISE_PM_SCHEME_ALL","Backup / Temp / Archive Only","Naming pattern indicates temporary, backup, archive, or system-generated support object and no active code reference was found.","","Exclude from IAS_ZTBL core; preserve only outside future operational schema"
"TEMP_CTR","Backup / Temp / Archive Only","Naming pattern indicates temporary, backup, archive, or system-generated support object and no active code reference was found.","","Exclude from IAS_ZTBL core; preserve only outside future operational schema"
"TEMP_DATE","Backup / Temp / Archive Only","Naming pattern indicates temporary, backup, archive, or system-generated support object and no active code reference was found.","","Exclude from IAS_ZTBL core; preserve only outside future operational schema"
"TEMP_DUPLICATE_COM_ID_T","Backup / Temp / Archive Only","Naming pattern indicates temporary, backup, archive, or system-generated support object and no active code reference was found.","","Exclude from IAS_ZTBL core; preserve only outside future operational schema"
"TEMP_EMAIL_ADDRESS_BRANCH","Backup / Temp / Archive Only","Naming pattern indicates temporary, backup, archive, or system-generated support object and no active code reference was found.","","Exclude from IAS_ZTBL core; preserve only outside future operational schema"
"TEMP_ERP_HR_EMPLOYEE_INFO","Backup / Temp / Archive Only","Naming pattern indicates temporary, backup, archive, or system-generated support object and no active code reference was found.","","Exclude from IAS_ZTBL core; preserve only outside future operational schema"
"TEMP_ERP_HR_EMPLOYEE_INFO_NEW","Backup / Temp / Archive Only","Naming pattern indicates temporary, backup, archive, or system-generated support object and no active code reference was found.","","Exclude from IAS_ZTBL core; preserve only outside future operational schema"
"TEMP_FAD_CHECKLIST_DETAILS","Backup / Temp / Archive Only","Naming pattern indicates temporary, backup, archive, or system-generated support object and no active code reference was found.","","Exclude from IAS_ZTBL core; preserve only outside future operational schema"
"TEMP_FAD_SUB_CHECKLIST","Backup / Temp / Archive Only","Naming pattern indicates temporary, backup, archive, or system-generated support object and no active code reference was found.","","Exclude from IAS_ZTBL core; preserve only outside future operational schema"
"TEMP_FOR_PLAN_UPDATE","Backup / Temp / Archive Only","Naming pattern indicates temporary, backup, archive, or system-generated support object and no active code reference was found.","","Exclude from IAS_ZTBL core; preserve only outside future operational schema"
"TEMP_HR_DIFF","Backup / Temp / Archive Only","Naming pattern indicates temporary, backup, archive, or system-generated support object and no active code reference was found.","","Exclude from IAS_ZTBL core; preserve only outside future operational schema"
"TEMP_HR_DIV_CIRCULAR_UPDATE","Backup / Temp / Archive Only","Naming pattern indicates temporary, backup, archive, or system-generated support object and no active code reference was found.","","Exclude from IAS_ZTBL core; preserve only outside future operational schema"
"TEMP_HR_ERP_EMP","Backup / Temp / Archive Only","Naming pattern indicates temporary, backup, archive, or system-generated support object and no active code reference was found.","","Exclude from IAS_ZTBL core; preserve only outside future operational schema"
"TEMP_HRMS_HR_EMPLOYEE_INFO","Backup / Temp / Archive Only","Naming pattern indicates temporary, backup, archive, or system-generated support object and no active code reference was found.","","Exclude from IAS_ZTBL core; preserve only outside future operational schema"
"TEMP_IID_TABLES","Backup / Temp / Archive Only","Naming pattern indicates temporary, backup, archive, or system-generated support object and no active code reference was found.","","Exclude from IAS_ZTBL core; preserve only outside future operational schema"
"TEMP_ISLAMIC_BRANCHES","Backup / Temp / Archive Only","Naming pattern indicates temporary, backup, archive, or system-generated support object and no active code reference was found.","","Exclude from IAS_ZTBL core; preserve only outside future operational schema"
"TEMP_PPNO","Backup / Temp / Archive Only","Naming pattern indicates temporary, backup, archive, or system-generated support object and no active code reference was found.","","Exclude from IAS_ZTBL core; preserve only outside future operational schema"
"TEMP_PPNO_POSTING","Backup / Temp / Archive Only","Naming pattern indicates temporary, backup, archive, or system-generated support object and no active code reference was found.","","Exclude from IAS_ZTBL core; preserve only outside future operational schema"
"TEMP_RISK_UPDATE","Backup / Temp / Archive Only","Naming pattern indicates temporary, backup, archive, or system-generated support object and no active code reference was found.","","Exclude from IAS_ZTBL core; preserve only outside future operational schema"
"TEMP_SALMAN_CHECKLIST","Backup / Temp / Archive Only","Naming pattern indicates temporary, backup, archive, or system-generated support object and no active code reference was found.","","Exclude from IAS_ZTBL core; preserve only outside future operational schema"
"TEMP_SBP_DATA_BIOMET_DIFF_TABLE","Backup / Temp / Archive Only","Naming pattern indicates temporary, backup, archive, or system-generated support object and no active code reference was found.","","Exclude from IAS_ZTBL core; preserve only outside future operational schema"
"TEMP_SBP_DATA_BIOMET_TABLE","Backup / Temp / Archive Only","Naming pattern indicates temporary, backup, archive, or system-generated support object and no active code reference was found.","","Exclude from IAS_ZTBL core; preserve only outside future operational schema"
"TEMP_STR","Backup / Temp / Archive Only","Naming pattern indicates temporary, backup, archive, or system-generated support object and no active code reference was found.","","Exclude from IAS_ZTBL core; preserve only outside future operational schema"
"TEMP_T_AU_API_MASTER_FOR_PRODUCTION","Backup / Temp / Archive Only","Naming pattern indicates temporary, backup, archive, or system-generated support object and no active code reference was found.","","Exclude from IAS_ZTBL core; preserve only outside future operational schema"
"TEMP_T_AU_NEW_PARAS_STATUS_CHANGE_LOG","Backup / Temp / Archive Only","Naming pattern indicates temporary, backup, archive, or system-generated support object and no active code reference was found.","","Exclude from IAS_ZTBL core; preserve only outside future operational schema"
"TEMP_T_AU_OLD_PARAS_FAD_RESPONSIBILITY_ASSIGNED","Backup / Temp / Archive Only","Naming pattern indicates temporary, backup, archive, or system-generated support object and no active code reference was found.","","Exclude from IAS_ZTBL core; preserve only outside future operational schema"
"TEMP_T_AUDITEE_ENTITIES_SIZE","Backup / Temp / Archive Only","Naming pattern indicates temporary, backup, archive, or system-generated support object and no active code reference was found.","","Exclude from IAS_ZTBL core; preserve only outside future operational schema"
"TEMP_TABLE_DEPOSIT_WITH_MINUS_BALANCE","Backup / Temp / Archive Only","Naming pattern indicates temporary, backup, archive, or system-generated support object and no active code reference was found.","","Exclude from IAS_ZTBL core; preserve only outside future operational schema"
"TEMP_TABLE_FOR_LIKE","Backup / Temp / Archive Only","Naming pattern indicates temporary, backup, archive, or system-generated support object and no active code reference was found.","","Exclude from IAS_ZTBL core; preserve only outside future operational schema"
"TEMP_TRANSACTIONMASTER","Backup / Temp / Archive Only","Naming pattern indicates temporary, backup, archive, or system-generated support object and no active code reference was found.","","Exclude from IAS_ZTBL core; preserve only outside future operational schema"
"TEMP_TRANSACTIONS","Backup / Temp / Archive Only","Naming pattern indicates temporary, backup, archive, or system-generated support object and no active code reference was found.","","Exclude from IAS_ZTBL core; preserve only outside future operational schema"
"TEMP_V_RPT_FAD_EXECP_ACCOUNT_AML_STR","Backup / Temp / Archive Only","Naming pattern indicates temporary, backup, archive, or system-generated support object and no active code reference was found.","","Exclude from IAS_ZTBL core; preserve only outside future operational schema"
"TEMP_ZUB_T_AU_OBSERVATION_TEXT","Backup / Temp / Archive Only","Naming pattern indicates temporary, backup, archive, or system-generated support object and no active code reference was found.","","Exclude from IAS_ZTBL core; preserve only outside future operational schema"
"TEMPLATEPLACEHOLDERS","Likely Obsolete","Legacy/old naming with no active code reference found.","","Exclude from IAS_ZTBL core; retain only for legacy read-only migration archive if needed"
"V_ATAS_ORG_UNITS","Low-Confidence / Needs Verification","No active DBConnection or mapped procedure reference found; could still be used by views, triggers, or unmanaged reporting paths.","","Do not exclude yet; verify via view/trigger/report migration analysis"
"V_GET_ACTIVE_EMPLOYEES","Low-Confidence / Needs Verification","No active DBConnection or mapped procedure reference found; could still be used by views, triggers, or unmanaged reporting paths.","","Do not exclude yet; verify via view/trigger/report migration analysis"
