"ObjectName","Status","Reason","Evidence","ProposedAction"
"T_AU_IID_INQ_ACCUSED_LIST","Confirmed Active","Referenced by DBConnection methods used by active controllers and/or by called procedures.","PROC:PKG_INQ.GET_LATEST_INQUIRY_REPORT_BY_COMPLAINT; PROC:PKG_INQ.P_GET_INQ_ACCUSED_LIST; PROC:PKG_INQ.P_ADD_INQ_ACCUSED; PROC:PKG_INQ.P_UPDATE_INQ_ACCUSED; PROC:PKG_INQ.P_DELETE_INQ_ACCUSED","Migrate to IAS_ZTBL core or dedicated history module"
"T_AU_IID_INQ_DSA","Confirmed Active","Referenced by DBConnection methods used by active controllers and/or by called procedures.","PROC:PKG_INQ.GET_LATEST_INQUIRY_REPORT_BY_COMPLAINT; PROC:PKG_INQ.P_GET_INQ_DSA; PROC:PKG_INQ.P_ADD_INQ_DSA; PROC:PKG_INQ.P_UPDATE_INQ_DSA; PROC:PKG_INQ.P_DELETE_INQ_DSA","Migrate to IAS_ZTBL core or dedicated history module"
"T_AU_IID_INQ_EVIDENCE_FILES","Confirmed Active","Referenced by DBConnection methods used by active controllers and/or by called procedures.","PROC:PKG_INQ.GET_LATEST_INQUIRY_REPORT_BY_COMPLAINT; PROC:PKG_INQ.P_GET_INQ_EVIDENCE_FILES; PROC:PKG_INQ.P_ADD_INQ_EVIDENCE_FILE; PROC:PKG_INQ.P_DELETE_INQ_EVIDENCE_FILE","Migrate to IAS_ZTBL core or dedicated history module"
"T_AU_IID_INQ_EVIDENCE_STEP","Confirmed Active","Referenced by DBConnection methods used by active controllers and/or by called procedures.","PROC:PKG_INQ.P_GET_INQ_EVIDENCE_STEP; PROC:PKG_INQ.P_SAVE_INQ_EVIDENCE_STEP","Migrate to IAS_ZTBL core or dedicated history module"
"T_AU_IID_INQ_FIND_RECOMM","Confirmed Active","Referenced by DBConnection methods used by active controllers and/or by called procedures.","PROC:PKG_INQ.GET_LATEST_INQUIRY_REPORT_BY_COMPLAINT; PROC:PKG_INQ.GET_INQ_FINDINGS_RECOMM; PROC:PKG_INQ.SAVE_INQ_FINDINGS_RECOMM; PROC:PKG_INQ.GET_INQ_FIND_RECOMM_STATUS","Migrate to IAS_ZTBL core or dedicated history module"
"T_AU_IID_INQ_PROCEEDINGS","Confirmed Active","Referenced by DBConnection methods used by active controllers and/or by called procedures.","PROC:PKG_INQ.P_GET_INQ_PROCEEDINGS; PROC:PKG_INQ.P_SAVE_INQ_PROCEEDING; PROC:PKG_INQ.P_DELETE_INQ_PROCEEDING","Migrate to IAS_ZTBL core or dedicated history module"
"T_AU_IID_INQ_RECORD_SCRUTINIZED","Confirmed Active","Referenced by DBConnection methods used by active controllers and/or by called procedures.","PROC:PKG_INQ.GET_LATEST_INQUIRY_REPORT_BY_COMPLAINT; PROC:PKG_INQ.P_GET_INQ_RECORDS; PROC:PKG_INQ.P_ADD_INQ_RECORD; PROC:PKG_INQ.P_UPDATE_INQ_RECORD; PROC:PKG_INQ.P_DELETE_INQ_RECORD","Migrate to IAS_ZTBL core or dedicated history module"
"T_AU_IID_INQ_STATEMENTS","Confirmed Active","Referenced by DBConnection methods used by active controllers and/or by called procedures.","PROC:PKG_INQ.GET_LATEST_INQUIRY_REPORT_BY_COMPLAINT; PROC:PKG_INQ.P_GET_INQ_STATEMENTS; PROC:PKG_INQ.P_ADD_INQ_STATEMENT; PROC:PKG_INQ.P_DELETE_INQ_STATEMENT","Migrate to IAS_ZTBL core or dedicated history module"
"T_AU_IID_INQ_VIOLATIONS","Confirmed Active","Referenced by DBConnection methods used by active controllers and/or by called procedures.","PROC:PKG_INQ.P_GET_INQ_VIOLATIONS; PROC:PKG_INQ.P_ADD_INQ_VIOLATION; PROC:PKG_INQ.P_UPDATE_INQ_VIOLATION; PROC:PKG_INQ.P_DELETE_INQ_VIOLATION","Migrate to IAS_ZTBL core or dedicated history module"
"T_AU_IID_INV_PLAN","Confirmed Active","Referenced by DBConnection methods used by active controllers and/or by called procedures.","PROC:PKG_INQ.ADD_INV_PLAN; PROC:PKG_INQ.GET_IID_TASK_LIST; PROC:PKG_INQ.P_GET_COMPLAINT_ID_BY_PLAN; PROC:PKG_INQ.GET_INV_PLAN; PROC:PKG_INQ.GET_LATEST_PLAN_BY_COMPLAINT; PROC:PKG_INQ.ADD_PLAN_APPROVAL","Migrate to IAS_ZTBL core or dedicated history module"
"T_AU_IID_INV_PLAN_ACT","Low-Confidence / Needs Verification","No active DBConnection or mapped procedure reference found; could still be used by views, triggers, or unmanaged reporting paths.","","Do not exclude yet; verify via view/trigger/report migration analysis"
"T_AU_IID_LEAD_REVIEW","Low-Confidence / Needs Verification","No active DBConnection or mapped procedure reference found; could still be used by views, triggers, or unmanaged reporting paths.","","Do not exclude yet; verify via view/trigger/report migration analysis"
"T_AU_IID_REPORT","Confirmed Active","Referenced by DBConnection methods used by active controllers and/or by called procedures.","PROC:PKG_INQ.GET_IID_TASK_LIST; PROC:PKG_INQ.P_GET_COMPLAINT_ID_BY_REPORT; PROC:PKG_INQ.ADD_INQUIRY_REPORT; PROC:PKG_INQ.ADD_ANALYSIS; PROC:PKG_INQ.ADD_FINAL_APPROVAL; PROC:PKG_INQ.GET_INQUIRY_REPORT; PROC:PKG_INQ.GET_REPORTS","Migrate to IAS_ZTBL core or dedicated history module"
"T_AU_IID_STATUS_MST","Confirmed Active","Referenced by DBConnection methods used by active controllers and/or by called procedures.","PROC:PKG_INQ.GET_COMPLAINTS_DD","Migrate to IAS_ZTBL core or dedicated history module"
"T_AU_MANPOWER_DEMAND","Low-Confidence / Needs Verification","No active DBConnection or mapped procedure reference found; could still be used by views, triggers, or unmanaged reporting paths.","","Do not exclude yet; verify via view/trigger/report migration analysis"
"T_AU_NEW_PARAS_STATUS_CHANGE_LOG","Confirmed Active","Referenced by DBConnection methods used by active controllers and/or by called procedures.","PROC:PKG_FAD.P_GETNEWPARASFORRESPONSEAUTHORIZE; PROC:PKG_FAD.P_AUTHORIZECHANGESTATUSREQUESTFORSETTLEDPARA_NEW; PROC:PKG_HD.P_GETNEWPARASFORRESPONSE; PROC:PKG_HD.P_GETNEWPARASFORRESPONSE_REVIEWER; PROC:PKG_HD.P_CHANGESTATUSREQUESTFORSETTLEDPARA_NEW_REVIEWER; PROC:PKG_HD.P_CHANGESTATUSREQUESTFORSETTLEDPARA_NEW","Migrate to IAS_ZTBL core or dedicated history module"
"T_AU_OBS_AUDITEE_REPLY_EVIDENCE","Low-Confidence / Needs Verification","No active DBConnection or mapped procedure reference found; could still be used by views, triggers, or unmanaged reporting paths.","","Do not exclude yet; verify via view/trigger/report migration analysis"
"T_AU_OBSERVATION","Confirmed Active","Referenced by DBConnection methods used by active controllers and/or by called procedures.","PROC:PKG_AD.P_APPROVE_CHECKLIST_BY_AUTHORIZER; PROC:PKG_AD.P_GET_AUDIT_OBSERVTION; PROC:PKG_AD.P_GET_DUPLICATE_CHECKLIST_DETAILS_COUNT; PROC:PKG_AD.P_AUTHORIZE_DUPLICATE_CHECKLIST_DETAILS; PROC:PKG_AD.P_AUDIT_OBSERVATION_REVERSAL; PROC:PKG_AD.P_ADD_ENTITY_SHIFTING; PROC:PKG_AD.P_SHIFT_BR_TO_ISLAMIC; PROC:PKG_AD.P_GET_OBSERVVATION_NO; PROC:PKG_AD.P_UPDATE_OBSERVATION_NO; PROC:PKG_AD.P_UPDATE_ANNEXURE; PROC:PKG_AD.P_ADD_BRANCH_RISK_RATING; PROC:PKG_AE.P_GETASSIGNEDOBSERVATIONS","Migrate to IAS_ZTBL core or dedicated history module"
"T_AU_OBSERVATION_ASSIGNEDTO","Confirmed Active","Referenced by DBConnection methods used by active controllers and/or by called procedures.","PROC:PKG_AD.P_GET_AUDIT_OBSERVTION; PROC:PKG_AD.P_AUDIT_OBSERVATION_REVERSAL; PROC:PKG_AD.P_SHIFT_BR_TO_ISLAMIC; PROC:PKG_AE.P_GETASSIGNEDOBSERVATIONS; PROC:PKG_AE.P_GETASSIGNEDOBSERVATIONSFORBRANCH; PROC:PKG_AE.P_AUDITEE_OBSERVATION_RESPONSE; PROC:PKG_AE.P_GETAUDITEEASSIGNEDENTITIES; PROC:PKG_AR.P_SUBMITAUDITOBSERVATIONTOAUDITEE; PROC:PKG_FAD.P_PARA_SHIFTING; PROC:PKG_FAD.P_GET_AUDIT_OBSERVTION","Migrate to IAS_ZTBL core or dedicated history module"
"T_AU_OBSERVATION_ASSIGNEDTO_TEMP","Low-Confidence / Needs Verification","No active DBConnection or mapped procedure reference found; could still be used by views, triggers, or unmanaged reporting paths.","","Do not exclude yet; verify via view/trigger/report migration analysis"
"T_AU_OBSERVATION_EVIDENCES","Low-Confidence / Needs Verification","No active DBConnection or mapped procedure reference found; could still be used by views, triggers, or unmanaged reporting paths.","","Do not exclude yet; verify via view/trigger/report migration analysis"
"T_AU_OBSERVATION_FINAL_RECCOMENDATION","Confirmed Active","Referenced by DBConnection methods used by active controllers and/or by called procedures.","PROC:PKG_FAD.P_GET_AUDIT_OBSERVTION; PROC:PKG_FRPT.P_GET_OBSERVATION_DETAILS; PROC:PKG_FRPT.R_GETAUDITEEPARAS; PROC:PKG_HD.P_GET_AUDIT_PRE_CONCLUDING; PROC:PKG_HD.P_GET_OBSERVATION_DETAILS_FROM_ID_PRE_CON; PROC:PKG_HD.P_GET_OBSERVATION_DETAILS_FROM_ID_PRE_CON_HO","Migrate to IAS_ZTBL core or dedicated history module"
"T_AU_OBSERVATION_GIST","Confirmed Active","Referenced by DBConnection methods used by active controllers and/or by called procedures.","PROC:PKG_HD.P_GET_AUDIT_PRE_CONCLUDING; PROC:PKG_HD.P_AUDIT_PRE_SUBMISSION; PROC:PKG_HD.P_GET_OBSERVATION_DETAILS_FROM_ID_PRE_CON; PROC:PKG_HD.P_GET_OBSERVATION_DETAILS_FROM_ID_PRE_CON_HO","Migrate to IAS_ZTBL core or dedicated history module"
"T_AU_OBSERVATION_LOANCASES","Low-Confidence / Needs Verification","No active DBConnection or mapped procedure reference found; could still be used by views, triggers, or unmanaged reporting paths.","","Do not exclude yet; verify via view/trigger/report migration analysis"
"T_AU_OBSERVATION_MAN","Confirmed Active","Referenced by DBConnection methods used by active controllers and/or by called procedures.","PROC:PKG_HD.P_AUDIT_CONCLUDING","Migrate to IAS_ZTBL core or dedicated history module"
"T_AU_OBSERVATION_OLD_CAD_PARAS","Confirmed Active","Referenced by DBConnection methods used by active controllers and/or by called procedures.","PROC:PKG_AD.P_ADD_ENTITY_SHIFTING; PROC:PKG_AE.P_GETAUDITEEOLDPARAS; PROC:PKG_AE.P_UPDATEOLDPARAMANAGEMENT; PROC:PKG_AE.P_UPDATEAUDITEEOLDPARASRESPONSE; PROC:PKG_AE.P_GETPARASFORCOMPLIANCEBYAUDITEE_TEXT; PROC:PKG_AE.P_SUBMITPOSTAUDITCOMPLIANCE; PROC:PKG_AE.P_SUBMITPOSTAUDITCOMPLIANCE_REVIEW; PROC:PKG_AR.P_GETENTITIESFORLEGACYPARA; PROC:PKG_AR.P_GETENTITIESFORLEGACYPARA_HO; PROC:PKG_AR.P_GETENTITIESFORLEGACYPARA_HO_REPORT; PROC:PKG_AR.P_GETLEAGACYOBSERVATIONS; PROC:PKG_AR.P_GETLEAGACYOBSERVATIONS_HO","Migrate to IAS_ZTBL core or dedicated history module"
"T_AU_OBSERVATION_OLD_CAD_PARAS_RESPONSE","Confirmed Active","Referenced by DBConnection methods used by active controllers and/or by called procedures.","PROC:PKG_AE.P_UPDATEAUDITEEOLDPARASRESPONSE","Migrate to IAS_ZTBL core or dedicated history module"
"T_AU_OBSERVATION_OLD_CAD_PARAS_SETTLE_LOG","Confirmed Active","Referenced by DBConnection methods used by active controllers and/or by called procedures.","PROC:PKG_AR.P_SETTEL_LEGACY_PARA_HO; PROC:PKG_AR.P_DELETE_LEGACY_PARA_HO","Migrate to IAS_ZTBL core or dedicated history module"
"T_AU_OBSERVATION_OLD_CAD_PARAS_TEXT","Confirmed Active","Referenced by DBConnection methods used by active controllers and/or by called procedures.","PROC:PKG_AE.P_UPDATEOLDPARAMANAGEMENT; PROC:PKG_AE.P_GETPARASFORCOMPLIANCEBYAUDITEE_TEXT; PROC:PKG_AE.P_GETPARASFORCOMPLIANCEFORHISTORY; PROC:PKG_AR.P_GETENTITIESFORLEGACYPARA; PROC:PKG_AR.P_GETENTITIESFORLEGACYPARA_HO; PROC:PKG_AR.P_GETENTITIESFORLEGACYPARA_HO_REPORT; PROC:PKG_AR.P_GETLEAGACYOBSERVATIONS; PROC:PKG_AR.P_GETLEAGACYOBSERVATIONS_HO; PROC:PKG_AR.P_GETLEAGACYOBSERVATIONS_FOR_GIST_UPDATE; PROC:PKG_AR.P_UPDATE_LEGACY_PARA_TEXT; PROC:PKG_AR.P_GETOBSERVATIONSDETAILSFORMANAGEAUDITPARAS; PROC:PKG_AR.P_GET_PARA_DETAILS_FOR_AUTHORIZE","Migrate to IAS_ZTBL core or dedicated history module"
"T_AU_OBSERVATION_OLD_PARAS_FAD","Likely Obsolete","Legacy/old naming with no active code reference found.","","Exclude from IAS_ZTBL core; retain only for legacy read-only migration archive if needed"
"T_AU_OBSERVATION_OLD_PARAS_RESPONIBILITY_ASSIGNED","Confirmed Active","Referenced by DBConnection methods used by active controllers and/or by called procedures.","PROC:PKG_AR.P_DELETE_PARA_RESPONSIBILITY; PROC:PKG_AR.P_GET_LEGACY_PARA_RESPONSIBLES","Migrate to IAS_ZTBL core or dedicated history module"
"T_AU_OBSERVATION_REFERENCE_MAP","Low-Confidence / Needs Verification","No active DBConnection or mapped procedure reference found; could still be used by views, triggers, or unmanaged reporting paths.","","Do not exclude yet; verify via view/trigger/report migration analysis"
"T_AU_OBSERVATION_RESPONIBILITY_ASSIGNED","Confirmed Active","Referenced by DBConnection methods used by active controllers and/or by called procedures.","PROC:PKG_AR.P_RESPONIBILITYASSIGNED; PROC:PKG_AR.P_DELETE_RESPONSIBILITY; PROC:PKG_HD.P_AUDIT_CONCLUDING","Migrate to IAS_ZTBL core or dedicated history module"
"T_AU_OBSERVATION_RESPONSIBILITY_UPDATED","Confirmed Active","Referenced by DBConnection methods used by active controllers and/or by called procedures.","PROC:PKG_AR.P_UPDATE_RESPONSIBILITY; PROC:PKG_AR.P_GET_RESPONSIBILITY_FOR_AUTHORIZE; PROC:PKG_AR.P_RESPONIBILITYFOROLDPARA","Migrate to IAS_ZTBL core or dedicated history module"
"T_AU_OBSERVATION_SEVERITY","Low-Confidence / Needs Verification","No active DBConnection or mapped procedure reference found; could still be used by views, triggers, or unmanaged reporting paths.","","Do not exclude yet; verify via view/trigger/report migration analysis"
"T_AU_OBSERVATION_SHIFTING","Confirmed Active","Referenced by DBConnection methods used by active controllers and/or by called procedures.","PROC:PKG_AD.P_ADD_ENTITY_SHIFTING","Migrate to IAS_ZTBL core or dedicated history module"
"T_AU_OBSERVATION_STATUS","Confirmed Active","Referenced by DBConnection methods used by active controllers and/or by called procedures.","PROC:PKG_AD.P_GET_AUDIT_OBSERVTION; PROC:PKG_AD.P_GET_AUDIT_OBSERVTION_STATUS; PROC:PKG_AD.P_AUDIT_OBSERVATION_REVERSAL; PROC:PKG_AD.P_GET_COMPLIANCE_STATUSES_FOR_COMPLIANCE_FLOW; PROC:PKG_AD.P_GET_ENTITY_TYPE_COMPLIANCE_FLOW; PROC:PKG_AD.P_GET_OBS_STATUS; PROC:PKG_AD.P_ADD_OBS_STATUS; PROC:PKG_AD.P_UPDATE_OBS_STATUS; PROC:PKG_AE.P_GETASSIGNEDOBSERVATIONS; PROC:PKG_AE.P_GETASSIGNEDOBSERVATIONSFORBRANCH; PROC:PKG_AR.P_GET_DETAILS_FOR_MANAGE_OBSERVATIONS; PROC:PKG_AR.P_GETMANAGEDOBSERVATIONS","Migrate to IAS_ZTBL core or dedicated history module"
"T_AU_OBSERVATION_TEXT","Confirmed Active","Referenced by DBConnection methods used by active controllers and/or by called procedures.","PROC:PKG_AD.P_GET_AUDIT_OBSERVTION; PROC:PKG_AD.P_AUDIT_OBSERVATION_REVERSAL; PROC:PKG_AE.P_GETASSIGNEDOBSERVATIONS; PROC:PKG_AE.P_GETASSIGNEDOBSERVATIONSFORBRANCH; PROC:PKG_AE.P_GETOBSERVATIONTEXT; PROC:PKG_AE.P_GETPARASFORCOMPLIANCEBYAUDITEE_TEXT; PROC:PKG_AE.P_GETPARASFORCOMPLIANCEFORHISTORY; PROC:PKG_AE.P_GETPARASFORCOMPLIANCE_CAU_PARA_TEXT; PROC:PKG_AR.P_SAVEAUDITOBSERVATION; PROC:PKG_AR.P_SAVEAUDITOBSERVATIONCAD; PROC:PKG_AR.P_GET_DETAILS_FOR_MANAGE_OBSERVATIONS; PROC:PKG_AR.P_GETMANAGEDOBSERVATIONS","Migrate to IAS_ZTBL core or dedicated history module"
"T_AU_OBSERVATION_UPDATED_DETAILS","Low-Confidence / Needs Verification","No active DBConnection or mapped procedure reference found; could still be used by views, triggers, or unmanaged reporting paths.","","Do not exclude yet; verify via view/trigger/report migration analysis"
"T_AU_OBSERVATION_UPDATED_REFERENCE","Confirmed Active","Referenced by DBConnection methods used by active controllers and/or by called procedures.","PROC:PKG_AR.P_UPDATE_AUDIT_PARAS; PROC:PKG_AR.P_GETOBSERVATIONSFORMANAGEAUDITPARAS; PROC:PKG_AR.P_GET_PARA_DETAILS_FOR_AUTHORIZE; PROC:PKG_AR.P_GET_PARA_CHANGES_FOR_AUTHORIZE","Migrate to IAS_ZTBL core or dedicated history module"
"T_AU_OBSERVATIONS_AUDITEE_EVIDENCES","Confirmed Active","Referenced by DBConnection methods used by active controllers and/or by called procedures.","PROC:PKG_AD.P_AUDIT_OBSERVATION_REVERSAL; PROC:PKG_AR.P_GET_AUDITEE_OBSERVATION_RESPONSE_EVIDENCES; PROC:PKG_AE.P_AUDITEE_OBSERVATION_RESPONSE_EVIDENCES; PROC:PKG_AR.P_GET_AUDITEE_OBSERVATION_RESPONSE_EVIDENCES_BY_OBS_ID; PROC:PKG_AR.P_GET_AUDITEE_OBSERVATION_RESPONSE_EVIDENCES_FILEDATA","Migrate to IAS_ZTBL core or dedicated history module"
"T_AU_OBSERVATIONS_AUDITEE_EVIDENCES_POST_COMPLIANCE","Low-Confidence / Needs Verification","No active DBConnection or mapped procedure reference found; could still be used by views, triggers, or unmanaged reporting paths.","","Do not exclude yet; verify via view/trigger/report migration analysis"
"T_AU_OBSERVATIONS_AUDITEE_POST_COMPLIANCE","Low-Confidence / Needs Verification","No active DBConnection or mapped procedure reference found; could still be used by views, triggers, or unmanaged reporting paths.","","Do not exclude yet; verify via view/trigger/report migration analysis"
"T_AU_OBSERVATIONS_AUDITEE_POST_COMPLIANCE_EVIDENCES","Low-Confidence / Needs Verification","No active DBConnection or mapped procedure reference found; could still be used by views, triggers, or unmanaged reporting paths.","","Do not exclude yet; verify via view/trigger/report migration analysis"
"T_AU_OBSERVATIONS_AUDITEE_RESPONSE","Confirmed Active","Referenced by DBConnection methods used by active controllers and/or by called procedures.","PROC:PKG_AD.P_AUDIT_OBSERVATION_REVERSAL; PROC:PKG_AE.P_GETASSIGNEDOBSERVATIONS; PROC:PKG_AE.P_GETASSIGNEDOBSERVATIONSFORBRANCH; PROC:PKG_AR.P_GETOBSERVATIONSAUDITEERESPONSE; PROC:PKG_AE.P_AUDITEE_OBSERVATION_RESPONSE; PROC:PKG_AR.P_GETLATESTAUDITEERESPONSE; PROC:PKG_AR.P_UPDATEAUDITOBSERVATIONSTATUS; PROC:PKG_FAD.P_GET_AUDIT_OBSERVTION; PROC:PKG_FRPT.P_GET_OBSERVATION_DETAILS; PROC:PKG_FRPT.R_GETAUDITEEPARAS; PROC:PKG_HD.P_GET_OBSERVATION_DETAILS_FROM_ID; PROC:PKG_HD.P_GET_OBSERVATION_DETAILS_FROM_ID_HO","Migrate to IAS_ZTBL core or dedicated history module"
"T_AU_OBSERVATIONS_AUDITEE_RESPONSE_STATUS","Low-Confidence / Needs Verification","No active DBConnection or mapped procedure reference found; could still be used by views, triggers, or unmanaged reporting paths.","","Do not exclude yet; verify via view/trigger/report migration analysis"
"T_AU_OBSERVATIONS_AUDITOR_RECOMMENDATION","Confirmed Active","Referenced by DBConnection methods used by active controllers and/or by called procedures.","PROC:PKG_AD.P_AUDIT_OBSERVATION_REVERSAL; PROC:PKG_AR.P_GETLATESTAUDITORRESPONSE; PROC:PKG_AR.AUDITOR_RESPONSE; PROC:PKG_FAD.P_GET_AUDIT_OBSERVTION; PROC:PKG_FRPT.P_GET_OBSERVATION_DETAILS; PROC:PKG_FRPT.R_GETAUDITEEPARAS; PROC:PKG_HD.P_GET_OBSERVATION_DETAILS_FROM_ID; PROC:PKG_HD.P_GET_OBSERVATION_DETAILS_FROM_ID_HO; PROC:PKG_HD.P_GET_OBSERVATION_DETAILS_FROM_ID_PRE_CON; PROC:PKG_HD.P_GET_OBSERVATION_DETAILS_FROM_ID_PRE_CON_HO; PROC:PKG_RPT.R_GETAUDITEEPARAS","Migrate to IAS_ZTBL core or dedicated history module"
"T_AU_OBSERVATIONS_AUDITOR_REPLY","Confirmed Active","Referenced by DBConnection methods used by active controllers and/or by called procedures.","PROC:PKG_AD.P_AUDIT_OBSERVATION_REVERSAL; PROC:PKG_AR.P_GETLATESTDEPARTMENTALHEADRESPONSE; PROC:PKG_AR.AUDITOR_REPLY; PROC:PKG_FAD.P_GET_AUDIT_OBSERVTION; PROC:PKG_FRPT.P_GET_OBSERVATION_DETAILS; PROC:PKG_FRPT.R_GETAUDITEEPARAS; PROC:PKG_HD.P_GET_OBSERVATION_DETAILS_FROM_ID_PRE_CON; PROC:PKG_HD.P_GET_OBSERVATION_DETAILS_FROM_ID_PRE_CON_HO; PROC:PKG_RPT.R_GETAUDITEEPARAS","Migrate to IAS_ZTBL core or dedicated history module"
"T_AU_OBSERVATIONS_AUDITOR_RESPONSE","Confirmed Active","Referenced by DBConnection methods used by active controllers and/or by called procedures.","PROC:PKG_AR.P_GETMANAGEDDRAFTOBSERVATIONS; PROC:PKG_AR.P_GETMANAGEDDRAFTOBSERVATIONSFORBRANCHES; PROC:PKG_AR.P_GETMANAGEDDRAFTOBSERVATIONSBRANCH; PROC:PKG_HD.P_GETFINALIZEDDRAFTOBSERVATIONSBRANCH","Migrate to IAS_ZTBL core or dedicated history module"
"T_AU_OLD_AUDIT_NATURE","Confirmed Active","Referenced by DBConnection methods used by active controllers and/or by called procedures.","PROC:PKG_AR.P_GET_LEGACY_PARA_TO_AUTHORIZE; PROC:PKG_PG.P_GET_SPECICAL_AUDIT_FOR_APPROVAL; PROC:PKG_FAD.P_GETLEAGACYOBSERVATIONS; PROC:PKG_HD.P_GETAUDITNATURE; PROC:PKG_HD.P_GET_LEGACY_PARA_TO_AUTHORIZE","Migrate to IAS_ZTBL core or dedicated history module"
"T_AU_OLD_AUDIT_PERIOD","Confirmed Active","Referenced by DBConnection methods used by active controllers and/or by called procedures.","PROC:PKG_AR.P_GET_LEGACY_PARA_TO_AUTHORIZE; PROC:PKG_HD.P_GETAUDITYEAR; PROC:PKG_HD.P_GET_LEGACY_PARA_TO_AUTHORIZE","Migrate to IAS_ZTBL core or dedicated history module"
"T_AU_OLD_FUNCTIONAL_PARA_DIVISION_HEAD_REMARKS","Confirmed Active","Referenced by DBConnection methods used by active controllers and/or by called procedures.","PROC:PKG_AIS.P_ADDDIVISIONALHEADREMARKSONFUNCTIONALLEGACYPARA","Migrate to IAS_ZTBL core or dedicated history module"
"T_AU_OLD_PARAS_CAD_LOG","Likely Obsolete","Legacy/old naming with no active code reference found.","","Exclude from IAS_ZTBL core; retain only for legacy read-only migration archive if needed"
"T_AU_OLD_PARAS_FAD","Confirmed Active","Referenced by DBConnection methods used by active controllers and/or by called procedures.","PROC:PKG_AD.P_GET_DUPLICATE_CHECKLIST_DETAILS_COUNT; PROC:PKG_AD.P_AUTHORIZE_DUPLICATE_CHECKLIST_DETAILS; PROC:PKG_AD.P_ADD_ENTITY_SHIFTING; PROC:PKG_AD.P_UPDATE_ANNEXURE; PROC:PKG_AE.P_GETPARASFORCOMPLIANCEBYAUDITEE_TEXT; PROC:PKG_AE.P_SUBMITPOSTAUDITCOMPLIANCE_REVIEW; PROC:PKG_AE.P_GETAUDITEEALLPARASFAD; PROC:PKG_AE.P_GETPARASFORCOMPLIANCE_CAU_PARA_TEXT; PROC:PKG_AR.P_GETENTITIESFORLEGACYPARA; PROC:PKG_AR.P_GETLEAGACYOBSERVATIONS; PROC:PKG_AR.P_GETLEAGACYOBSERVATIONS_FOR_GIST_UPDATE; PROC:PKG_AR.P_UPDATE_LEGACY_PARA_TEXT","Migrate to IAS_ZTBL core or dedicated history module"
"T_AU_OLD_PARAS_FAD_BACKUP","Backup / Temp / Archive Only","Naming pattern indicates temporary, backup, archive, or system-generated support object and no active code reference was found.","","Exclude from IAS_ZTBL core; preserve only outside future operational schema"
"T_AU_OLD_PARAS_FAD_LOG","Confirmed Active","Referenced by DBConnection methods used by active controllers and/or by called procedures.","PROC:PKG_AR.P_GETLEAGACYOBSERVATIONS; PROC:PKG_AR.P_UPDATE_LEGACY_PARA_TEXT; PROC:PKG_AR.P_ADD_PARA_RESPONSIBILITY; PROC:PKG_AR.P_NO_UPDATE_LEGACY_PARA_TEXT; PROC:PKG_FAD.P_ADD_PARA_RESPONSIBILITY","Migrate to IAS_ZTBL core or dedicated history module"
"T_AU_OLD_PARAS_FAD_RESPONSIBILITY_ASSIGNED","Confirmed Active","Referenced by DBConnection methods used by active controllers and/or by called procedures.","PROC:PKG_AR.P_ADD_PARA_RESPONSIBILITY; PROC:PKG_AR.P_DELETE_PARA_RESPONSIBILITY; PROC:PKG_AR.P_GET_LEGACY_PARA_RESPONSIBLES; PROC:PKG_FAD.P_ADD_PARA_RESPONSIBILITY; PROC:PKG_FAD.P_GET_LEGACY_PARA_RESPONSIBLES; PROC:PKG_FAD.P_DELETE_PARA_RESPONSIBILITY","Migrate to IAS_ZTBL core or dedicated history module"
"T_AU_OLD_PARAS_FAD_RESPONSIBILITY_ASSIGNED_IMP","Likely Obsolete","Legacy/old naming with no active code reference found.","","Exclude from IAS_ZTBL core; retain only for legacy read-only migration archive if needed"
"T_AU_OLD_PARAS_FAD_STATUS_CHANGE_LOG","Confirmed Active","Referenced by DBConnection methods used by active controllers and/or by called procedures.","PROC:PKG_FAD.P_AUTHORIZECHANGESTATUSREQUESTFORSETTLEDPARA; PROC:PKG_FAD.P_GETOLDPARASFORRESPONSEAUTHORIZE; PROC:PKG_HD.P_GETOLDPARASFORRESPONSE; PROC:PKG_HD.P_CHANGESTATUSREQUESTFORSETTLEDPARA","Migrate to IAS_ZTBL core or dedicated history module"
"T_AU_OLD_PARAS_FAD_TEXT","Confirmed Active","Referenced by DBConnection methods used by active controllers and/or by called procedures.","PROC:PKG_AE.P_GETPARASFORCOMPLIANCEBYAUDITEE_TEXT; PROC:PKG_AE.P_GETPARASFORCOMPLIANCEFORHISTORY; PROC:PKG_AE.P_GETPARASFORCOMPLIANCE_CAU_PARA_TEXT; PROC:PKG_AR.P_GETLEAGACYOBSERVATIONS; PROC:PKG_AR.P_UPDATE_LEGACY_PARA_TEXT; PROC:PKG_AR.P_NO_UPDATE_LEGACY_PARA_TEXT; PROC:PKG_DB.P_FUNCTION_ANNEXURE_PARAS_TEXT; PROC:PKG_AR.P_GETOBSERVATIONSDETAILSFORMANAGEAUDITPARAS; PROC:PKG_AR.P_GET_PARA_DETAILS_FOR_AUTHORIZE; PROC:PKG_FAD.P_GETLEAGACYOBSERVATIONS; PROC:PKG_FAD.P_UPDATE_LEGACY_PARA_TEXT; PROC:PKG_HD.P_GETOLDPARAS","Migrate to IAS_ZTBL core or dedicated history module"
