"ObjectName","Status","Reason","Evidence","ProposedAction"
"T_AU_OBSERVATION_OLD_CAD_PARAS_SETTLE_LOG","Confirmed Active","Referenced by DBConnection methods used by active controllers and/or by called procedures.","PROC:PKG_AR.P_SETTEL_LEGACY_PARA_HO; PROC:PKG_AR.P_DELETE_LEGACY_PARA_HO","Migrate to IAS_ZTBL core or dedicated history module"
"T_AU_OBSERVATION_OLD_CAD_PARAS_TEXT","Confirmed Active","Referenced by DBConnection methods used by active controllers and/or by called procedures.","PROC:PKG_AE.P_UPDATEOLDPARAMANAGEMENT; PROC:PKG_AE.P_GETPARASFORCOMPLIANCEBYAUDITEE_TEXT; PROC:PKG_AE.P_GETPARASFORCOMPLIANCEFORHISTORY; PROC:PKG_AR.P_GETENTITIESFORLEGACYPARA; PROC:PKG_AR.P_GETENTITIESFORLEGACYPARA_HO; PROC:PKG_AR.P_GETENTITIESFORLEGACYPARA_HO_REPORT; PROC:PKG_AR.P_GETLEAGACYOBSERVATIONS; PROC:PKG_AR.P_GETLEAGACYOBSERVATIONS_HO; PROC:PKG_AR.P_GETLEAGACYOBSERVATIONS_FOR_GIST_UPDATE; PROC:PKG_AR.P_UPDATE_LEGACY_PARA_TEXT; PROC:PKG_AR.P_GETOBSERVATIONSDETAILSFORMANAGEAUDITPARAS; PROC:PKG_AR.P_GET_PARA_DETAILS_FOR_AUTHORIZE","Migrate to IAS_ZTBL core or dedicated history module"
"T_AU_OBSERVATION_OLD_PARAS_RESPONIBILITY_ASSIGNED","Confirmed Active","Referenced by DBConnection methods used by active controllers and/or by called procedures.","PROC:PKG_AR.P_DELETE_PARA_RESPONSIBILITY; PROC:PKG_AR.P_GET_LEGACY_PARA_RESPONSIBLES","Migrate to IAS_ZTBL core or dedicated history module"
"T_AU_OBSERVATION_RESPONIBILITY_ASSIGNED","Confirmed Active","Referenced by DBConnection methods used by active controllers and/or by called procedures.","PROC:PKG_AR.P_RESPONIBILITYASSIGNED; PROC:PKG_AR.P_DELETE_RESPONSIBILITY; PROC:PKG_HD.P_AUDIT_CONCLUDING","Migrate to IAS_ZTBL core or dedicated history module"
"T_AU_OBSERVATION_RESPONSIBILITY_UPDATED","Confirmed Active","Referenced by DBConnection methods used by active controllers and/or by called procedures.","PROC:PKG_AR.P_UPDATE_RESPONSIBILITY; PROC:PKG_AR.P_GET_RESPONSIBILITY_FOR_AUTHORIZE; PROC:PKG_AR.P_RESPONIBILITYFOROLDPARA","Migrate to IAS_ZTBL core or dedicated history module"
"T_AU_OBSERVATION_SHIFTING","Confirmed Active","Referenced by DBConnection methods used by active controllers and/or by called procedures.","PROC:PKG_AD.P_ADD_ENTITY_SHIFTING","Migrate to IAS_ZTBL core or dedicated history module"
"T_AU_OBSERVATION_STATUS","Confirmed Active","Referenced by DBConnection methods used by active controllers and/or by called procedures.","PROC:PKG_AD.P_GET_AUDIT_OBSERVTION; PROC:PKG_AD.P_GET_AUDIT_OBSERVTION_STATUS; PROC:PKG_AD.P_AUDIT_OBSERVATION_REVERSAL; PROC:PKG_AD.P_GET_COMPLIANCE_STATUSES_FOR_COMPLIANCE_FLOW; PROC:PKG_AD.P_GET_ENTITY_TYPE_COMPLIANCE_FLOW; PROC:PKG_AD.P_GET_OBS_STATUS; PROC:PKG_AD.P_ADD_OBS_STATUS; PROC:PKG_AD.P_UPDATE_OBS_STATUS; PROC:PKG_AE.P_GETASSIGNEDOBSERVATIONS; PROC:PKG_AE.P_GETASSIGNEDOBSERVATIONSFORBRANCH; PROC:PKG_AR.P_GET_DETAILS_FOR_MANAGE_OBSERVATIONS; PROC:PKG_AR.P_GETMANAGEDOBSERVATIONS","Migrate to IAS_ZTBL core or dedicated history module"
"T_AU_OBSERVATION_TEXT","Confirmed Active","Referenced by DBConnection methods used by active controllers and/or by called procedures.","PROC:PKG_AD.P_GET_AUDIT_OBSERVTION; PROC:PKG_AD.P_AUDIT_OBSERVATION_REVERSAL; PROC:PKG_AE.P_GETASSIGNEDOBSERVATIONS; PROC:PKG_AE.P_GETASSIGNEDOBSERVATIONSFORBRANCH; PROC:PKG_AE.P_GETOBSERVATIONTEXT; PROC:PKG_AE.P_GETPARASFORCOMPLIANCEBYAUDITEE_TEXT; PROC:PKG_AE.P_GETPARASFORCOMPLIANCEFORHISTORY; PROC:PKG_AE.P_GETPARASFORCOMPLIANCE_CAU_PARA_TEXT; PROC:PKG_AR.P_SAVEAUDITOBSERVATION; PROC:PKG_AR.P_SAVEAUDITOBSERVATIONCAD; PROC:PKG_AR.P_GET_DETAILS_FOR_MANAGE_OBSERVATIONS; PROC:PKG_AR.P_GETMANAGEDOBSERVATIONS","Migrate to IAS_ZTBL core or dedicated history module"
"T_AU_OBSERVATION_UPDATED_REFERENCE","Confirmed Active","Referenced by DBConnection methods used by active controllers and/or by called procedures.","PROC:PKG_AR.P_UPDATE_AUDIT_PARAS; PROC:PKG_AR.P_GETOBSERVATIONSFORMANAGEAUDITPARAS; PROC:PKG_AR.P_GET_PARA_DETAILS_FOR_AUTHORIZE; PROC:PKG_AR.P_GET_PARA_CHANGES_FOR_AUTHORIZE","Migrate to IAS_ZTBL core or dedicated history module"
"T_AU_OBSERVATIONS_AUDITEE_EVIDENCES","Confirmed Active","Referenced by DBConnection methods used by active controllers and/or by called procedures.","PROC:PKG_AD.P_AUDIT_OBSERVATION_REVERSAL; PROC:PKG_AR.P_GET_AUDITEE_OBSERVATION_RESPONSE_EVIDENCES; PROC:PKG_AE.P_AUDITEE_OBSERVATION_RESPONSE_EVIDENCES; PROC:PKG_AR.P_GET_AUDITEE_OBSERVATION_RESPONSE_EVIDENCES_BY_OBS_ID; PROC:PKG_AR.P_GET_AUDITEE_OBSERVATION_RESPONSE_EVIDENCES_FILEDATA","Migrate to IAS_ZTBL core or dedicated history module"
"T_AU_OBSERVATIONS_AUDITEE_RESPONSE","Confirmed Active","Referenced by DBConnection methods used by active controllers and/or by called procedures.","PROC:PKG_AD.P_AUDIT_OBSERVATION_REVERSAL; PROC:PKG_AE.P_GETASSIGNEDOBSERVATIONS; PROC:PKG_AE.P_GETASSIGNEDOBSERVATIONSFORBRANCH; PROC:PKG_AR.P_GETOBSERVATIONSAUDITEERESPONSE; PROC:PKG_AE.P_AUDITEE_OBSERVATION_RESPONSE; PROC:PKG_AR.P_GETLATESTAUDITEERESPONSE; PROC:PKG_AR.P_UPDATEAUDITOBSERVATIONSTATUS; PROC:PKG_FAD.P_GET_AUDIT_OBSERVTION; PROC:PKG_FRPT.P_GET_OBSERVATION_DETAILS; PROC:PKG_FRPT.R_GETAUDITEEPARAS; PROC:PKG_HD.P_GET_OBSERVATION_DETAILS_FROM_ID; PROC:PKG_HD.P_GET_OBSERVATION_DETAILS_FROM_ID_HO","Migrate to IAS_ZTBL core or dedicated history module"
"T_AU_OBSERVATIONS_AUDITOR_RECOMMENDATION","Confirmed Active","Referenced by DBConnection methods used by active controllers and/or by called procedures.","PROC:PKG_AD.P_AUDIT_OBSERVATION_REVERSAL; PROC:PKG_AR.P_GETLATESTAUDITORRESPONSE; PROC:PKG_AR.AUDITOR_RESPONSE; PROC:PKG_FAD.P_GET_AUDIT_OBSERVTION; PROC:PKG_FRPT.P_GET_OBSERVATION_DETAILS; PROC:PKG_FRPT.R_GETAUDITEEPARAS; PROC:PKG_HD.P_GET_OBSERVATION_DETAILS_FROM_ID; PROC:PKG_HD.P_GET_OBSERVATION_DETAILS_FROM_ID_HO; PROC:PKG_HD.P_GET_OBSERVATION_DETAILS_FROM_ID_PRE_CON; PROC:PKG_HD.P_GET_OBSERVATION_DETAILS_FROM_ID_PRE_CON_HO; PROC:PKG_RPT.R_GETAUDITEEPARAS","Migrate to IAS_ZTBL core or dedicated history module"
"T_AU_OBSERVATIONS_AUDITOR_REPLY","Confirmed Active","Referenced by DBConnection methods used by active controllers and/or by called procedures.","PROC:PKG_AD.P_AUDIT_OBSERVATION_REVERSAL; PROC:PKG_AR.P_GETLATESTDEPARTMENTALHEADRESPONSE; PROC:PKG_AR.AUDITOR_REPLY; PROC:PKG_FAD.P_GET_AUDIT_OBSERVTION; PROC:PKG_FRPT.P_GET_OBSERVATION_DETAILS; PROC:PKG_FRPT.R_GETAUDITEEPARAS; PROC:PKG_HD.P_GET_OBSERVATION_DETAILS_FROM_ID_PRE_CON; PROC:PKG_HD.P_GET_OBSERVATION_DETAILS_FROM_ID_PRE_CON_HO; PROC:PKG_RPT.R_GETAUDITEEPARAS","Migrate to IAS_ZTBL core or dedicated history module"
"T_AU_OBSERVATIONS_AUDITOR_RESPONSE","Confirmed Active","Referenced by DBConnection methods used by active controllers and/or by called procedures.","PROC:PKG_AR.P_GETMANAGEDDRAFTOBSERVATIONS; PROC:PKG_AR.P_GETMANAGEDDRAFTOBSERVATIONSFORBRANCHES; PROC:PKG_AR.P_GETMANAGEDDRAFTOBSERVATIONSBRANCH; PROC:PKG_HD.P_GETFINALIZEDDRAFTOBSERVATIONSBRANCH","Migrate to IAS_ZTBL core or dedicated history module"
"T_AU_OLD_AUDIT_NATURE","Confirmed Active","Referenced by DBConnection methods used by active controllers and/or by called procedures.","PROC:PKG_AR.P_GET_LEGACY_PARA_TO_AUTHORIZE; PROC:PKG_PG.P_GET_SPECICAL_AUDIT_FOR_APPROVAL; PROC:PKG_FAD.P_GETLEAGACYOBSERVATIONS; PROC:PKG_HD.P_GETAUDITNATURE; PROC:PKG_HD.P_GET_LEGACY_PARA_TO_AUTHORIZE","Migrate to IAS_ZTBL core or dedicated history module"
"T_AU_OLD_AUDIT_PERIOD","Confirmed Active","Referenced by DBConnection methods used by active controllers and/or by called procedures.","PROC:PKG_AR.P_GET_LEGACY_PARA_TO_AUTHORIZE; PROC:PKG_HD.P_GETAUDITYEAR; PROC:PKG_HD.P_GET_LEGACY_PARA_TO_AUTHORIZE","Migrate to IAS_ZTBL core or dedicated history module"
"T_AU_OLD_FUNCTIONAL_PARA_DIVISION_HEAD_REMARKS","Confirmed Active","Referenced by DBConnection methods used by active controllers and/or by called procedures.","PROC:PKG_AIS.P_ADDDIVISIONALHEADREMARKSONFUNCTIONALLEGACYPARA","Migrate to IAS_ZTBL core or dedicated history module"
"T_AU_OLD_PARAS_FAD","Confirmed Active","Referenced by DBConnection methods used by active controllers and/or by called procedures.","PROC:PKG_AD.P_GET_DUPLICATE_CHECKLIST_DETAILS_COUNT; PROC:PKG_AD.P_AUTHORIZE_DUPLICATE_CHECKLIST_DETAILS; PROC:PKG_AD.P_ADD_ENTITY_SHIFTING; PROC:PKG_AD.P_UPDATE_ANNEXURE; PROC:PKG_AE.P_GETPARASFORCOMPLIANCEBYAUDITEE_TEXT; PROC:PKG_AE.P_SUBMITPOSTAUDITCOMPLIANCE_REVIEW; PROC:PKG_AE.P_GETAUDITEEALLPARASFAD; PROC:PKG_AE.P_GETPARASFORCOMPLIANCE_CAU_PARA_TEXT; PROC:PKG_AR.P_GETENTITIESFORLEGACYPARA; PROC:PKG_AR.P_GETLEAGACYOBSERVATIONS; PROC:PKG_AR.P_GETLEAGACYOBSERVATIONS_FOR_GIST_UPDATE; PROC:PKG_AR.P_UPDATE_LEGACY_PARA_TEXT","Migrate to IAS_ZTBL core or dedicated history module"
"T_AU_OLD_PARAS_FAD_LOG","Confirmed Active","Referenced by DBConnection methods used by active controllers and/or by called procedures.","PROC:PKG_AR.P_GETLEAGACYOBSERVATIONS; PROC:PKG_AR.P_UPDATE_LEGACY_PARA_TEXT; PROC:PKG_AR.P_ADD_PARA_RESPONSIBILITY; PROC:PKG_AR.P_NO_UPDATE_LEGACY_PARA_TEXT; PROC:PKG_FAD.P_ADD_PARA_RESPONSIBILITY","Migrate to IAS_ZTBL core or dedicated history module"
"T_AU_OLD_PARAS_FAD_RESPONSIBILITY_ASSIGNED","Confirmed Active","Referenced by DBConnection methods used by active controllers and/or by called procedures.","PROC:PKG_AR.P_ADD_PARA_RESPONSIBILITY; PROC:PKG_AR.P_DELETE_PARA_RESPONSIBILITY; PROC:PKG_AR.P_GET_LEGACY_PARA_RESPONSIBLES; PROC:PKG_FAD.P_ADD_PARA_RESPONSIBILITY; PROC:PKG_FAD.P_GET_LEGACY_PARA_RESPONSIBLES; PROC:PKG_FAD.P_DELETE_PARA_RESPONSIBILITY","Migrate to IAS_ZTBL core or dedicated history module"
"T_AU_OLD_PARAS_FAD_STATUS_CHANGE_LOG","Confirmed Active","Referenced by DBConnection methods used by active controllers and/or by called procedures.","PROC:PKG_FAD.P_AUTHORIZECHANGESTATUSREQUESTFORSETTLEDPARA; PROC:PKG_FAD.P_GETOLDPARASFORRESPONSEAUTHORIZE; PROC:PKG_HD.P_GETOLDPARASFORRESPONSE; PROC:PKG_HD.P_CHANGESTATUSREQUESTFORSETTLEDPARA","Migrate to IAS_ZTBL core or dedicated history module"
"T_AU_OLD_PARAS_FAD_TEXT","Confirmed Active","Referenced by DBConnection methods used by active controllers and/or by called procedures.","PROC:PKG_AE.P_GETPARASFORCOMPLIANCEBYAUDITEE_TEXT; PROC:PKG_AE.P_GETPARASFORCOMPLIANCEFORHISTORY; PROC:PKG_AE.P_GETPARASFORCOMPLIANCE_CAU_PARA_TEXT; PROC:PKG_AR.P_GETLEAGACYOBSERVATIONS; PROC:PKG_AR.P_UPDATE_LEGACY_PARA_TEXT; PROC:PKG_AR.P_NO_UPDATE_LEGACY_PARA_TEXT; PROC:PKG_DB.P_FUNCTION_ANNEXURE_PARAS_TEXT; PROC:PKG_AR.P_GETOBSERVATIONSDETAILSFORMANAGEAUDITPARAS; PROC:PKG_AR.P_GET_PARA_DETAILS_FOR_AUTHORIZE; PROC:PKG_FAD.P_GETLEAGACYOBSERVATIONS; PROC:PKG_FAD.P_UPDATE_LEGACY_PARA_TEXT; PROC:PKG_HD.P_GETOLDPARAS","Migrate to IAS_ZTBL core or dedicated history module"
"T_AU_OLD_PARAS_GIST_UPDATE_LOG","Confirmed Active","Referenced by DBConnection methods used by active controllers and/or by called procedures.","PROC:PKG_AR.P_GETLEAGACYOBSERVATIONS_FOR_GIST_UPDATE; PROC:PKG_AR.P_UPDATE_LEGACY_PARA_GIST; PROC:PKG_AR.P_GET_LEGACY_PARA_TO_AUTHORIZE; PROC:PKG_AR.P_AUTHORIZE_PARA_GIST","Migrate to IAS_ZTBL core or dedicated history module"
"T_AU_OLD_PARAS_POST_COMPLIANCE_HISTORY","Confirmed Active","Referenced by DBConnection methods used by active controllers and/or by called procedures.","PROC:PKG_FAD.P_GET_SETTLED_PARA_DETAILS_PARA_COMPLIANCE","Migrate to IAS_ZTBL core or dedicated history module"
"T_AU_PARAS_STATUS_CHANGE_LOG","Confirmed Active","Referenced by DBConnection methods used by active controllers and/or by called procedures.","PROC:PKG_HD.P_GET_PARAS_FOR_STATUS_CHANGE; PROC:PKG_HD.P_ADD_PARAS_FOR_STATUS_CHANGE; PROC:PKG_HD.P_GET_PARAS_FOR_STATUS_CHANGE_FOR_AUTHORIZE; PROC:PKG_HD.P_AUTHORIZE_PARAS_FOR_STATUS","Migrate to IAS_ZTBL core or dedicated history module"
"T_AU_PERIOD","Confirmed Active","Referenced by DBConnection methods used by active controllers and/or by called procedures.","PROC:PKG_AD.P_GET_AUDIT_ENGAGEMENT; PROC:PKG_AD.P_ADD_BRANCH_RISK_RATING; PROC:PKG_AE.P_GETASSIGNEDOBSERVATIONS; PROC:PKG_AE.P_GETASSIGNEDOBSERVATIONSFORBRANCH; PROC:PKG_AE.P_GETAUDITEEASSIGNEDENTITIES; PROC:PKG_AR.P_GETTASKLIST; PROC:PKG_AR.P_GETJOININGDETAILS; PROC:PKG_AR.P_GETMANAGEDOBSERVATIONS; PROC:PKG_AR.P_GETMANAGEDOBSERVATIONSTEXT; PROC:PKG_AR.P_GETMANAGEDOBSERVATIONSFORBRANCHES; PROC:PKG_AR.P_GETMANAGEDDRAFTOBSERVATIONS; PROC:PKG_AR.P_GETMANAGEDDRAFTOBSERVATIONSFORBRANCHES","Migrate to IAS_ZTBL core or dedicated history module"
"T_AU_PERIOD_STATUS","Confirmed Active","Referenced by DBConnection methods used by active controllers and/or by called procedures.","PROC:PKG_PG.P_GET_AUDITPERIOD_STATUS; PROC:PKG_PG.P_GETAUDITPERIODS","Migrate to IAS_ZTBL core or dedicated history module"
"T_AU_PLAN","Confirmed Active","Referenced by DBConnection methods used by active controllers and/or by called procedures.","PROC:PKG_AD.P_GET_AUDIT_ENGAGEMENT; PROC:PKG_AD.P_AUDIT_ENGAGEMENT_REVERSAL; PROC:PKG_AR.P_GETJOININGDETAILS; PROC:PKG_PG.TENTATIVE_AUDIT_PLAN; PROC:PKG_PG.P_ADDAUDITENGAGEMENTPLAN; PROC:PKG_PG.P_REFFEREDBACKAUDITENGAGEMENTPLAN; PROC:PKG_PG.P_RERECOMMENDAUDITENGAGEMENTPLAN; PROC:PKG_PG.P_APPROVEAUDITENGAGEMENTPLAN; PROC:PKG_PG.P_UPDATE_SPECIAL_AUDIT; PROC:PKG_FAD.P_GET_AUDIT_ENGAGEMENT; PROC:PKG_RPT.R_AUDITPLANPROGRESS; PROC:PKG_RPT.P_FAD_AUDIT_PLAN_DETAILS","Migrate to IAS_ZTBL core or dedicated history module"
"T_AU_PLAN_ENG","Confirmed Active","Referenced by DBConnection methods used by active controllers and/or by called procedures.","PROC:PKG_AD.P_GET_AUDIT_TEAM_POSTCHANGES; PROC:PKG_AD.P_GET_AUDITEE_ENGAGEMENT; PROC:PKG_AD.P_GET_AUDIT_ENGAGEMENT; PROC:PKG_AD.P_GET_AUDIT_ENGAGEMENT_STATUS; PROC:PKG_AD.P_UPDATEENTITIEES; PROC:PKG_AD.P_GET_DETAILS_FOR_ENTITY_SHIFTING; PROC:PKG_AD.P_SHIFT_BR_TO_ISLAMIC; PROC:PKG_AD.P_AUDIT_TEAM_POSTCHANGES; PROC:PKG_AD.P_AUDIT_ENGAGEMENT_REVERSAL; PROC:PKG_AD.P_UPDATE_ENG_DATE; PROC:PKG_AD.P_ADD_BRANCH_RISK_RATING; PROC:PKG_AE.P_GETASSIGNEDOBSERVATIONS","Migrate to IAS_ZTBL core or dedicated history module"
"T_AU_PLAN_ENG_LOG","Confirmed Active","Referenced by DBConnection methods used by active controllers and/or by called procedures.","PROC:PKG_AD.P_AUDIT_ENGAGEMENT_REVERSAL; PROC:PKG_AR.P_CLOSEAUDIT; PROC:PKG_PG.P_ADDAUDITENGAGEMENTPLAN; PROC:PKG_PG.P_REFFEREDBACKAUDITENGAGEMENTPLAN; PROC:PKG_PG.P_RERECOMMENDAUDITENGAGEMENTPLAN; PROC:PKG_PG.P_APPROVEAUDITENGAGEMENTPLAN; PROC:PKG_PG.P_GETLATESTCOMMENTSONENGAGEMENT; PROC:PKG_HD.P_AUDIT_CONCLUDING; PROC:PKG_HD.P_AUDIT_PRE_SUBMISSION; PROC:PKG_RPT.GET_DEPT_PERF_SUMMARY_DETAIL","Migrate to IAS_ZTBL core or dedicated history module"
"T_AU_PLAN_ENG_STATUS","Confirmed Active","Referenced by DBConnection methods used by active controllers and/or by called procedures.","PROC:PKG_AD.P_GET_AUDIT_ENGAGEMENT; PROC:PKG_AD.P_GET_AUDIT_ENGAGEMENT_STATUS; PROC:PKG_FAD.P_GET_AUDIT_ENGAGEMENT; PROC:PKG_RPT.R_AUDIT_PLAN_ENGAGEMENT; PROC:PKG_RPT.R_JOININGCOMPLETION; PROC:PKG_RPT.P_FAD_AUDIT_PLAN_DETAILS; PROC:PKG_RPT.P_DELAY_AUDITS","Migrate to IAS_ZTBL core or dedicated history module"
"T_AU_PLAN_STATUS","Confirmed Active","Referenced by DBConnection methods used by active controllers and/or by called procedures.","PROC:PKG_RPT.P_FAD_AUDIT_PLAN_DETAILS","Migrate to IAS_ZTBL core or dedicated history module"
"T_AU_POST_COMPLIANCE_FLOW","Confirmed Active","Referenced by DBConnection methods used by active controllers and/or by called procedures.","PROC:PKG_AD.P_GET_ENTITY_TYPE_COMPLIANCE_FLOW; PROC:PKG_AD.P_ADD_UPDATE_COMPLIANCE_FLOW","Migrate to IAS_ZTBL core or dedicated history module"
"T_AU_POST_COMPLIANCE_SETTLEMETMENT_HISTORY","Confirmed Active","Referenced by DBConnection methods used by active controllers and/or by called procedures.","PROC:PKG_AD.P_GET_DETAILS_FOR_ENTITY_SHIFTING; PROC:PKG_FAD.P_GET_SETTLED_PARA_ENTITIES; PROC:PKG_FAD.P_GET_SETTLED_PARA_DETAILS_PARA_COMPLIANCE","Migrate to IAS_ZTBL core or dedicated history module"
"T_AU_PRE_PLAN","Confirmed Active","Referenced by DBConnection methods used by active controllers and/or by called procedures.","PROC:PKG_PG.P_GET_SPECICAL_AUDIT_FOR_APPROVAL; PROC:PKG_PG.P_ADD_SPECIAL_AUDIT_PLAN; PROC:PKG_PG.P_UPDATE_SPECIAL_AUDIT","Migrate to IAS_ZTBL core or dedicated history module"
"T_AU_PREINFO_GL_TYPE","Confirmed Active","Referenced by DBConnection methods used by active controllers and/or by called procedures.","PROC:PKG_AI.P_GETGLHEADSUMMARY_YEARLY","Migrate to IAS_ZTBL core or dedicated history module"
"T_AU_PREINFO_GLDAYENDBALANCE","Confirmed Active","Referenced by DBConnection methods used by active controllers and/or by called procedures.","PROC:PKG_AI.P_GETGLHEADSUMMARY_YEARLY","Migrate to IAS_ZTBL core or dedicated history module"
"T_AU_REMARKS","Confirmed Active","Referenced by DBConnection methods used by active controllers and/or by called procedures.","PROC:PKG_AD.UPDATE_USERS; PROC:PKG_AE.P_UPDATEOLDPARAMANAGEMENT; PROC:PKG_AE.P_UPDATEAUDITEEOLDPARASRESPONSE; PROC:PKG_AR.P_SAVEAUDITOBSERVATION; PROC:PKG_AR.P_SAVEAUDITOBSERVATIONCAD; PROC:PKG_AR.P_DROPAUDITOBSERVATION; PROC:PKG_AR.P_SUBMITAUDITOBSERVATIONTOAUDITEE; PROC:PKG_AR.P_UPDATEAUDITOBSERVATIONSTATUS; PROC:PKG_AR.P_UPDATEOBSERVATION; PROC:PKG_AR.P_UPDATE_LEGACY_PARA_TEXT; PROC:PKG_AR.P_NO_UPDATE_LEGACY_PARA_TEXT; PROC:PKG_AR.P_CLOSEAUDIT","Migrate to IAS_ZTBL core or dedicated history module"
"T_AU_RESPONSIBILITY_LOG","Confirmed Active","Referenced by DBConnection methods used by active controllers and/or by called procedures.","PROC:PKG_AR.P_RESPONIBILITYASSIGNED","Migrate to IAS_ZTBL core or dedicated history module"
"T_AU_ROLE_API_PERMISSION","Confirmed Active","Referenced by DBConnection methods used by active controllers and/or by called procedures.","PROC:PKG_AD.P_ADDGROUPMENUITEMSASSIGNMENT; PROC:PKG_AD.P_REMOVEGROUPMENUITEMSASSIGNMENT; PROC:PKG_LG.P_GETAPIPERMISSIONS","Migrate to IAS_ZTBL core or dedicated history module"
"T_AU_SAMPLE","Confirmed Active","Referenced by DBConnection methods used by active controllers and/or by called procedures.","PROC:PKG_SM.P_ADD_SAMPLE_DATA; PROC:PKG_SM.P_GET_SAMPLE","Migrate to IAS_ZTBL core or dedicated history module"
"T_AU_SAMPLE_BRANCH","Confirmed Active","Referenced by DBConnection methods used by active controllers and/or by called procedures.","PROC:PKG_SM.P_GET_ACCOUNT","Migrate to IAS_ZTBL core or dedicated history module"
"T_AU_SAMPLE_DATA","Confirmed Active","Referenced by DBConnection methods used by active controllers and/or by called procedures.","PROC:PKG_SM.P_ADD_SAMPLE_DATA; PROC:PKG_SM.P_GET_SAMPLE; PROC:PKG_SM.P_GET_SAMPLE_ENTITIES; PROC:PKG_SM.P_ADD_SAMPLE_DATA_UPDATE","Migrate to IAS_ZTBL core or dedicated history module"
"T_AU_TBL_ALLOCATIONS","Confirmed Active","Referenced by DBConnection methods used by active controllers and/or by called procedures.","PROC:PKG_FAD.P_GETAUDITEMPLOYEES; PROC:PKG_FAD.P_GETENTITYTASKSUMMARY","Migrate to IAS_ZTBL core or dedicated history module"
"T_AU_TEAM_MEMBERS","Confirmed Active","Referenced by DBConnection methods used by active controllers and/or by called procedures.","PROC:PKG_AD.P_GET_AUDIT_TEAM_POSTCHANGES; PROC:PKG_AD.P_AUDIT_TEAM_POSTCHANGES; PROC:PKG_AR.P_GETTASKLIST; PROC:PKG_AR.P_GETJOININGDETAILS; PROC:PKG_AR.P_ADDJOININGREPORT; PROC:PKG_AR.P_DROPAUDITOBSERVATION; PROC:PKG_AR.P_SUBMITAUDITOBSERVATIONTOAUDITEE; PROC:PKG_AR.P_UPDATEAUDITOBSERVATIONSTATUS; PROC:PKG_AR.P_CLOSEAUDIT; PROC:PKG_PG.P_GETAUDITTEAMS; PROC:PKG_PG.P_ADDAUDITTEAM; PROC:PKG_PG.P_DELETEAUDITTEAM","Migrate to IAS_ZTBL core or dedicated history module"
"T_AUDIT_CHECKLIST","Confirmed Active","Referenced by DBConnection methods used by active controllers and/or by called procedures.","PROC:PKG_AD.P_GETRISKPROCESSDETAILS; PROC:PKG_AD.P_GETRISKPROCESSTRANSACTIONS; PROC:PKG_AD.P_GET_UPDATED_SUB_CHECKLIST_FOR_REVIEW; PROC:PKG_AD.P_GET_UPDATED_CHECKLIST_FOR_REVIEW; PROC:PKG_AD.P_AUDIT_CHECKLIST; PROC:PKG_AD.P_GET_SUB_CHECKLIST_MAKER; PROC:PKG_AD.P_AUDIT_CHECKLIST_UPDATE; PROC:PKG_AD.P_GETCHECKLISTDETAIL_REF; PROC:PKG_AD.P_MERGE_CHECKLIST; PROC:PKG_AD.P_GET_CHECKLIST_MERGER_FOR_REVIEW; PROC:PKG_AD.P_AUTHORIZE_MERGER_CHECKLIST; PROC:PKG_AR.P_GETAUDITCHECKLIST","Migrate to IAS_ZTBL core or dedicated history module"
"T_AUDIT_CHECKLIST_ANNEXURE","Confirmed Active","Referenced by DBConnection methods used by active controllers and/or by called procedures.","PROC:PKG_AD.P_GET_ANNEXURE; PROC:PKG_AD.P_ADD_ANNEXURE; PROC:PKG_AD.P_UPDATE_ANNEXURE; PROC:PKG_AR.P_GETMANAGEDOBSERVATIONSFORBRANCHES; PROC:PKG_BAC.P_CIA_ANALYSIS_DETAILS; PROC:PKG_BAC.P_CIA_ANALYSIS_DETAILS_PARA; PROC:PKG_BAC.P_CIA_ANALYSIS_SUMMARY; PROC:PKG_DB.P_GET_DASH_TABLE_FUNCTIONWISE; PROC:PKG_DB.P_GET_DASH_TABLE_OLD; PROC:PKG_DB.P_GET_DASH_TABLE_NEW; PROC:PKG_DB.P_GET_DASH_TABLE; PROC:PKG_DB.P_FUNCTIONAL_REPORTING_OFFICE_WISE_ANALYSIS","Migrate to IAS_ZTBL core or dedicated history module"
"T_AUDIT_CHECKLIST_ANNEXURE_CIRCULAR","Confirmed Active","Referenced by DBConnection methods used by active controllers and/or by called procedures.","PROC:PKG_FAD.P_GETAUDITCHECKLISTANNEXURECIRCULARS; PROC:PKG_FAD.P_SEARCHREFERENCES; PROC:PKG_FAD.P_MANAGEREFERENCE","Migrate to IAS_ZTBL core or dedicated history module"
"T_AUDIT_CHECKLIST_ANNEXURE_MAPPING","Confirmed Active","Referenced by DBConnection methods used by active controllers and/or by called procedures.","PROC:PKG_BAC.P_CIA_ANALYSIS_DETAILS; PROC:PKG_DB.P_FUNCTIONAL_ANALYSIS_DETAILS","Migrate to IAS_ZTBL core or dedicated history module"
"T_AUDIT_CHECKLIST_ANNEXURE_PROCESS","Confirmed Active","Referenced by DBConnection methods used by active controllers and/or by called procedures.","PROC:PKG_AD.P_GET_ANNEXURE; PROC:PKG_AD.P_GET_ANNEXURE_PROCESS; PROC:PKG_BAC.P_CIA_ANALYSIS; PROC:PKG_BAC.P_CIA_ANALYSIS_DETAILS; PROC:PKG_DB.P_FUNCTIONAL_ANALYSIS_DETAILS","Migrate to IAS_ZTBL core or dedicated history module"
