"RowNo","Owner","TableName","ColumnId","ColumnName","DataType","DataLength","Nullable","ConstraintName","ConstraintDesc","TriggerName","TriggeringEvent","TriggerStatus"
"1599","ZTBLAIS_PROD","T_AUDIT_EMP","9","FUN_DESIGNATION","VARCHAR2","100","N","SYS_C001092925","CHECK",,,
"1600","ZTBLAIS_PROD","T_AUDIT_EMP","10","TYPE","CHAR","1","Y",,,,,
"1601","ZTBLAIS_PROD","T_AUDIT_EMP","11","ENTITY_ID","NUMBER","22","Y",,,,,
"1602","ZTBLAIS_PROD","T_AUDIT_EMP","12","QUALIFICATION_ID","NUMBER","22","Y",,,,,
"1603","ZTBLAIS_PROD","T_AUDIT_EMP","13","QUALIFICATION","VARCHAR2","200","Y",,,,,
"1604","ZTBLAIS_PROD","T_AUDIT_EMP","14","SPECIALIZATION_ID","NUMBER","22","Y",,,,,
"1605","ZTBLAIS_PROD","T_AUDIT_EMP","15","SPECIALIZATION","VARCHAR2","200","Y",,,,,
"1606","ZTBLAIS_PROD","T_AUDIT_EMP","16","CERTIFICATION_ID","NUMBER","22","Y",,,,,
"1607","ZTBLAIS_PROD","T_AUDIT_EMP","17","CERTIFICATION","VARCHAR2","200","Y",,,,,
"1608","ZTBLAIS_PROD","T_AUDIT_EMP","18","TOTAL_EXPERIENCE","VARCHAR2","50","Y",,,,,
"1609","ZTBLAIS_PROD","T_AUDIT_EMP","19","AUDIT_EXPERIENCE","VARCHAR2","50","Y",,,,,
"1610","ZTBLAIS_PROD","T_AUDIT_EMP","20","COMPANY","VARCHAR2","50","Y",,,,,
"1611","ZTBLAIS_PROD","T_AUDIT_EMP_BACKUP","1","PPNO","NUMBER","22","N","SYS_C001092883","CHECK",,,
"1612","ZTBLAIS_PROD","T_AUDIT_EMP_BACKUP","2","DEPARTMENTCODE","NUMBER","22","Y",,,,,
"1613","ZTBLAIS_PROD","T_AUDIT_EMP_BACKUP","3","DEPTARMENT","VARCHAR2","100","Y",,,,,
"1614","ZTBLAIS_PROD","T_AUDIT_EMP_BACKUP","4","EMPLOYEEFIRSTNAME","VARCHAR2","50","N","SYS_C001092884","CHECK",,,
"1615","ZTBLAIS_PROD","T_AUDIT_EMP_BACKUP","5","EMPLOYEELASTNAME","VARCHAR2","50","Y",,,,,
"1616","ZTBLAIS_PROD","T_AUDIT_EMP_BACKUP","6","RANKCODE","NUMBER","22","Y",,,,,
"1617","ZTBLAIS_PROD","T_AUDIT_EMP_BACKUP","7","CURRENT_RANK","VARCHAR2","100","N","SYS_C001092885","CHECK",,,
"1618","ZTBLAIS_PROD","T_AUDIT_EMP_BACKUP","8","DESIGNATIONCODE","NUMBER","22","N","SYS_C001092886","CHECK",,,
"1619","ZTBLAIS_PROD","T_AUDIT_EMP_BACKUP","9","FUN_DESIGNATION","VARCHAR2","100","N","SYS_C001092887","CHECK",,,
"1620","ZTBLAIS_PROD","T_AUDIT_EMP_BACKUP","10","TYPE","CHAR","1","Y",,,,,
"1621","ZTBLAIS_PROD","T_AUDIT_EMP_BACKUP","11","ENTITY_ID","NUMBER","22","Y",,,,,
"1622","ZTBLAIS_PROD","T_AUDIT_FREQUENCY","1","ID","NUMBER","22","Y",,,,,
"1623","ZTBLAIS_PROD","T_AUDIT_FREQUENCY","2","FREQUENCY_ID","NUMBER","22","Y",,,,,
"1624","ZTBLAIS_PROD","T_AUDIT_FREQUENCY","3","FREQUENCY_DISCRIPTION","VARCHAR2","50","Y",,,,,
"1625","ZTBLAIS_PROD","T_AUDIT_FREQUENCY","4","STATUS","VARCHAR2","2","Y",,,,,
"1626","ZTBLAIS_PROD","T_AUDIT_FREQUENCY","5","TIME","NUMBER","22","Y",,,,,
"1627","ZTBLAIS_PROD","T_AUDIT_MAPPING","1","ID","NUMBER","22","Y",,,,,
"1628","ZTBLAIS_PROD","T_AUDIT_MAPPING","2","OM_ID","NUMBER","22","Y",,,,,
"1629","ZTBLAIS_PROD","T_AUDIT_MAPPING","3","PARA_ID","NUMBER","22","Y",,,,,
"1630","ZTBLAIS_PROD","T_AUDIT_MAPPING_M","1","ID","NUMBER","22","Y",,,,,
"1631","ZTBLAIS_PROD","T_AUDIT_MAPPING_M","2","OM_ID","NUMBER","22","Y",,,,,
"1632","ZTBLAIS_PROD","T_AUDIT_MAPPING_M","3","PARA_ID","NUMBER","22","Y",,,,,
"1633","ZTBLAIS_PROD","T_AUDIT_MAPPING_M","4","REPLY_ID","NUMBER","22","Y",,,,,
"1634","ZTBLAIS_PROD","T_AUDIT_MAPPING_M_D","1","ID","NUMBER","22","Y",,,,,
"1635","ZTBLAIS_PROD","T_AUDIT_MAPPING_M_D","2","OM_ID","NUMBER","22","Y",,,,,
"1636","ZTBLAIS_PROD","T_AUDIT_MAPPING_M_D","3","PARA_ID","NUMBER","22","Y",,,,,
"1637","ZTBLAIS_PROD","T_AUDIT_MAPPING_M_D","4","DAC_ID","NUMBER","22","Y",,,,,
"1638","ZTBLAIS_PROD","T_AUDIT_MAPPING_M_MIN","1","ID","NUMBER","22","Y",,,,,
"1639","ZTBLAIS_PROD","T_AUDIT_MAPPING_M_MIN","2","OM_ID","NUMBER","22","Y",,,,,
"1640","ZTBLAIS_PROD","T_AUDIT_MAPPING_M_MIN","3","PARA_ID","NUMBER","22","Y",,,,,
"1641","ZTBLAIS_PROD","T_AUDIT_MAPPING_M_MIN","4","M_ID","NUMBER","22","Y",,,,,
"1642","ZTBLAIS_PROD","T_AUDIT_MAPPING_M_PC","1","ID","NUMBER","22","Y",,,,,
"1643","ZTBLAIS_PROD","T_AUDIT_MAPPING_M_PC","2","OM_ID","NUMBER","22","Y",,,,,
"1644","ZTBLAIS_PROD","T_AUDIT_MAPPING_M_PC","3","PARA_ID","NUMBER","22","Y",,,,,
"1645","ZTBLAIS_PROD","T_AUDIT_MAPPING_M_PC","4","PAC_ID","NUMBER","22","Y",,,,,
"1646","ZTBLAIS_PROD","T_AUDIT_MAPPING_M_PR","1","ID","NUMBER","22","Y",,,,,
"1647","ZTBLAIS_PROD","T_AUDIT_MAPPING_M_PR","2","OM_ID","NUMBER","22","Y",,,,,
"1648","ZTBLAIS_PROD","T_AUDIT_MAPPING_M_PR","3","PARA_ID","NUMBER","22","Y",,,,,
"1649","ZTBLAIS_PROD","T_AUDIT_MAPPING_M_PR","4","PR_ID","NUMBER","22","Y",,,,,
"1650","ZTBLAIS_PROD","T_AUDIT_MAPPING_M_R","1","ID","NUMBER","22","Y",,,,,
"1651","ZTBLAIS_PROD","T_AUDIT_MAPPING_M_R","2","OM_ID","NUMBER","22","Y",,,,,
"1652","ZTBLAIS_PROD","T_AUDIT_MAPPING_M_R","3","PARA_ID","NUMBER","22","Y",,,,,
"1653","ZTBLAIS_PROD","T_AUDIT_MAPPING_M_R","4","REPLY_ID","NUMBER","22","Y",,,,,
"1654","ZTBLAIS_PROD","T_AUDIT_PARA","1","ID","NUMBER","22","N","SYS_C001092811","CHECK",,,
"1655","ZTBLAIS_PROD","T_AUDIT_PARA","2","ENGPLANID","NUMBER","22","N","SYS_C001092812","CHECK",,,
"1656","ZTBLAIS_PROD","T_AUDIT_PARA","3","OBID","NUMBER","22","N","SYS_C001092813","CHECK",,,
"1657","ZTBLAIS_PROD","T_AUDIT_PARA","4","STATUS","NUMBER","22","N","SYS_C001092814","CHECK",,,
"1658","ZTBLAIS_PROD","T_AUDIT_PARA","5","MEMO_NUMBER","NUMBER","22","N","SYS_C001092815","CHECK",,,
"1659","ZTBLAIS_PROD","T_AUDIT_PARA","6","PARA_NO","NUMBER","22","N","SYS_C001092816","CHECK",,,
"1660","ZTBLAIS_PROD","T_AUDIT_REPORTS","1","ID","NUMBER","22","N","SYS_C001093048","CHECK",,,
"1661","ZTBLAIS_PROD","T_AUDIT_REPORTS","1","ID","NUMBER","22","N","SYS_C001093255","PRIMARY KEY",,,
"1662","ZTBLAIS_PROD","T_AUDIT_REPORTS","2","ENG_ID","NUMBER","22","N","SYS_C001093049","CHECK",,,
"1663","ZTBLAIS_PROD","T_AUDIT_REPORTS","3","AUDIT_REPORT","CLOB","4000","N","SYS_C001093050","CHECK",,,
"1664","ZTBLAIS_PROD","T_AUDIT_REPORTS","4","ADDED_BY","NUMBER","22","N","SYS_C001093051","CHECK",,,
"1665","ZTBLAIS_PROD","T_AUDIT_REPORTS","5","ADDED_ON","TIMESTAMP(6)","11","Y",,,,,
"1666","ZTBLAIS_PROD","T_AUDIT_REPORTS","6","DOC_TYPE","VARCHAR2","500","Y",,,,,
"1667","ZTBLAIS_PROD","T_AUDIT_REPORTS","7","DOC_NAME","VARCHAR2","500","Y",,,,,
"1668","ZTBLAIS_PROD","T_AUDIT_VIOLATION_DETAIL","1","S_GR_ID","NUMBER","22","N","SYS_C001092984","CHECK",,,
"1669","ZTBLAIS_PROD","T_AUDIT_VIOLATION_DETAIL","2","GR_ID","NUMBER","22","N","SYS_C001092985","CHECK",,,
"1670","ZTBLAIS_PROD","T_AUDIT_VIOLATION_DETAIL","3","DESCRIPTION","VARCHAR2","200","Y",,,,,
"1671","ZTBLAIS_PROD","T_AUDIT_VIOLATION_DETAIL","4","MAX_NUMBER","NUMBER","22","Y",,,,,
"1672","ZTBLAIS_PROD","T_AUDIT_VIOLATION_DETAIL","5","WEIGHTAGE","NUMBER","22","Y",,,,,
"1673","ZTBLAIS_PROD","T_AUDIT_VIOLATION_DETAIL","6","GRAVITY","NUMBER","22","Y",,,,,
"1674","ZTBLAIS_PROD","T_AU_ACTIVE_EMPOLYEES","1","PPNO","NUMBER","22","N","SYS_C001092727","CHECK",,,
"1675","ZTBLAIS_PROD","T_AU_ACTIVE_EMPOLYEES","2","EMPLOYEE_NAME","VARCHAR2","150","Y",,,,,
"1676","ZTBLAIS_PROD","T_AU_ACTIVE_EMPOLYEES","3","DESIGNATION","VARCHAR2","100","N","SYS_C001092728","CHECK",,,
"1677","ZTBLAIS_PROD","T_AU_ACTIVE_EMPOLYEES","4","DESIGNATION_CODE","NUMBER","22","N","SYS_C001092729","CHECK",,,
"1678","ZTBLAIS_PROD","T_AU_ACTIVE_EMPOLYEES","5","RANK_DESC","VARCHAR2","100","N","SYS_C001092730","CHECK",,,
"1679","ZTBLAIS_PROD","T_AU_ACTIVE_EMPOLYEES","6","RANK_CODE","NUMBER","22","N","SYS_C001092731","CHECK",,,
"1680","ZTBLAIS_PROD","T_AU_ACTIVE_EMPOLYEES","7","ZONE_DESC","VARCHAR2","100","Y",,,,,
"1681","ZTBLAIS_PROD","T_AU_ACTIVE_EMPOLYEES","8","PLACE_OF_POSTING","VARCHAR2","200","Y",,,,,
"1682","ZTBLAIS_PROD","T_AU_ACTIVE_EMPOLYEES","9","PLACE_CODE","VARCHAR2","80","Y",,,,,
"1683","ZTBLAIS_PROD","T_AU_ACTIVE_EMPOLYEES","10","LOCATION_CODE","NUMBER","22","Y",,,,,
"1684","ZTBLAIS_PROD","T_AU_ACTIVE_EMPOLYEES","11","BANK_CODE","NUMBER","22","Y",,,,,
"1685","ZTBLAIS_PROD","T_AU_ACTIVE_EMPOLYEES","12","ENTITY_ID","NUMBER","22","Y",,,,,
"1686","ZTBLAIS_PROD","T_AU_ACTIVE_EMPOLYEES","13","CODE","NUMBER","22","Y",,,,,
"1687","ZTBLAIS_PROD","T_AU_ACTIVITY_LOG","1","ID","NUMBER","22","Y",,,,,
"1688","ZTBLAIS_PROD","T_AU_ACTIVITY_LOG","2","ENTITY_ID","NUMBER","22","Y",,,,,
"1689","ZTBLAIS_PROD","T_AU_ACTIVITY_LOG","3","PPNUM","NUMBER","22","Y",,,,,
"1690","ZTBLAIS_PROD","T_AU_ACTIVITY_LOG","4","PAGE_ID","NUMBER","22","Y",,,,,
"1691","ZTBLAIS_PROD","T_AU_ACTIVITY_LOG","5","AU_OBS_ID","NUMBER","22","Y",,,,,
"1692","ZTBLAIS_PROD","T_AU_ACTIVITY_LOG","6","ACTION","VARCHAR2","1000","Y",,,,,
"1693","ZTBLAIS_PROD","T_AU_ACTIVITY_LOG","7","START_TIME","DATE","7","Y",,,,,
"1694","ZTBLAIS_PROD","T_AU_ACTIVITY_LOG","8","END_TIME","DATE","7","Y",,,,,
"1695","ZTBLAIS_PROD","T_AU_ACTIVITY_LOG","9","DURATION","NUMBER","22","Y",,,,,
"1696","ZTBLAIS_PROD","T_AU_ACTIVITY_LOG","10","SEQ","NUMBER","22","Y",,,,,
"1697","ZTBLAIS_PROD","T_AU_ACTIVITY_LOG","11","UNATTEND","VARCHAR2","2","Y",,,,,
"1698","ZTBLAIS_PROD","T_AU_ACTIVITY_LOG","12","ROLE_ID","NUMBER","22","Y",,,,,
"1699","ZTBLAIS_PROD","T_AU_ACTIVITY_LOG","13","OBS_STATUS","NUMBER","22","Y",,,,,
"1700","ZTBLAIS_PROD","T_AU_ACTIVITY_LOG","14","REF_P","VARCHAR2","50","Y",,,,,
"1701","ZTBLAIS_PROD","T_AU_API_MASTER","1","API_ID","NUMBER","22","N","SYS_C001130649","CHECK","TRG_T_AU_API_MASTER_BI","INSERT","ENABLED"
"1702","ZTBLAIS_PROD","T_AU_API_MASTER","2","PAGE_ID","NUMBER","22","Y","","","TRG_T_AU_API_MASTER_BI","INSERT","ENABLED"
"1703","ZTBLAIS_PROD","T_AU_API_MASTER","3","CONTROLLER_NAME","VARCHAR2","100","N","SYS_C001130650","CHECK","TRG_T_AU_API_MASTER_BI","INSERT","ENABLED"
"1704","ZTBLAIS_PROD","T_AU_API_MASTER","4","ACTION_NAME","VARCHAR2","100","Y","","","TRG_T_AU_API_MASTER_BI","INSERT","ENABLED"
"1705","ZTBLAIS_PROD","T_AU_API_MASTER","5","VIEW_NAME","VARCHAR2","150","Y","","","TRG_T_AU_API_MASTER_BI","INSERT","ENABLED"
"1706","ZTBLAIS_PROD","T_AU_API_MASTER","6","API_PATH","VARCHAR2","500","N","SYS_C001130651","CHECK","TRG_T_AU_API_MASTER_BI","INSERT","ENABLED"
"1707","ZTBLAIS_PROD","T_AU_API_MASTER","7","HTTP_METHOD","VARCHAR2","10","N","SYS_C001130652","CHECK","TRG_T_AU_API_MASTER_BI","INSERT","ENABLED"
"1708","ZTBLAIS_PROD","T_AU_API_MASTER","8","IS_ACTIVE","CHAR","1","N","SYS_C001130653","CHECK","TRG_T_AU_API_MASTER_BI","INSERT","ENABLED"
"1709","ZTBLAIS_PROD","T_AU_API_MASTER","9","CREATED_ON","DATE","7","N","SYS_C001130654","CHECK","TRG_T_AU_API_MASTER_BI","INSERT","ENABLED"
"1710","ZTBLAIS_PROD","T_AU_API_MASTER","10","CREATED_BY","NUMBER","22","Y","","","TRG_T_AU_API_MASTER_BI","INSERT","ENABLED"
"1711","ZTBLAIS_PROD","T_AU_API_MASTER","11","UPDATED_ON","DATE","7","Y","","","TRG_T_AU_API_MASTER_BI","INSERT","ENABLED"
"1712","ZTBLAIS_PROD","T_AU_API_MASTER","12","UPDATE_BY","NUMBER","22","Y","","","TRG_T_AU_API_MASTER_BI","INSERT","ENABLED"
"1713","ZTBLAIS_PROD","T_AU_API_MASTER_STG","1","PAGE_ID","NUMBER","22","Y",,,,,
"1714","ZTBLAIS_PROD","T_AU_API_MASTER_STG","2","CONTROLLER_NAME","VARCHAR2","100","Y",,,,,
"1715","ZTBLAIS_PROD","T_AU_API_MASTER_STG","3","ACTION_NAME","VARCHAR2","100","Y",,,,,
"1716","ZTBLAIS_PROD","T_AU_API_MASTER_STG","4","VIEW_NAME","VARCHAR2","150","Y",,,,,
"1717","ZTBLAIS_PROD","T_AU_API_MASTER_STG","5","API_PATH","VARCHAR2","500","Y",,,,,
"1718","ZTBLAIS_PROD","T_AU_API_MASTER_STG","6","HTTP_METHOD","VARCHAR2","10","Y",,,,,
"1719","ZTBLAIS_PROD","T_AU_AUDIT_JOINING","1","ID","NUMBER","22","N","J_ID","PRIMARY KEY",,,
"1720","ZTBLAIS_PROD","T_AU_AUDIT_JOINING","1","ID","NUMBER","22","N","SYS_C001092832","CHECK",,,
"1721","ZTBLAIS_PROD","T_AU_AUDIT_JOINING","2","ENG_PLAN_ID","NUMBER","22","N","SYS_C001092833","CHECK",,,
"1722","ZTBLAIS_PROD","T_AU_AUDIT_JOINING","3","TEAM_MEM_PPNO","NUMBER","22","N","SYS_C001092834","CHECK",,,
"1723","ZTBLAIS_PROD","T_AU_AUDIT_JOINING","4","JOINING_DATE","DATE","7","N","SYS_C001092835","CHECK",,,
"1724","ZTBLAIS_PROD","T_AU_AUDIT_JOINING","5","ENTEREDBY","NUMBER","22","N","SYS_C001092836","CHECK",,,
"1725","ZTBLAIS_PROD","T_AU_AUDIT_JOINING","6","ENTEREDDATE","DATE","7","N","SYS_C001092837","CHECK",,,
"1726","ZTBLAIS_PROD","T_AU_AUDIT_JOINING","7","LASTUPDATEDBY","NUMBER","22","Y",,,,,
"1727","ZTBLAIS_PROD","T_AU_AUDIT_JOINING","8","LASTUPDATEDDATE","DATE","7","Y",,,,,
"1728","ZTBLAIS_PROD","T_AU_AUDIT_JOINING","9","COMPLETION_DATE","DATE","7","Y",,,,,
"1729","ZTBLAIS_PROD","T_AU_AUDIT_JOINING","10","STATUS","VARCHAR2","2","Y",,,,,
"1730","ZTBLAIS_PROD","T_AU_AUDIT_POST_COMPLAINCE","1","ID","NUMBER","22","N","SYS_C001093106","CHECK",,,
"1731","ZTBLAIS_PROD","T_AU_AUDIT_POST_COMPLAINCE","2","AP_MEMO_ID","NUMBER","22","N","SYS_C001093107","CHECK",,,
"1732","ZTBLAIS_PROD","T_AU_AUDIT_POST_COMPLAINCE","3","REPLY","CLOB","4000","Y",,,,,
"1733","ZTBLAIS_PROD","T_AU_AUDIT_POST_COMPLAINCE","4","REPLIEDBY","NUMBER","22","N","SYS_C001093108","CHECK",,,
"1734","ZTBLAIS_PROD","T_AU_AUDIT_POST_COMPLAINCE","5","REPLIEDDATE","DATE","7","N","SYS_C001093109","CHECK",,,
"1735","ZTBLAIS_PROD","T_AU_AUDIT_POST_COMPLAINCE","6","LASTUPDATEDBY","NUMBER","22","Y",,,,,
"1736","ZTBLAIS_PROD","T_AU_AUDIT_POST_COMPLAINCE","7","LASTUPDATEDDATE","DATE","7","Y",,,,,
"1737","ZTBLAIS_PROD","T_AU_AUDIT_POST_COMPLAINCE","8","MEMO_TEXT_ID","NUMBER","22","Y",,,,,
"1738","ZTBLAIS_PROD","T_AU_AUDIT_POST_COMPLAINCE","9","REPLY_ROLE","NUMBER","22","N","SYS_C001093110","CHECK",,,
"1739","ZTBLAIS_PROD","T_AU_AUDIT_POST_COMPLAINCE","10","REMARKS","VARCHAR2","250","N","SYS_C001093111","CHECK",,,
"1740","ZTBLAIS_PROD","T_AU_AUDIT_POST_COMPLAINCE","11","SUBMITTED","VARCHAR2","1","N","SYS_C001093112","CHECK",,,
"1741","ZTBLAIS_PROD","T_AU_AUDIT_TEAMS","1","ID","NUMBER","22","Y",,,,,
"1742","ZTBLAIS_PROD","T_AU_AUDIT_TEAMS","2","ENG_ID","NUMBER","22","Y",,,,,
"1743","ZTBLAIS_PROD","T_AU_AUDIT_TEAMS","3","TEAM_ID","NUMBER","22","Y",,,,,
"1744","ZTBLAIS_PROD","T_AU_AUDIT_TEAMS","4","T_NAME","VARCHAR2","200","Y",,,,,
"1745","ZTBLAIS_PROD","T_AU_AUDIT_TEAMS","5","PLACE_OF_POSTING","NUMBER","22","Y",,,,,
"1746","ZTBLAIS_PROD","T_AU_AUDIT_TEAMS","6","STATUS","VARCHAR2","2","Y",,,,,
"1747","ZTBLAIS_PROD","T_AU_AUDIT_TEAMS","7","T_CODE","VARCHAR2","50","Y",,,,,
"1748","ZTBLAIS_PROD","T_AU_AUDIT_TEAM_TASKLIST","1","ID","NUMBER","22","N","SYS_C001092865","CHECK",,,
"1749","ZTBLAIS_PROD","T_AU_AUDIT_TEAM_TASKLIST","2","ENG_PLAN_ID","NUMBER","22","N","SYS_C001092866","CHECK",,,
"1750","ZTBLAIS_PROD","T_AU_AUDIT_TEAM_TASKLIST","3","TEAM_ID","NUMBER","22","N","SYS_C001092867","CHECK",,,
"1751","ZTBLAIS_PROD","T_AU_AUDIT_TEAM_TASKLIST","4","SEQUENCE_NO","NUMBER","22","Y",,,,,
"1752","ZTBLAIS_PROD","T_AU_AUDIT_TEAM_TASKLIST","5","TEAMMEMBER_PPNO","NUMBER","22","N","SYS_C001092868","CHECK",,,
"1753","ZTBLAIS_PROD","T_AU_AUDIT_TEAM_TASKLIST","6","ENTITY_ID","NUMBER","22","Y",,,,,
"1754","ZTBLAIS_PROD","T_AU_AUDIT_TEAM_TASKLIST","7","ENTITY_CODE","NUMBER","22","N","SYS_C001092869","CHECK",,,
"1755","ZTBLAIS_PROD","T_AU_AUDIT_TEAM_TASKLIST","8","ENTITY_NAME","VARCHAR2","500","N","SYS_C001092870","CHECK",,,
"1756","ZTBLAIS_PROD","T_AU_AUDIT_TEAM_TASKLIST","9","AUDIT_START_DATE","DATE","7","Y",,,,,
"1757","ZTBLAIS_PROD","T_AU_AUDIT_TEAM_TASKLIST","10","AUDIT_END_DATE","DATE","7","Y",,,,,
"1758","ZTBLAIS_PROD","T_AU_AUDIT_TEAM_TASKLIST","11","STATUS_ID","NUMBER","22","Y",,,,,
"1759","ZTBLAIS_PROD","T_AU_AUDIT_TEAM_TASKLIST","12","ISACTIVE","VARCHAR2","10","Y",,,,,
"1760","ZTBLAIS_PROD","T_AU_AUDIT_TEAM_TASKLIST","13","I","NUMBER","22","Y",,,,,
"1761","ZTBLAIS_PROD","T_AU_AUDIT_TEAM_TASKLIST_STATUS","1","STATUS_ID","NUMBER","22","Y",,,,,
"1762","ZTBLAIS_PROD","T_AU_AUDIT_TEAM_TASKLIST_STATUS","2","DESCRIPTION","VARCHAR2","50","Y",,,,,
"1763","ZTBLAIS_PROD","T_AU_AUDIT_TWICE_IN_A_YEAR_BRANCHES","1","ID","NUMBER","22","Y",,,,,
"1764","ZTBLAIS_PROD","T_AU_AUDIT_TWICE_IN_A_YEAR_BRANCHES","2","CODE","NUMBER","22","Y",,,,,
"1765","ZTBLAIS_PROD","T_AU_AUDIT_TWICE_IN_A_YEAR_BRANCHES","3","FREQUENCY_ID","NUMBER","22","Y",,,,,
"1766","ZTBLAIS_PROD","T_AU_AUDIT_TWICE_IN_A_YEAR_BRANCHES","4","YEARLY","NUMBER","22","Y",,,,,
"1767","ZTBLAIS_PROD","T_AU_CCQ","1","ID","NUMBER","22","Y",,,,,
"1768","ZTBLAIS_PROD","T_AU_CCQ","2","ENTITY_ID","NUMBER","22","Y",,,,,
"1769","ZTBLAIS_PROD","T_AU_CCQ","3","QUESTIONS","VARCHAR2","2000","Y",,,,,
"1770","ZTBLAIS_PROD","T_AU_CCQ","4","CONTROL_VIOLATION_ID","NUMBER","22","Y",,,,,
"1771","ZTBLAIS_PROD","T_AU_CCQ","5","RISK_ID","NUMBER","22","Y",,,,,
"1772","ZTBLAIS_PROD","T_AU_CCQ","6","STATUS","VARCHAR2","2","Y",,,,,
"1773","ZTBLAIS_PROD","T_AU_CCQ","7","RISK_RATING","NUMBER","22","Y",,,,,
"1774","ZTBLAIS_PROD","T_AU_CCQ","8","CREATED_BY","NUMBER","22","Y",,,,,
"1775","ZTBLAIS_PROD","T_AU_CCQ","9","UPDATED_BY","NUMBER","22","Y",,,,,
"1776","ZTBLAIS_PROD","T_AU_CCQ","10","CREATED_DATETIME","TIMESTAMP(6)","11","Y",,,,,
"1777","ZTBLAIS_PROD","T_AU_CCQ","11","UPDATED_DATETIME","TIMESTAMP(6)","11","Y",,,,,
"1778","ZTBLAIS_PROD","T_AU_CCQ_RESPONSE","1","ID","NUMBER","22","Y",,,,,
"1779","ZTBLAIS_PROD","T_AU_CCQ_RESPONSE","2","ENTITY_ID","NUMBER","22","Y",,,,,
"1780","ZTBLAIS_PROD","T_AU_CCQ_RESPONSE","3","CONTROL_VIOLATION_ID","NUMBER","22","Y",,,,,
"1781","ZTBLAIS_PROD","T_AU_CCQ_RESPONSE","4","QUESTIONNAIRE","VARCHAR2","2000","Y",,,,,
"1782","ZTBLAIS_PROD","T_AU_CCQ_RESPONSE","5","COMPLIANT_SCALE","NUMBER","22","Y",,,,,
"1783","ZTBLAIS_PROD","T_AU_CCQ_RESPONSE","6","COMMENTS","VARCHAR2","100","Y",,,,,
"1784","ZTBLAIS_PROD","T_AU_CCQ_RESPONSE","7","RISK","NUMBER","22","Y",,,,,
"1785","ZTBLAIS_PROD","T_AU_DATA_VALIDATION_FAD_LOG","1","ID","NUMBER","22","Y",,,,,
"1786","ZTBLAIS_PROD","T_AU_DATA_VALIDATION_FAD_LOG","2","REF_P","VARCHAR2","100","Y",,,,,
"1787","ZTBLAIS_PROD","T_AU_DATA_VALIDATION_FAD_LOG","3","PARA_FINAL","NUMBER","22","Y",,,,,
"1788","ZTBLAIS_PROD","T_AU_DATA_VALIDATION_FAD_LOG","4","PARA_REFERED_BACK","NUMBER","22","Y",,,,,
"1789","ZTBLAIS_PROD","T_AU_DATA_VALIDATION_FAD_LOG","5","PARA_REVIEWED","NUMBER","22","Y",,,,,
"1790","ZTBLAIS_PROD","T_AU_DATA_VALIDATION_FAD_LOG","6","DESK_OFFICER","NUMBER","22","Y",,,,,
"1791","ZTBLAIS_PROD","T_AU_DATA_VALIDATION_FAD_LOG","7","FAD_DATE","TIMESTAMP(6)","11","Y",,,,,
"1792","ZTBLAIS_PROD","T_AU_DATA_VALIDATION_FAD_LOG","8","REMARKS","VARCHAR2","500","Y",,,,,
"1793","ZTBLAIS_PROD","T_AU_DATA_VALIDATION_FAD_LOG","9","PARA_FINAL_NO_UPDATE","NUMBER","22","Y",,,,,
"1794","ZTBLAIS_PROD","T_AU_DATA_VALIDATION_HO_LOG","1","ID","NUMBER","22","Y",,,,,
"1795","ZTBLAIS_PROD","T_AU_DATA_VALIDATION_HO_LOG","2","REF_P","VARCHAR2","100","Y",,,,,
"1796","ZTBLAIS_PROD","T_AU_DATA_VALIDATION_HO_LOG","3","PARA_FINAL","NUMBER","22","Y",,,,,
"1797","ZTBLAIS_PROD","T_AU_DATA_VALIDATION_HO_LOG","4","PARA_REFERED_BACK","NUMBER","22","Y",,,,,
"1798","ZTBLAIS_PROD","T_AU_DATA_VALIDATION_HO_LOG","5","PARA_REVIEWED","NUMBER","22","Y",,,,,
"1799","ZTBLAIS_PROD","T_AU_DATA_VALIDATION_HO_LOG","6","DESK_OFFICER","NUMBER","22","Y",,,,,
"1800","ZTBLAIS_PROD","T_AU_DATA_VALIDATION_HO_LOG","7","FAD_DATE","TIMESTAMP(6)","11","Y",,,,,
"1801","ZTBLAIS_PROD","T_AU_DATA_VALIDATION_HO_LOG","8","REMARKS","VARCHAR2","500","Y",,,,,
"1802","ZTBLAIS_PROD","T_AU_DATA_VALIDATION_HO_LOG","9","PARA_FINAL_NO_UPDATE","NUMBER","22","Y",,,,,
"1803","ZTBLAIS_PROD","T_AU_DSA","1","ID","NUMBER","22","Y",,,,,
"1804","ZTBLAIS_PROD","T_AU_DSA","2","ENTITY_ID","NUMBER","22","Y",,,,,
"1805","ZTBLAIS_PROD","T_AU_DSA","3","AUDITED_BY","NUMBER","22","Y",,,,,
"1806","ZTBLAIS_PROD","T_AU_DSA","4","OBS_ID","NUMBER","22","Y",,,,,
"1807","ZTBLAIS_PROD","T_AU_DSA","5","PPNO","NUMBER","22","Y",,,,,
"1808","ZTBLAIS_PROD","T_AU_DSA","6","CREATED_BY","NUMBER","22","Y",,,,,
"1809","ZTBLAIS_PROD","T_AU_DSA","7","CREATED_ON","DATE","7","Y",,,,,
"1810","ZTBLAIS_PROD","T_AU_DSA","8","REVIEWED_BY","NUMBER","22","Y",,,,,
