JS file,View/layout using it,JS function/event,API URL,HTTP method,Controller/action,Controller parameters,JS parameters,DBConnection method,Package/procedure,Package spec exists,Package body exists,DB hardening,Status,Issue found,Recommended fix
AIS\wwwroot\js\csp\Views_Dashboard_zone_wise_paras.js:6,AIS\Views\Dashboard\zone_wise_paras.cshtml:102,getrelation,/ApiCalls/getparentrelForDashboardPanel,POST,ApiCalls.getparentrelForDashboardPanel,ENTITY_REALTION_ID,"ENTITY_REALTION_ID, option",GetparentrepofficeForDashboardPanel,pkg_db.P_Getparentrepoffice,Yes,Yes,StoredProcedure=Yes; BindByName=Yes; Guard=Yes; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=N/A,Needs manual review,JS sends parameters not present in controller signature: option,Remove unused JS data keys or add explicit controller parameters if expected.
AIS\wwwroot\js\csp\Views_Dashboard_zone_wise_paras.js:39,AIS\Views\Dashboard\zone_wise_paras.cshtml:102,getplacepost,/ApiCalls/getpostplaceForDashboardPanel,POST,ApiCalls.getpostplaceForDashboardPanel,E_R_ID,"E_R_ID, option",GetchildpostingForDashboardPanel,pkg_db.P_Getchildposting,Yes,Yes,StoredProcedure=Yes; BindByName=Yes; Guard=Yes; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=Yes,Needs manual review,JS sends parameters not present in controller signature: option,Remove unused JS data keys or add explicit controller parameters if expected.
AIS\wwwroot\js\csp\Views_Dashboard_zone_wise_paras.js:64,AIS\Views\Dashboard\zone_wise_paras.cshtml:102,getLegacyEntityObservation,/ApiCalls/get_relation_legacy_observation_for_dashboard,POST,ApiCalls.get_relation_legacy_observation_for_dashboard,ENTITY_ID,"ENTITY_ID, option",GetRelationLegacyObservationForDashboard,pkg_db.P_GET_Dash_table_old,Yes,Yes,StoredProcedure=Yes; BindByName=Yes; Guard=Yes; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=Yes,Needs manual review,JS sends parameters not present in controller signature: option,Remove unused JS data keys or add explicit controller parameters if expected.
AIS\wwwroot\js\csp\Views_Dashboard_zone_wise_paras.js:104,AIS\Views\Dashboard\zone_wise_paras.cshtml:102,getAISEntityObservation,/ApiCalls/get_relation_ais_observation_for_dashboard,POST,ApiCalls.get_relation_ais_observation_for_dashboard,ENTITY_ID,"ENTITY_ID, option",GetRelationAISObservationForDashboard,pkg_db.P_GET_Dash_table_new,Yes,Yes,StoredProcedure=Yes; BindByName=Yes; Guard=Yes; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=Yes,Needs manual review,JS sends parameters not present in controller signature: option,Remove unused JS data keys or add explicit controller parameters if expected.
AIS\wwwroot\js\csp\Views_Dashboard_zone_wise_paras.js:144,AIS\Views\Dashboard\zone_wise_paras.cshtml:102,getEntityObservation,/ApiCalls/get_relation_observation_for_dashboard,POST,ApiCalls.get_relation_observation_for_dashboard,ENTITY_ID,"ENTITY_ID, option",GetRelationObservationForDashboard,pkg_db.P_GET_Dash_table,Yes,Yes,StoredProcedure=Yes; BindByName=Yes; Guard=Yes; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=Yes,Needs manual review,JS sends parameters not present in controller signature: option,Remove unused JS data keys or add explicit controller parameters if expected.
AIS\wwwroot\js\csp\Views_Engagement_ccqs.js:18,AIS\Views\Engagement\ccqs.cshtml:88,ShowEmployeeContainer,/ApiCalls/GetAuditTeam,POST,ApiCalls.GetAuditTeam,dept_code,"dept_code, option",GetAuditTeams,pkg_pg.P_GetAuditTeams,Yes,Yes,StoredProcedure=Yes; BindByName=Yes; Guard=Yes; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=Yes,Needs manual review,Controller uses complex model binding; JS data keys require model-level verification.,Confirm JS data keys match the bound request/model properties.
AIS\wwwroot\js\csp\Views_Engagement_ccqs.js:106,AIS\Views\Engagement\ccqs.cshtml:88,deleteTeam,/ApiCalls/DeleteAuditTeam,POST,ApiCalls.DeleteAuditTeam,T_CODE,T_CODE,DeleteAuditTeam,pkg_pg.P_DeleteAuditTeam,Yes,Yes,StoredProcedure=Yes; BindByName=Yes; Guard=Yes; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=Yes,Needs manual review,Controller uses complex model binding; JS data keys require model-level verification.,Confirm JS data keys match the bound request/model properties.
AIS\wwwroot\js\csp\Views_Engagement_change_request.js:5,AIS\Views\Engagement\change_request.cshtml:49,,/Reports/Get_Glhead_Sub_Details,POST,,,gl_code,,,,,,Broken,API URL does not map to an active controller action.,Correct the JS endpoint or add/restore an active controller action only if this flow is still used.
AIS\wwwroot\js\csp\Views_Engagement_create_audit_plan.js:112,AIS\Views\Engagement\create_audit_plan.cshtml:214,submitAuditCriteria,/Engagement/add_audit_criteria,POST,Engagement.add_audit_criteria,CRITERIA_LIST,CRITERIA_LIST,AddAuditCriteria,pkg_pg.P_ADDAUDITCRITERIA,Yes,Yes,StoredProcedure=Yes; BindByName=Yes; Guard=Yes; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=Yes,Needs manual review,Controller uses complex model binding; JS data keys require model-level verification.,Confirm JS data keys match the bound request/model properties.
AIS\wwwroot\js\csp\Views_Engagement_create_audit_plan.js:144,AIS\Views\Engagement\create_audit_plan.cshtml:214,publishAuditeeEntity,/Engagement/add_auditee_entity,POST,Engagement.add_auditee_entity,am,"ACTIVE, AUDITABLE, ENTITYCODE, ENTITYTYPEDESC",AddAuditEntity,pkg_ad.P_AddAuditEntity,Yes,Yes,StoredProcedure=Yes; BindByName=Yes; Guard=Yes; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=N/A,Needs manual review,Controller uses complex model binding; JS data keys require model-level verification.,Confirm JS data keys match the bound request/model properties.
AIS\wwwroot\js\csp\Views_Engagement_engagement_plan.js:42,AIS\Views\Engagement\engagement_plan.cshtml:302; AIS\Views\Planning\Partials\_EngagementPlanReplica.cshtml:298,ShowDepartmentAuditPeriods,/Planning/audit_periods,POST,,,"dept_code, option",,,,,,Broken,API URL does not map to an active controller action.,Correct the JS endpoint or add/restore an active controller action only if this flow is still used.
AIS\wwwroot\js\csp\Views_Engagement_engagement_plan.js:60,AIS\Views\Engagement\engagement_plan.cshtml:302; AIS\Views\Planning\Partials\_EngagementPlanReplica.cshtml:298,success,/ApiCalls/GetAuditTeams,POST,ApiCalls.GetAuditTeams,dept_code,"dept_code, option",GetAuditTeams,pkg_pg.P_GetAuditTeams,Yes,Yes,StoredProcedure=Yes; BindByName=Yes; Guard=Yes; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=Yes,Needs manual review,Controller uses complex model binding; JS data keys require model-level verification.,Confirm JS data keys match the bound request/model properties.
AIS\wwwroot\js\csp\Views_Engagement_engagement_plan.js:91,AIS\Views\Engagement\engagement_plan.cshtml:302; AIS\Views\Planning\Partials\_EngagementPlanReplica.cshtml:298,ShowSelectedZonesBranches,/ApiCalls/GetZoneBranches,POST,ApiCalls.GetZoneBranches,"zone_code, session_check","option, zone_code",GetBranches,pkg_ad.P_GetBranches,Yes,Yes,StoredProcedure=Yes; BindByName=Yes; Guard=Yes; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=N/A,Needs manual review,Controller uses complex model binding; JS data keys require model-level verification.,Confirm JS data keys match the bound request/model properties.
AIS\wwwroot\js\csp\Views_Engagement_engagement_plan.js:120,AIS\Views\Engagement\engagement_plan.cshtml:302; AIS\Views\Planning\Partials\_EngagementPlanReplica.cshtml:298,ShowSelectedDivisionDepartments,/ApiCalls/GetDivDepartments,POST,ApiCalls.GetDivDepartments,div_code,"div_code, option",GetDepartments,pkg_rpt.R_GetDepartments,Yes,Yes,StoredProcedure=Yes; BindByName=Yes; Guard=Yes; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=Yes,Broken,Controller uses complex model binding; JS data keys require model-level verification. | Package procedure missing from checked-in source: PKG_RPT.P_GetDepartments,Confirm JS data keys match the bound request/model properties. | Extract live DB package source or confirm obsolete/replaced flow before adding declarations.
AIS\wwwroot\js\csp\Views_Engagement_engagement_plan.js:120,AIS\Views\Engagement\engagement_plan.cshtml:302; AIS\Views\Planning\Partials\_EngagementPlanReplica.cshtml:298,ShowSelectedDivisionDepartments,/ApiCalls/GetDivDepartments,POST,ApiCalls.GetDivDepartments,div_code,"div_code, option",GetDepartments,PKG_RPT.P_GetDepartments,No,No,StoredProcedure=Yes; BindByName=Yes; Guard=Yes; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=Yes,Broken,Controller uses complex model binding; JS data keys require model-level verification. | Package procedure missing from checked-in source: PKG_RPT.P_GetDepartments,Confirm JS data keys match the bound request/model properties. | Extract live DB package source or confirm obsolete/replaced flow before adding declarations.
AIS\wwwroot\js\csp\Views_Engagement_engagement_plan.js:211,AIS\Views\Engagement\engagement_plan.cshtml:302; AIS\Views\Planning\Partials\_EngagementPlanReplica.cshtml:298,publishNewAuditPlanChanges,/ApiCalls/AddAuditPlan,POST,ApiCalls.AddAuditPlan,plan,"AUDITPERIOD_FROM, AUDITPERIOD_ID, AUDITPERIOD_TO, AUDIT_CONDUCTBY_DEPT, AUDIT_ENDDATE, AUDIT_STARTDATE, AUDIT_ZONEID, BRANCHID, DEPARTMENT_ID, DESCRIPTION, DIVISION_ID, NO_OF_DAYS_AUDIT, STATUS, TEAM_CONST_ID",,,,,,Needs manual review,Controller uses complex model binding; JS data keys require model-level verification.,Confirm JS data keys match the bound request/model properties.
AIS\wwwroot\js\csp\Views_Engagement_engagement_plan.js:241,AIS\Views\Engagement\engagement_plan.cshtml:302; AIS\Views\Planning\Partials\_EngagementPlanReplica.cshtml:298,getSubEntities,/Setup/get_sub_entities,POST,Setup.get_sub_entities,"div_id, dept_id","dept_id, div_id, option",GetSubEntities,pkg_ad.P_GetSubEntities,Yes,Yes,StoredProcedure=Yes; BindByName=Yes; Guard=Yes; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=N/A,Needs manual review,JS sends parameters not present in controller signature: option,Remove unused JS data keys or add explicit controller parameters if expected.
AIS\wwwroot\js\csp\Views_Engagement_eng_plan_list.js:21,AIS\Views\Engagement\eng_plan_list.cshtml:87; AIS\Views\Planning\Partials\_EngagementApprovalStep.cshtml:85,finalReferredBackEngagementPlan,/ApiCalls/reject_engagement_plan,POST,ApiCalls.reject_engagement_plan,"ENG_ID, COMMENTS","COMMENTS, ENG_ID",RefferedBackAuditEngagementPlan,pkg_pg.P_RefferedBackAuditEngagementPlan,Yes,Yes,StoredProcedure=Yes; BindByName=Yes; Guard=Yes; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=Yes,Verified,,
AIS\wwwroot\js\csp\Views_Engagement_eng_plan_list.js:39,AIS\Views\Engagement\eng_plan_list.cshtml:87; AIS\Views\Planning\Partials\_EngagementApprovalStep.cshtml:85,approveEngagementPlan,/ApiCalls/approve_engagement_plan,POST,ApiCalls.approve_engagement_plan,ENG_ID,ENG_ID,ApproveAuditEngagementPlan,pkg_pg.P_ApproveAuditEngagementPlan,Yes,Yes,StoredProcedure=Yes; BindByName=Yes; Guard=Yes; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=Yes,Verified,,
AIS\wwwroot\js\csp\Views_Engagement_eng_plan_list.js:55,AIS\Views\Engagement\eng_plan_list.cshtml:87; AIS\Views\Planning\Partials\_EngagementApprovalStep.cshtml:85,createSampleRecord,/ApiCalls/create_engagement_sample_data,POST,ApiCalls.create_engagement_sample_data,ENG_ID,ENG_ID,CreateSampleDataAfterEngagementApproval,pkg_sm.P_add_sample_data,Yes,Yes,StoredProcedure=Yes; BindByName=No; Guard=No; UsingCon=Yes; UsingCmd=Yes; UsingReader=No; SessionBeforeConnection=Yes,Broken,"DBConnection disposal pattern needs review. | DBConnection hardening missing: BindByName = true, GuardAgainstDynamicSql(cmd)","Add the missing DBConnection hardening statements around the OracleCommand. | Use using blocks/declarations for connection, command, and reader."
AIS\wwwroot\js\csp\Views_Engagement_eng_plan_list.js:71,AIS\Views\Engagement\eng_plan_list.cshtml:87; AIS\Views\Planning\Partials\_EngagementApprovalStep.cshtml:85,createExceptionRecord,/ApiCalls/create_engagement_Exception_data,POST,ApiCalls.create_engagement_Exception_data,ENG_ID,ENG_ID,CreateExceptionDataAfterEngagementApproval,pkg_sm.P_add_exception_data,Yes,Yes,StoredProcedure=Yes; BindByName=No; Guard=No; UsingCon=Yes; UsingCmd=Yes; UsingReader=No; SessionBeforeConnection=Yes,Broken,"DBConnection disposal pattern needs review. | DBConnection hardening missing: BindByName = true, GuardAgainstDynamicSql(cmd)","Add the missing DBConnection hardening statements around the OracleCommand. | Use using blocks/declarations for connection, command, and reader."
AIS\wwwroot\js\csp\Views_Engagement_eng_plan_ref_list.js:53,AIS\Views\Engagement\eng_plan_ref_list.cshtml:105; AIS\Views\Planning\Partials\_ReferredBackEngagementStep.cshtml:103,loadTeams,/ApiCalls/GetAuditTeams,POST,ApiCalls.GetAuditTeams,dept_code,dept_code,GetAuditTeams,pkg_pg.P_GetAuditTeams,Yes,Yes,StoredProcedure=Yes; BindByName=Yes; Guard=Yes; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=Yes,Needs manual review,Controller uses complex model binding; JS data keys require model-level verification.,Confirm JS data keys match the bound request/model properties.
AIS\wwwroot\js\csp\Views_Engagement_eng_plan_ref_list.js:127,AIS\Views\Engagement\eng_plan_ref_list.cshtml:105; AIS\Views\Planning\Partials\_ReferredBackEngagementStep.cshtml:103,loadTeams,/ApiCalls/rerecommend_engagement_plan,POST,ApiCalls.rerecommend_engagement_plan,"ENG_ID, PLAN_ID, ENTITY_ID, OP_START_DATE, OP_END_DATE, START_DATE, END_DATE, TEAM_ID, COMMENTS","COMMENTS, END_DATE, ENG_ID, ENTITY_ID, OP_END_DATE, OP_START_DATE, PLAN_ID, START_DATE, TEAM_ID",RerecommendAuditEngagementPlan,pkg_pg.P_RerecommendAuditEngagementPlan,Yes,Yes,StoredProcedure=Yes; BindByName=Yes; Guard=Yes; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=Yes,Verified,,
AIS\wwwroot\js\csp\Views_Engagement_eng_plan_ref_list.js:157,AIS\Views\Engagement\eng_plan_ref_list.cshtml:105; AIS\Views\Planning\Partials\_ReferredBackEngagementStep.cshtml:103,loadTeams,/ApiCalls/approve_engagement_plan,POST,ApiCalls.approve_engagement_plan,ENG_ID,ENG_ID,ApproveAuditEngagementPlan,pkg_pg.P_ApproveAuditEngagementPlan,Yes,Yes,StoredProcedure=Yes; BindByName=Yes; Guard=Yes; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=Yes,Verified,,
AIS\wwwroot\js\csp\Views_Engagement_Join.js:18,AIS\Views\Engagement\Join.cshtml:126; AIS\Views\ManagementAudit\MA_Partials\_Join.cshtml:118,,/Engagement/get_joining_details,POST,Engagement.get_joining_details,engId,engId,GetJoiningDetails,pkg_ar.P_GetJoiningDetails,Yes,Yes,StoredProcedure=Yes; BindByName=Yes; Guard=Yes; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=Yes,Needs manual review,Controller uses complex model binding; JS data keys require model-level verification.,Confirm JS data keys match the bound request/model properties.
AIS\wwwroot\js\csp\Views_Engagement_Join.js:72,AIS\Views\Engagement\Join.cshtml:126; AIS\Views\ManagementAudit\MA_Partials\_Join.cshtml:118,publishJoinReport,/Engagement/add_joining_report,POST,Engagement.add_joining_report,jm,"COMPLETION_DATE, ENG_PLAN_ID, ID, JOINING_DATE, TEAM_MEM_PPNO",AddJoiningReport,pkg_ar.P_AddJoiningReport,Yes,Yes,StoredProcedure=Yes; BindByName=Yes; Guard=Yes; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=Yes,Needs manual review,Controller uses complex model binding; JS data keys require model-level verification.,Confirm JS data keys match the bound request/model properties.
AIS\wwwroot\js\csp\Views_Engagement_ongoing_engagements_list.js:16,AIS\Views\Engagement\ongoing_engagements_list.cshtml:80,finalReferredBackEngagementPlan,/ApiCalls/reject_engagement_plan,POST,ApiCalls.reject_engagement_plan,"ENG_ID, COMMENTS","COMMENTS, ENG_ID",RefferedBackAuditEngagementPlan,pkg_pg.P_RefferedBackAuditEngagementPlan,Yes,Yes,StoredProcedure=Yes; BindByName=Yes; Guard=Yes; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=Yes,Verified,,
AIS\wwwroot\js\csp\Views_Engagement_ongoing_engagements_list.js:34,AIS\Views\Engagement\ongoing_engagements_list.cshtml:80,approveEngagementPlan,/ApiCalls/approve_engagement_plan,POST,ApiCalls.approve_engagement_plan,ENG_ID,ENG_ID,ApproveAuditEngagementPlan,pkg_pg.P_ApproveAuditEngagementPlan,Yes,Yes,StoredProcedure=Yes; BindByName=Yes; Guard=Yes; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=Yes,Verified,,
AIS\wwwroot\js\csp\Views_Execution_auditee_observations_report.js:23,AIS\Views\Execution\auditee_observations_report.cshtml:161,,/ApiCalls/GetTeamDetails,POST,ApiCalls.GetTeamDetails,ENG_ID,ENG_ID,GetTeamDetails,pkg_rpt.p_getauditteams,Yes,Yes,StoredProcedure=Yes; BindByName=Yes; Guard=Yes; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=Yes,Verified,,
AIS\wwwroot\js\csp\Views_Execution_auditee_observations_report.js:97,AIS\Views\Execution\auditee_observations_report.cshtml:161,getParas,/ApiCalls/get_report_paras,POST,ApiCalls.get_report_paras,ENG_ID,ENG_ID,GetAuditeeParas,pkg_rpt.r_getauditeeparas,Yes,Yes,StoredProcedure=Yes; BindByName=Yes; Guard=Yes; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=Yes,Verified,,
AIS\wwwroot\js\csp\Views_Execution_auditee_observations_report.js:134,AIS\Views\Execution\auditee_observations_report.cshtml:161,closeDraftAudit,/ApiCalls/close_draft_audit,POST,ApiCalls.close_draft_audit,ENG_ID,ENG_ID,CloseDraftAuditReport,pkg_ar.P_CloseAudit,Yes,Yes,StoredProcedure=Yes; BindByName=Yes; Guard=Yes; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=Yes,Verified,,
AIS\wwwroot\js\csp\Views_Execution_auditee_observations_report_cau.js:179,AIS\Views\Execution\auditee_observations_report_cau.cshtml:890,getParas,/ApiCalls/get_report_paras,POST,ApiCalls.get_report_paras,ENG_ID,ENG_ID,GetAuditeeParas,pkg_rpt.r_getauditeeparas,Yes,Yes,StoredProcedure=Yes; BindByName=Yes; Guard=Yes; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=Yes,Verified,,
AIS\wwwroot\js\csp\Views_Execution_auditee_observations_report_cau.js:210,AIS\Views\Execution\auditee_observations_report_cau.cshtml:890,closeDraftAudit,/ApiCalls/close_draft_audit,POST,ApiCalls.close_draft_audit,ENG_ID,ENG_ID,CloseDraftAuditReport,pkg_ar.P_CloseAudit,Yes,Yes,StoredProcedure=Yes; BindByName=Yes; Guard=Yes; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=Yes,Verified,,
AIS\wwwroot\js\csp\Views_Execution_auditee_position_outlook.js:13,AIS\Views\Execution\auditee_position_outlook.cshtml:5694,,/ApiCalls/get_team_details,POST,ApiCalls.get_team_details,ENG_ID,ENG_ID,GetClosingDraftTeamDetails,pkg_ar.p_GetClosingDraftObservations,Yes,Yes,StoredProcedure=Yes; BindByName=Yes; Guard=Yes; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=Yes,Verified,,
AIS\wwwroot\js\csp\Views_Execution_auditee_position_outlook.js:27,AIS\Views\Execution\auditee_position_outlook.cshtml:5694,success,/ApiCalls/closing_draft_report_status,POST,ApiCalls.closing_draft_report_status,ENG_ID,ENG_ID,GetClosingDraftObservations,pkg_ar.p_GetClosingDraftObservations,Yes,Yes,StoredProcedure=Yes; BindByName=Yes; Guard=Yes; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=Yes,Verified,,
AIS\wwwroot\js\csp\Views_Execution_auditee_position_outlook.js:90,AIS\Views\Execution\auditee_position_outlook.cshtml:5694,getaddress,/ApiCalls/get_address,POST,ApiCalls.get_address,ENT_ID,ENT_ID,GetAddress,pkg_rpt.r_getauditeeaddress,Yes,Yes,StoredProcedure=Yes; BindByName=Yes; Guard=Yes; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=Yes,Verified,,
AIS\wwwroot\js\csp\Views_Execution_auditee_position_outlook.js:127,AIS\Views\Execution\auditee_position_outlook.cshtml:5694,getParas,/ApiCalls/get_report_paras,POST,ApiCalls.get_report_paras,ENG_ID,ENG_ID,GetAuditeeParas,pkg_rpt.r_getauditeeparas,Yes,Yes,StoredProcedure=Yes; BindByName=Yes; Guard=Yes; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=Yes,Verified,,
AIS\wwwroot\js\csp\Views_Execution_auditee_position_outlook.js:157,AIS\Views\Execution\auditee_position_outlook.cshtml:5694,closeDraftAudit,/ApiCalls/close_draft_audit,POST,ApiCalls.close_draft_audit,ENG_ID,ENG_ID,CloseDraftAuditReport,pkg_ar.P_CloseAudit,Yes,Yes,StoredProcedure=Yes; BindByName=Yes; Guard=Yes; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=Yes,Verified,,
AIS\wwwroot\js\obsreference.js:1074,AIS\Views\Execution\cau_observation.cshtml:345; AIS\Views\Execution\checklist_details.cshtml:401; AIS\Views\FieldAudit\_ManageObservationBranches.cshtml:438; AIS\Views\FieldAudit\_Observation.cshtml:314; AIS\Views\Shared\_Layout.cshtml:751,renderLegacyRefs,/ApiCalls/SaveParaReferences,POST,ApiCalls.SaveParaReferences,model,,SaveParaReferences,,,,,Broken,Controller calls a DBConnection method that is not active or not indexed.,Restore active DBConnection method or redirect controller to the replacement method.
AIS\wwwroot\js\obsreference.js:350,AIS\Views\Execution\cau_observation.cshtml:345; AIS\Views\Execution\checklist_details.cshtml:401; AIS\Views\FieldAudit\_ManageObservationBranches.cshtml:438; AIS\Views\FieldAudit\_Observation.cshtml:314; AIS\Views\Shared\_Layout.cshtml:751,loadCircular,/ApiCalls/GetReferenceMasterDetail,GET,ApiCalls.GetReferenceMasterDetail,"searchText, sourceType, refId","searchText, sourceType",GetReferenceMasterDetail,PKG_FAD.P_GET_REFERENCE_MASTER_DETAIL,Yes,Yes,StoredProcedure=Yes; BindByName=No; Guard=No; UsingCon=Yes; UsingCmd=Yes; UsingReader=No; SessionBeforeConnection=N/A,Broken,"DBConnection disposal pattern needs review. | DBConnection hardening missing: BindByName = true, GuardAgainstDynamicSql(cmd) | JS data is missing controller parameters: refid","Add the missing DBConnection hardening statements around the OracleCommand. | Add the missing JS data keys or update the controller signature if model binding is intentional. | Use using blocks/declarations for connection, command, and reader."
AIS\wwwroot\js\obsreference.js:389,AIS\Views\Execution\cau_observation.cshtml:345; AIS\Views\Execution\checklist_details.cshtml:401; AIS\Views\FieldAudit\_ManageObservationBranches.cshtml:438; AIS\Views\FieldAudit\_Observation.cshtml:314; AIS\Views\Shared\_Layout.cshtml:751,loadManualMaster,/ApiCalls/GetObservationManualMaster,GET,ApiCalls.GetObservationManualMaster,,,GetObservationManualMaster,PKG_FAD.P_GET_MANUAL_MASTER,Yes,Yes,StoredProcedure=Yes; BindByName=No; Guard=No; UsingCon=Yes; UsingCmd=Yes; UsingReader=No; SessionBeforeConnection=N/A,Broken,"DBConnection disposal pattern needs review. | DBConnection hardening missing: BindByName = true, GuardAgainstDynamicSql(cmd)","Add the missing DBConnection hardening statements around the OracleCommand. | Use using blocks/declarations for connection, command, and reader."
AIS\wwwroot\js\obsreference.js:424,AIS\Views\Execution\cau_observation.cshtml:345; AIS\Views\Execution\checklist_details.cshtml:401; AIS\Views\FieldAudit\_ManageObservationBranches.cshtml:438; AIS\Views\FieldAudit\_Observation.cshtml:314; AIS\Views\Shared\_Layout.cshtml:751,loadSections,/ApiCalls/GetObservationManualSections,GET,ApiCalls.GetObservationManualSections,manualId,manualId,GetObservationManualSections,PKG_FAD.P_GET_MANUAL_SECTIONS,Yes,Yes,StoredProcedure=Yes; BindByName=No; Guard=No; UsingCon=Yes; UsingCmd=Yes; UsingReader=No; SessionBeforeConnection=N/A,Broken,"DBConnection disposal pattern needs review. | DBConnection hardening missing: BindByName = true, GuardAgainstDynamicSql(cmd)","Add the missing DBConnection hardening statements around the OracleCommand. | Use using blocks/declarations for connection, command, and reader."
AIS\wwwroot\js\obsreference.js:463,AIS\Views\Execution\cau_observation.cshtml:345; AIS\Views\Execution\checklist_details.cshtml:401; AIS\Views\FieldAudit\_ManageObservationBranches.cshtml:438; AIS\Views\FieldAudit\_Observation.cshtml:314; AIS\Views\Shared\_Layout.cshtml:751,loadChapters,/ApiCalls/GetObservationManualChapters,GET,ApiCalls.GetObservationManualChapters,"manualId, sectionText","manualId, sectionText",GetObservationManualChapters,PKG_FAD.P_GET_MANUAL_CHAPTERS,Yes,Yes,StoredProcedure=Yes; BindByName=No; Guard=No; UsingCon=Yes; UsingCmd=Yes; UsingReader=No; SessionBeforeConnection=N/A,Broken,"DBConnection disposal pattern needs review. | DBConnection hardening missing: BindByName = true, GuardAgainstDynamicSql(cmd)","Add the missing DBConnection hardening statements around the OracleCommand. | Use using blocks/declarations for connection, command, and reader."
AIS\wwwroot\js\obsreference.js:505,AIS\Views\Execution\cau_observation.cshtml:345; AIS\Views\Execution\checklist_details.cshtml:401; AIS\Views\FieldAudit\_ManageObservationBranches.cshtml:438; AIS\Views\FieldAudit\_Observation.cshtml:314; AIS\Views\Shared\_Layout.cshtml:751,loadManualGrid,/ApiCalls/GetObservationManualReferenceGrid,GET,ApiCalls.GetObservationManualReferenceGrid,"manualId, sectionText, chapterNo, sourceType","chapterNo, manualId, sectionText, sourceType",GetObservationManualReferenceGrid,PKG_FAD.P_GET_MANUAL_REFERENCE_GRID,Yes,Yes,StoredProcedure=Yes; BindByName=No; Guard=No; UsingCon=Yes; UsingCmd=Yes; UsingReader=No; SessionBeforeConnection=N/A,Broken,"DBConnection disposal pattern needs review. | DBConnection hardening missing: BindByName = true, GuardAgainstDynamicSql(cmd)","Add the missing DBConnection hardening statements around the OracleCommand. | Use using blocks/declarations for connection, command, and reader."
AIS\wwwroot\js\obsreference.js:551,AIS\Views\Execution\cau_observation.cshtml:345; AIS\Views\Execution\checklist_details.cshtml:401; AIS\Views\FieldAudit\_ManageObservationBranches.cshtml:438; AIS\Views\FieldAudit\_Observation.cshtml:314; AIS\Views\Shared\_Layout.cshtml:751,loadExistingByRefId,/ApiCalls/GetReferenceDetailByRefId,GET,ApiCalls.GetReferenceDetailByRefId,refId,refId,GetReferenceDetailByRefId,PKG_FAD.P_GET_REFERENCE_DETAIL_BY_ID,Yes,Yes,StoredProcedure=Yes; BindByName=No; Guard=No; UsingCon=Yes; UsingCmd=Yes; UsingReader=No; SessionBeforeConnection=N/A,Broken,"DBConnection disposal pattern needs review. | DBConnection hardening missing: BindByName = true, GuardAgainstDynamicSql(cmd)","Add the missing DBConnection hardening statements around the OracleCommand. | Use using blocks/declarations for connection, command, and reader."
