Source type,Source file,Function/button/event/action name,URL/API endpoint called,Controller name,Controller action method,DBConnection method called,DBConnection file,Package name,Procedure name,Procedure exists in package spec,Procedure exists in package body,Active usage confirmed,"Replacement method/procedure, if any",Final action,Remarks
JS,AIS\wwwroot\js\csp\Views_Execution_manage_draft_report_paras_branch.js:75,get_responded_obs_evidences,/ApiCalls/get_responded_obs_evidences,ApiCalls,get_responded_obs_evidences,GetRespondedObservationEvidences,AIS\DBConnection.AR.cs,pkg_ar,P_get_AUDITEE_OBSERVATION_RESPONSE_evidences_by_obs_id,Yes,Yes,Yes,,Keep,
JS,AIS\wwwroot\js\csp\Views_Execution_manage_draft_report_paras_branch.js:141,update_observation_status,/ApiCalls/update_observation_status,ApiCalls,update_observation_status,UpdateAuditObservationStatus,AIS\DBConnection.AR.cs,pkg_ar,P_UpdateAuditObservationStatus,Yes,Yes,Yes,,Keep,
JS,AIS\wwwroot\js\csp\Views_Execution_manage_draft_report_paras_branch.js:185,get_observations_draft_branch,/ApiCalls/get_observations_draft_branch,ApiCalls,get_observations_draft_branch,GetManagedDraftObservationsBranch,AIS\DBConnection.AR.cs,pkg_ar,P_GetManagedDraftObservationsForBranches,Yes,Yes,Yes,,Keep,
JS,AIS\wwwroot\js\csp\Views_Execution_manage_draft_report_paras_branch.js:243,get_auditee_evidence_data,/ApiCalls/get_auditee_evidence_data,ApiCalls,get_auditee_evidence_data,GetAuditeeEvidenceData,AIS\DBConnection.AR.cs,pkg_ar,P_get_AUDITEE_OBSERVATION_RESPONSE_evidences_FileData,Yes,Yes,Yes,,Keep,
JS,AIS\wwwroot\js\csp\Views_Execution_manage_dsa.js:46,getparentrelForParaPositionReport,/ApiCalls/getparentrelForParaPositionReport,ApiCalls,getparentrelForParaPositionReport,GetparentrepofficeForParaPositionReport,AIS\DBConnection.RPT.cs,pkg_rpt,P_Getparentrepoffice,Yes,Yes,Yes,,Keep,
JS,AIS\wwwroot\js\csp\Views_Execution_manage_dsa.js:83,getpostplaceForParaPositionReport,/ApiCalls/getpostplaceForParaPositionReport,ApiCalls,getpostplaceForParaPositionReport,GetchildpostingForParaPositionReport,AIS\DBConnection.RPT.cs,PKG_RPT,P_Getchildposting,Yes,Yes,Yes,,Keep,
JS,AIS\wwwroot\js\csp\Views_Execution_manage_dsa.js:112,get_observations_for_manage_paras,/ApiCalls/get_observations_for_manage_paras,ApiCalls,get_observations_for_manage_paras,GetObservationsForManageAuditParas,AIS\DBConnection.FAD.cs,pkg_ar,P_GetObservationsForManageAuditParas,Yes,Yes,Yes,,Keep,
JS,AIS\wwwroot\js\csp\Views_Execution_manage_dsa.js:180,update_para_for_manage_audit_paras,/ApiCalls/update_para_for_manage_audit_paras,ApiCalls,update_para_for_manage_audit_paras,UpdateAuditObservationStatus,AIS\DBConnection.AR.cs,pkg_ar,P_UpdateAuditObservationStatus,Yes,Yes,Yes,,Keep,
JS,AIS\wwwroot\js\csp\Views_Execution_manage_dsa.js:217,request_delete_duplicate_para,/ApiCalls/request_delete_duplicate_para,ApiCalls,request_delete_duplicate_para,RequestDeleteDuplicatePara,AIS\DBConnection.HD.cs,pkg_hd,P_ADD_DUPLICATE_PARAS,Yes,Yes,Yes,,Keep,
JS,AIS\wwwroot\js\csp\Views_Execution_manage_dsa.js:245,get_responsible_person_list,/ApiCalls/get_responsible_person_list,ApiCalls,get_responsible_person_list,GetResponsiblePersonsList,AIS\DBConnection.AR.cs,pkg_ar,P_Get_responsibility,Yes,Yes,Yes,,Keep,
JS,AIS\wwwroot\js\csp\Views_Execution_manage_dsa.js:281,get_employee_name_from_pp,/ApiCalls/get_employee_name_from_pp,ApiCalls,get_employee_name_from_pp,GetEmployeeNameFromPPNO,AIS\DBConnection.AR.cs,pkg_ar,P_get_employees_information,Yes,Yes,Yes,,Keep,
JS,AIS\wwwroot\js\csp\Views_Execution_manage_dsa.js:323,add_responsible_to_observation,/ApiCalls/add_responsible_to_observation,ApiCalls,add_responsible_to_observation,AddResponsiblePersonsToObservation,AIS\DBConnection.cs,,,,,Yes,,Keep,
JS,AIS\wwwroot\js\csp\Views_Execution_manage_dsa.js:369,delete_responsible_from_observation,/ApiCalls/delete_responsible_from_observation,ApiCalls,delete_responsible_from_observation,DeleteResponsibilityFromObservation,AIS\DBConnection.cs,pkg_ar,P_Delete_responsibility,Yes,Yes,Yes,,Keep,
JS,AIS\wwwroot\js\csp\Views_Execution_manage_legacy_paras.js:28,get_manage_legacy_para,/ApiCalls/get_manage_legacy_para,ApiCalls,get_manage_legacy_para,GetManageLegacyParas,AIS\DBConnection.HD.cs,pkg_hd,P_GetOldParas,Yes,Yes,Yes,,Keep,
JS,AIS\wwwroot\js\csp\Views_Execution_manage_legacy_paras.js:85,set_manage_legacy_para_status,/ApiCalls/set_manage_legacy_para_status,ApiCalls,set_manage_legacy_para_status,UpdateOldParasStatus,AIS\DBConnection.HD.cs,pkg_hd,P_UpdateOldParasFadsettleunsettle,Yes,Yes,Yes,,Keep,
JS,AIS\wwwroot\js\csp\Views_Execution_manage_legacy_paras.js:129,add_legacy_para_reply,/ApiCalls/add_legacy_para_reply,ApiCalls,add_legacy_para_reply,AddOldParasReply,AIS\DBConnection.AE.cs,pkg_ae,P_AddOldParasReply,No,No,Yes,,Needs DB extraction,Procedure not fully present in checked-in package source.
JS,AIS\wwwroot\js\csp\Views_Execution_manage_observations.js:44,get_dept_observation_text,/ApiCalls/get_dept_observation_text,ApiCalls,get_dept_observation_text,GetManagedObservationText,AIS\DBConnection.AR.cs,pkg_ar,P_GetManagedObservationsText,Yes,Yes,Yes,,Keep,
JS,AIS\wwwroot\js\csp\Views_Execution_manage_observations.js:160,get_auditee_evidence_data,/ApiCalls/get_auditee_evidence_data,ApiCalls,get_auditee_evidence_data,GetAuditeeEvidenceData,AIS\DBConnection.AR.cs,pkg_ar,P_get_AUDITEE_OBSERVATION_RESPONSE_evidences_FileData,Yes,Yes,Yes,,Keep,
JS,AIS\wwwroot\js\csp\Views_Execution_manage_observations.js:235,update_observation_status,/ApiCalls/update_observation_status,ApiCalls,update_observation_status,UpdateAuditObservationStatus,AIS\DBConnection.AR.cs,pkg_ar,P_UpdateAuditObservationStatus,Yes,Yes,Yes,,Keep,
JS,AIS\wwwroot\js\csp\Views_Execution_manage_observations.js:271,drop_observation,/ApiCalls/drop_observation,ApiCalls,drop_observation,DropAuditObservation,AIS\DBConnection.AR.cs,pkg_ar,P_DropAuditObservation,Yes,Yes,Yes,,Keep,
JS,AIS\wwwroot\js\csp\Views_Execution_manage_observations.js:298,submit_observation_to_auditee,/ApiCalls/submit_observation_to_auditee,ApiCalls,submit_observation_to_auditee,GetObservationSubmittedNotificationData,AIS\DBConnection.Notification.cs,,,,,Yes,,Keep,
JS,AIS\wwwroot\js\csp\Views_Execution_manage_observations.js:298,submit_observation_to_auditee,/ApiCalls/submit_observation_to_auditee,ApiCalls,submit_observation_to_auditee,IsObservationSubmittedToAuditee,AIS\DBConnection.Notification.cs,,,,,Yes,,Keep,
JS,AIS\wwwroot\js\csp\Views_Execution_manage_observations.js:298,submit_observation_to_auditee,/ApiCalls/submit_observation_to_auditee,ApiCalls,submit_observation_to_auditee,SubmitAuditObservationToAuditee,AIS\DBConnection.AR.cs,pkg_ar,P_SubmitAuditObservationToAuditee,Yes,Yes,Yes,,Keep,
JS,AIS\wwwroot\js\csp\Views_Execution_manage_observations.js:319,get_observations,/ApiCalls/get_observations,ApiCalls,get_observations,GetManagedObservations,AIS\DBConnection.AR.cs,pkg_ar,P_GetManagedObservations,Yes,Yes,Yes,,Keep,
JS,AIS\wwwroot\js\csp\Views_Execution_manage_observations.js:354,get_dept_observation_text,/ApiCalls/get_dept_observation_text,ApiCalls,get_dept_observation_text,GetManagedObservationText,AIS\DBConnection.AR.cs,pkg_ar,P_GetManagedObservationsText,Yes,Yes,Yes,,Keep,
JS,AIS\wwwroot\js\csp\Views_Execution_manage_observations.js:379,update_observation_text,/ApiCalls/update_observation_text,ApiCalls,update_observation_text,UpdateAuditObservationText,AIS\DBConnection.AR.cs,pkg_ar,P_UpdateObservation,Yes,Yes,Yes,,Keep,
JS,AIS\wwwroot\js\csp\Views_Execution_manage_observations_branches.js:161,update_observation_text,/ApiCalls/update_observation_text,ApiCalls,update_observation_text,UpdateAuditObservationText,AIS\DBConnection.AR.cs,pkg_ar,P_UpdateObservation,Yes,Yes,Yes,,Keep,
JS,AIS\wwwroot\js\csp\Views_Execution_manage_observations_branches.js:222,get_observation_branches,/ApiCalls/get_observation_branches,ApiCalls,get_observation_branches,GetManagedObservationsForBranches,AIS\DBConnection.AR.cs,pkg_ar,P_GetManagedObservationsForBranches,Yes,Yes,Yes,,Keep,
JS,AIS\wwwroot\js\csp\Views_Execution_manage_observations_branches.js:284,sub_checklist,/ApiCalls/sub_checklist,ApiCalls,sub_checklist,GetAuditChecklistSub,AIS\DBConnection.AR.cs,pkg_ar,p_GetAuditChecklistSub,Yes,Yes,Yes,,Keep,
JS,AIS\wwwroot\js\csp\Views_Execution_manage_observations_branches.js:307,checklist_details,/ApiCalls/checklist_details,ApiCalls,checklist_details,GetAuditChecklistDetails,AIS\DBConnection.AR.cs,pkg_ar,P_GetAuditChecklistDetails,Yes,Yes,Yes,,Keep,
JS,AIS\wwwroot\js\csp\Views_Execution_manage_observations_branches.js:368,get_observation_text_branches,/ApiCalls/get_observation_text_branches,ApiCalls,get_observation_text_branches,GetManagedObservationTextForBranches,AIS\DBConnection.AR.cs,pkg_ar,P_GetManagedObservationstext,Yes,Yes,Yes,,Keep,
JS,AIS\wwwroot\js\csp\Views_Execution_manage_observations_branches.js:456,update_observation_status,/ApiCalls/update_observation_status,ApiCalls,update_observation_status,UpdateAuditObservationStatus,AIS\DBConnection.AR.cs,pkg_ar,P_UpdateAuditObservationStatus,Yes,Yes,Yes,,Keep,
JS,AIS\wwwroot\js\csp\Views_Execution_manage_observations_branches.js:503,drop_observation,/ApiCalls/drop_observation,ApiCalls,drop_observation,DropAuditObservation,AIS\DBConnection.AR.cs,pkg_ar,P_DropAuditObservation,Yes,Yes,Yes,,Keep,
JS,AIS\wwwroot\js\csp\Views_Execution_manage_observations_branches.js:537,get_observation_text_branches,/ApiCalls/get_observation_text_branches,ApiCalls,get_observation_text_branches,GetManagedObservationTextForBranches,AIS\DBConnection.AR.cs,pkg_ar,P_GetManagedObservationstext,Yes,Yes,Yes,,Keep,
JS,AIS\wwwroot\js\csp\Views_Execution_manage_observations_branches.js:578,submit_dsa_to_auditee,/ApiCalls/submit_dsa_to_auditee,ApiCalls,submit_dsa_to_auditee,SubmitDSAToAuditee,AIS\DBConnection.AR.cs,pkg_ar,P_draft_dsa,Yes,Yes,Yes,,Keep,
JS,AIS\wwwroot\js\csp\Views_Execution_manage_observations_branches.js:602,submit_observation_to_auditee,/ApiCalls/submit_observation_to_auditee,ApiCalls,submit_observation_to_auditee,GetObservationSubmittedNotificationData,AIS\DBConnection.Notification.cs,,,,,Yes,,Keep,
JS,AIS\wwwroot\js\csp\Views_Execution_manage_observations_branches.js:602,submit_observation_to_auditee,/ApiCalls/submit_observation_to_auditee,ApiCalls,submit_observation_to_auditee,IsObservationSubmittedToAuditee,AIS\DBConnection.Notification.cs,,,,,Yes,,Keep,
JS,AIS\wwwroot\js\csp\Views_Execution_manage_observations_branches.js:602,submit_observation_to_auditee,/ApiCalls/submit_observation_to_auditee,ApiCalls,submit_observation_to_auditee,SubmitAuditObservationToAuditee,AIS\DBConnection.AR.cs,pkg_ar,P_SubmitAuditObservationToAuditee,Yes,Yes,Yes,,Keep,
JS,AIS\wwwroot\js\csp\Views_Execution_manage_observations_branches.js:624,update_observation_text,/ApiCalls/update_observation_text,ApiCalls,update_observation_text,UpdateAuditObservationText,AIS\DBConnection.AR.cs,pkg_ar,P_UpdateObservation,Yes,Yes,Yes,,Keep,
JS,AIS\wwwroot\js\csp\Views_Execution_manage_observations_branches.js:642,get_auditee_evidence_data,/ApiCalls/get_auditee_evidence_data,ApiCalls,get_auditee_evidence_data,GetAuditeeEvidenceData,AIS\DBConnection.AR.cs,pkg_ar,P_get_AUDITEE_OBSERVATION_RESPONSE_evidences_FileData,Yes,Yes,Yes,,Keep,
JS,AIS\wwwroot\js\csp\Views_Execution_observation_export_pdf.js:22,get_observation_branches,/ApiCalls/get_observation_branches,ApiCalls,get_observation_branches,GetManagedObservationsForBranches,AIS\DBConnection.AR.cs,pkg_ar,P_GetManagedObservationsForBranches,Yes,Yes,Yes,,Keep,
JS,AIS\wwwroot\js\csp\Views_Execution_pre_concluding_audit.js:246,update_audit_para_for_finalization,/ApiCalls/update_audit_para_for_finalization,ApiCalls,update_audit_para_for_finalization,UpdateAuditParaForFinalization,AIS\DBConnection.HD.cs,pkg_hd,P_audit_para_update_svz_az,Yes,Yes,Yes,,Keep,
JS,AIS\wwwroot\js\csp\Views_Execution_pre_concluding_audit.js:335,get_obs_for_pre_concluding,/ApiCalls/get_obs_for_pre_concluding,ApiCalls,get_obs_for_pre_concluding,GetEntityObservationDetails,AIS\DBConnection.HD.cs,pkg_hd,P_get_audit_pre_Concluding,Yes,Yes,Yes,,Keep,
JS,AIS\wwwroot\js\csp\Views_Execution_pre_concluding_audit.js:443,get_obs_details_by_id_pre_con,/ApiCalls/get_obs_details_by_id_pre_con,ApiCalls,get_obs_details_by_id_pre_con,GetObservationDetailsByIdForPreConcluding,AIS\DBConnection.HD.cs,pkg_hd,P_GET_OBSERVATION_DETAILS_FROM_ID_PRE_CON,Yes,Yes,Yes,,Keep,
JS,AIS\wwwroot\js\csp\Views_Execution_pre_concluding_audit.js:489,get_audit_sub_checklist,/ApiCalls/get_audit_sub_checklist,ApiCalls,get_audit_sub_checklist,GetAuditSubChecklist,AIS\DBConnection.AD.cs,pkg_ad,p_GET_SUB_CHECKLIST_MAKER,Yes,Yes,Yes,,Keep,
JS,AIS\wwwroot\js\csp\Views_Execution_pre_concluding_audit.js:518,get_audit_checklist_detail,/ApiCalls/get_audit_checklist_detail,ApiCalls,get_audit_checklist_detail,GetAuditChecklistDetail,AIS\DBConnection.AD.cs,pkg_ad,p_GetChecklistDetailBySubProcessId,Yes,Yes,Yes,,Keep,
JS,AIS\wwwroot\js\csp\Views_Execution_pre_concluding_audit.js:556,get_responded_obs_evidences,/ApiCalls/get_responded_obs_evidences,ApiCalls,get_responded_obs_evidences,GetRespondedObservationEvidences,AIS\DBConnection.AR.cs,pkg_ar,P_get_AUDITEE_OBSERVATION_RESPONSE_evidences_by_obs_id,Yes,Yes,Yes,,Keep,
JS,AIS\wwwroot\js\csp\Views_Execution_pre_concluding_audit.js:607,get_auditee_evidence_data,/ApiCalls/get_auditee_evidence_data,ApiCalls,get_auditee_evidence_data,GetAuditeeEvidenceData,AIS\DBConnection.AR.cs,pkg_ar,P_get_AUDITEE_OBSERVATION_RESPONSE_evidences_FileData,Yes,Yes,Yes,,Keep,
JS,AIS\wwwroot\js\csp\Views_Execution_pre_concluding_audit.js:682,update_audit_para_for_finalization,/ApiCalls/update_audit_para_for_finalization,ApiCalls,update_audit_para_for_finalization,UpdateAuditParaForFinalization,AIS\DBConnection.HD.cs,pkg_hd,P_audit_para_update_svz_az,Yes,Yes,Yes,,Keep,
JS,AIS\wwwroot\js\csp\Views_Execution_pre_concluding_audit.js:733,add_observation_gist_and_recommendation,/ApiCalls/add_observation_gist_and_recommendation,ApiCalls,add_observation_gist_and_recommendation,AddObservationGistAndRecommendation,AIS\DBConnection.HD.cs,,,,,Yes,,Keep,
JS,AIS\wwwroot\js\csp\Views_Execution_pre_concluding_audit.js:765,submit_pre_concluding,/ApiCalls/submit_pre_concluding,ApiCalls,submit_pre_concluding,SubmitPreConcluding,AIS\DBConnection.HD.cs,pkg_hd,P_audit_pre_submission,Yes,Yes,Yes,,Keep,
JS,AIS\wwwroot\js\csp\Views_Execution_pre_concluding_audit_ho.js:26,get_obs_for_pre_concluding,/ApiCalls/get_obs_for_pre_concluding,ApiCalls,get_obs_for_pre_concluding,GetEntityObservationDetails,AIS\DBConnection.HD.cs,pkg_hd,P_get_audit_pre_Concluding,Yes,Yes,Yes,,Keep,
JS,AIS\wwwroot\js\csp\Views_Execution_pre_concluding_audit_ho.js:94,get_obs_details_by_id_pre_con_ho,/ApiCalls/get_obs_details_by_id_pre_con_ho,ApiCalls,get_obs_details_by_id_pre_con_ho,GetObservationDetailsByIdForPreConcludingHO,AIS\DBConnection.HD.cs,pkg_hd,P_GET_OBSERVATION_DETAILS_FROM_ID_PRE_CON_HO,Yes,Yes,Yes,,Keep,
JS,AIS\wwwroot\js\csp\Views_Execution_pre_concluding_audit_ho.js:128,sub_voilation,/Execution/sub_voilation,Execution,sub_voilation,GetVoilationSubGroup,AIS\DBConnection.AR.cs,pkg_ar,P_GetVoilationSubGroup,Yes,Yes,Yes,,Keep,
JS,AIS\wwwroot\js\csp\Views_Execution_pre_concluding_audit_ho.js:152,get_responded_obs_evidences,/ApiCalls/get_responded_obs_evidences,ApiCalls,get_responded_obs_evidences,GetRespondedObservationEvidences,AIS\DBConnection.AR.cs,pkg_ar,P_get_AUDITEE_OBSERVATION_RESPONSE_evidences_by_obs_id,Yes,Yes,Yes,,Keep,
JS,AIS\wwwroot\js\csp\Views_Execution_pre_concluding_audit_ho.js:203,get_auditee_evidence_data,/ApiCalls/get_auditee_evidence_data,ApiCalls,get_auditee_evidence_data,GetAuditeeEvidenceData,AIS\DBConnection.AR.cs,pkg_ar,P_get_AUDITEE_OBSERVATION_RESPONSE_evidences_FileData,Yes,Yes,Yes,,Keep,
JS,AIS\wwwroot\js\csp\Views_Execution_pre_concluding_audit_ho.js:275,update_audit_para_for_finalization_ho,/ApiCalls/update_audit_para_for_finalization_ho,ApiCalls,update_audit_para_for_finalization_ho,UpdateAuditParaForFinalizationHO,AIS\DBConnection.HD.cs,pkg_hd,P_audit_para_update_head_dept,Yes,Yes,Yes,,Keep,
JS,AIS\wwwroot\js\csp\Views_Execution_pre_concluding_audit_ho.js:316,add_observation_gist_and_recommendation,/ApiCalls/add_observation_gist_and_recommendation,ApiCalls,add_observation_gist_and_recommendation,AddObservationGistAndRecommendation,AIS\DBConnection.HD.cs,,,,,Yes,,Keep,
JS,AIS\wwwroot\js\csp\Views_Execution_pre_concluding_audit_ho.js:348,submit_pre_concluding,/ApiCalls/submit_pre_concluding,ApiCalls,submit_pre_concluding,SubmitPreConcluding,AIS\DBConnection.HD.cs,pkg_hd,P_audit_pre_submission,Yes,Yes,Yes,,Keep,
JS,AIS\wwwroot\js\csp\Views_Execution_subchecklist.js:13,sub_checklist,/ApiCalls/sub_checklist,ApiCalls,sub_checklist,GetAuditChecklistSub,AIS\DBConnection.AR.cs,pkg_ar,p_GetAuditChecklistSub,Yes,Yes,Yes,,Keep,
JS,AIS\wwwroot\js\csp\Views_FAD_FAD_TASK_Fad_Desk_rpt.js:13,get_fad_desk_officer_rpt_by_date_range,/ApiCalls/get_fad_desk_officer_rpt_by_date_range,ApiCalls,get_fad_desk_officer_rpt_by_date_range,GetFadDeskOfficerRptByDateRange,AIS\DBConnection.RPT.cs,PKG_RPT,P_GET_FAD_DESK_OFFICER_RPT_BY_PERIOD,Yes,Yes,Yes,,Keep,
JS,AIS\wwwroot\js\csp\Views_FAD_FAD_TASK_observation_review.js:17,getparentrel,/ApiCalls/getparentrel,ApiCalls,getparentrel,Getparentrepoffice,AIS\DBConnection.AD.cs,pkg_ad,P_Getparentrepoffice,Yes,Yes,Yes,,Keep,
JS,AIS\wwwroot\js\csp\Views_FAD_FAD_TASK_observation_review.js:53,getpostplace,/ApiCalls/getpostplace,ApiCalls,getpostplace,Getchildposting,AIS\DBConnection.AD.cs,pkg_ad,P_Getchildposting,Yes,Yes,Yes,,Keep,
JS,AIS\wwwroot\js\csp\Views_FAD_FAD_TASK_observation_review.js:81,get_engagements_details_for_fad_review,/ApiCalls/get_engagements_details_for_fad_review,ApiCalls,get_engagements_details_for_fad_review,GetEngagementDetailsForFadReview,AIS\DBConnection.FAD.cs,pkg_fad,p_get_audit_engagement,Yes,Yes,Yes,,Needs manual review,"Missing BindByName, GuardAgainstDynamicSql"
JS,AIS\wwwroot\js\csp\Views_FAD_FAD_TASK_observation_review.js:112,get_observation_details_for_report,/ApiCalls/get_observation_details_for_report,ApiCalls,get_observation_details_for_report,GetAuditDetailsFAD,AIS\DBConnection.FAD.cs,pkg_fad,p_get_audit_glance,Yes,Yes,Yes,,Needs manual review,"Missing BindByName, GuardAgainstDynamicSql"
JS,AIS\wwwroot\js\csp\Views_FAD_FAD_TASK_observation_review.js:143,get_audit_report_for_fad_review,/ApiCalls/get_audit_report_for_fad_review,ApiCalls,get_audit_report_for_fad_review,GetAuditReportForFadReview,AIS\DBConnection.FAD.cs,pkg_fad,p_get_audit_Report,Yes,Yes,Yes,,Needs manual review,"Missing BindByName, GuardAgainstDynamicSql"
JS,AIS\wwwroot\js\csp\Views_FAD_FAD_TASK_observation_review.js:208,get_observation_details_for_fad,/ApiCalls/get_observation_details_for_fad,ApiCalls,get_observation_details_for_fad,GetObservationDetailsForReport,AIS\DBConnection.FAD.cs,pkg_fad,p_get_audit_observtion,Yes,Yes,Yes,,Needs manual review,"Missing BindByName, GuardAgainstDynamicSql"
JS,AIS\wwwroot\js\csp\Views_FAD_FAD_TASK_para_shifting.js:6,get_zone_Branches,/ApiCalls/get_zone_Branches,ApiCalls,get_zone_Branches,GetZoneBranches,AIS\DBConnection.HD.cs,pkg_hd,P_GetOldParasEntityid,Yes,Yes,Yes,,Keep,
JS,AIS\wwwroot\js\csp\Views_FAD_FAD_TASK_para_shifting.js:27,get_old_paras_for_monitoring,/ApiCalls/get_old_paras_for_monitoring,ApiCalls,get_old_paras_for_monitoring,GetOldParasForMonitoring,AIS\DBConnection.HD.cs,pkg_hd,P_GET_ALL_PARAS_MONITORING,Yes,Yes,Yes,,Keep,
JS,AIS\wwwroot\js\csp\Views_FAD_FAD_TASK_para_shifting.js:48,get_zone_Branches,/ApiCalls/get_zone_Branches,ApiCalls,get_zone_Branches,GetZoneBranches,AIS\DBConnection.HD.cs,pkg_hd,P_GetOldParasEntityid,Yes,Yes,Yes,,Keep,
JS,AIS\wwwroot\js\csp\Views_FAD_FAD_TASK_para_shifting.js:82,Para_Shifted_To,/ApiCalls/Para_Shifted_To,ApiCalls,Para_Shifted_To,ParaShiftedTo,AIS\DBConnection.FAD.cs,pkg_fad,P_PARA_SHIFTING,Yes,Yes,Yes,,Needs manual review,"Missing BindByName, GuardAgainstDynamicSql"
JS,AIS\wwwroot\js\csp\Views_HM_old_paras_monitoring.js:8,get_zone_Branches,/ApiCalls/get_zone_Branches,ApiCalls,get_zone_Branches,GetZoneBranches,AIS\DBConnection.HD.cs,pkg_hd,P_GetOldParasEntityid,Yes,Yes,Yes,,Keep,
JS,AIS\wwwroot\js\csp\Views_HM_old_paras_monitoring.js:33,get_old_paras_for_monitoring,/ApiCalls/get_old_paras_for_monitoring,ApiCalls,get_old_paras_for_monitoring,GetOldParasForMonitoring,AIS\DBConnection.HD.cs,pkg_hd,P_GET_ALL_PARAS_MONITORING,Yes,Yes,Yes,,Keep,
JS,AIS\wwwroot\js\csp\Views_HM_old_paras_monitoring.js:57,get_all_para_text,/ApiCalls/get_all_para_text,ApiCalls,get_all_para_text,GetAllParaText,AIS\DBConnection.HD.cs,pkg_hd,P_GET_ALL_PARA_TEXT,Yes,Yes,Yes,,Keep,
JS,AIS\wwwroot\js\csp\Views_HM_old_paras_monitoring_ppno.js:16,get_old_paras_for_monitoring_ppno,/ApiCalls/get_old_paras_for_monitoring_ppno,ApiCalls,get_old_paras_for_monitoring_ppno,GetOldParasForMonitoringPpno,AIS\DBConnection.HD.cs,pkg_hd,p_ppno_para,Yes,Yes,Yes,,Keep,
JS,AIS\wwwroot\js\csp\Views_HM_old_paras_monitoring_ppno.js:54,get_user_name,/ApiCalls/get_user_name,ApiCalls,get_user_name,GetUserName,AIS\DBConnection.HD.cs,pkg_hd,p_ppno_name,Yes,Yes,Yes,,Keep,
JS,AIS\wwwroot\js\csp\Views_HM_old_paras_monitoring_ppno.js:89,getallparatext,/ApiCalls/getallparatext,ApiCalls,GetAllParaText,Get_All_Para_Text,AIS\DBConnection.FAD.cs,PKG_FAD,P_GetParaText,Yes,Yes,Yes,,Needs manual review,"Missing BindByName, GuardAgainstDynamicSql"
JS,AIS\wwwroot\js\csp\Views_IAMS_old_para.js:22,get_legacy_para,/ApiCalls/get_legacy_para,ApiCalls,get_legacy_para,GetOldParas,AIS\DBConnection.HD.cs,pkg_hd,P_GetOldParas,Yes,Yes,Yes,,Keep,
JS,AIS\wwwroot\js\csp\Views_IAMS_old_para.js:49,process_details,/Setup/process_details,Setup,process_details,GetRiskProcessDetails,AIS\DBConnection.AD.cs,pkg_ad,P_GetRiskProcessDetails,Yes,Yes,Yes,,Keep,
JS,AIS\wwwroot\js\csp\Views_IAMS_old_para.js:76,process_transactions,/Setup/process_transactions,Setup,process_transactions,GetRiskProcessTransactions,AIS\DBConnection.AD.cs,pkg_ad,P_GetRiskProcessTransactions,Yes,Yes,Yes,,Keep,
JS,AIS\wwwroot\js\csp\Views_IAMS_old_para.js:120,add_legacy_para_observation_text,/ApiCalls/add_legacy_para_observation_text,ApiCalls,add_legacy_para_observation_text,AddOldParas,AIS\DBConnection.HD.cs,pkg_hd,P_AddOldParas,Yes,Yes,Yes,,Keep,
JS,AIS\wwwroot\js\csp\Views_IAMS_paras.js:22,get_outstanding_para,/ApiCalls/get_outstanding_para,ApiCalls,get_outstanding_para,GetOutstandingParas,AIS\DBConnection.cs,,,,,Yes,,Keep,
JS,AIS\wwwroot\js\csp\Views_IAMS_paras.js:49,process_details,/Setup/process_details,Setup,process_details,GetRiskProcessDetails,AIS\DBConnection.AD.cs,pkg_ad,P_GetRiskProcessDetails,Yes,Yes,Yes,,Keep,
JS,AIS\wwwroot\js\csp\Views_IAMS_paras.js:76,process_transactions,/Setup/process_transactions,Setup,process_transactions,GetRiskProcessTransactions,AIS\DBConnection.AD.cs,pkg_ad,P_GetRiskProcessTransactions,Yes,Yes,Yes,,Keep,
JS,AIS\wwwroot\js\csp\Views_IAMS_paras.js:120,add_legacy_para_observation_text,/ApiCalls/add_legacy_para_observation_text,ApiCalls,add_legacy_para_observation_text,AddOldParas,AIS\DBConnection.HD.cs,pkg_hd,P_AddOldParas,Yes,Yes,Yes,,Keep,
JS,AIS\wwwroot\js\csp\Views_IID_account_document.js:20,get_iid_biomet_account_documents_sampling_details,/ApiCalls/get_iid_biomet_account_documents_sampling_details,ApiCalls,get_iid_biomet_account_documents_sampling_details,GetIidAccountDocuments,AIS\DBConnection.IID.ExceptionReports.cs,pkg_ISM,P_GET_ACCOUNT_DOC,No,No,Yes,,Needs manual review,"Package SQL source file not found.; Missing BindByName, GuardAgainstDynamicSql"
JS,AIS\wwwroot\js\csp\Views_IID_Account_exception.js:14,get_iid_exception_account_report,/ApiCalls/get_iid_exception_account_report,ApiCalls,get_iid_exception_account_report,GetIidExceptionReportData,AIS\DBConnection.IID.ExceptionReports.cs,pkg_ISM,P_GET_EXCEPTION_REPORT_DATA,No,No,Yes,,Needs manual review,"Package SQL source file not found.; Missing BindByName, GuardAgainstDynamicSql"
JS,AIS\wwwroot\js\csp\Views_IID_account_transaction.js:15,get_iid_biomet_account_transaction_sampling_details,/ApiCalls/get_iid_biomet_account_transaction_sampling_details,ApiCalls,get_iid_biomet_account_transaction_sampling_details,GetIidAccountTransactions,AIS\DBConnection.IID.ExceptionReports.cs,pkg_ISM,p_get_account_transcations,No,No,Yes,,Needs manual review,"Package SQL source file not found.; Missing BindByName, GuardAgainstDynamicSql"
