JS file,View/layout using it,JS function/event,API URL,HTTP method,Controller/action,Controller parameters,JS parameters,DBConnection method,Package/procedure,Package spec exists,Package body exists,DB hardening,Status,Issue found,Recommended fix
AIS\wwwroot\js\csp\Views_IID_loans_exception.js:13,AIS\Views\IID\loans_exception.cshtml:46,loadLoanSamples,/ApiCalls/get_iid_loan_Exceptions,POST,ApiCalls.get_iid_loan_Exceptions,"INDICATOR, STATUS_ID, ENG_ID","ENG_ID, INDICATOR, STATUS_ID",GetIidLoanExceptions,pkg_ISM.P_GET_LOANS_Exceptions,No,No,StoredProcedure=Yes; BindByName=No; Guard=No; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=Yes,Broken,"DBConnection hardening missing: BindByName = true, GuardAgainstDynamicSql(cmd) | Package procedure missing from checked-in source: pkg_ISM.P_GET_LOANS_Exceptions",Add the missing DBConnection hardening statements around the OracleCommand. | Extract live DB package source or confirm obsolete/replaced flow before adding declarations.
AIS\wwwroot\js\csp\Views_IID_loan_documents.js:19,AIS\Views\IID\loan_documents.cshtml:32,loadLoanDocuments,/ApiCalls/get_iid_loan_documents,POST,ApiCalls.get_iid_loan_documents,"ENG_ID, LOAN_DISB_ID","ENG_ID, LOAN_DISB_ID",GetIidLoanDocuments,pkg_ISM.p_get_Loan_Documents,No,No,StoredProcedure=Yes; BindByName=No; Guard=No; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=Yes,Broken,"DBConnection hardening missing: BindByName = true, GuardAgainstDynamicSql(cmd) | Package procedure missing from checked-in source: pkg_ISM.p_get_Loan_Documents",Add the missing DBConnection hardening statements around the OracleCommand. | Extract live DB package source or confirm obsolete/replaced flow before adding declarations.
AIS\wwwroot\js\csp\Views_IID_loan_documents.js:77,AIS\Views\IID\loan_documents.cshtml:32,viewDocument,/ApiCalls/get_iid_loan_document_data,POST,ApiCalls.get_iid_loan_document_data,IMAGE_ID,IMAGE_ID,GetIidLoanDocumentData,pkg_ISM.p_get_Loan_Documents_image,No,No,StoredProcedure=Yes; BindByName=No; Guard=No; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=Yes,Broken,"DBConnection hardening missing: BindByName = true, GuardAgainstDynamicSql(cmd) | Package procedure missing from checked-in source: pkg_ISM.p_get_Loan_Documents_image",Add the missing DBConnection hardening statements around the OracleCommand. | Extract live DB package source or confirm obsolete/replaced flow before adding declarations.
AIS\wwwroot\js\csp\Views_IID_loan_transactions.js:19,AIS\Views\IID\loan_transactions.cshtml:39,loadLoanTransactions,/ApiCalls/get_iid_sample_loan_transactions,POST,ApiCalls.get_iid_sample_loan_transactions,"ENG_ID, LOAN_DISB_ID","ENG_ID, LOAN_DISB_ID",GetIidLoanTransactions,pkg_ISM.p_get_Loan_Transactions,No,No,StoredProcedure=Yes; BindByName=No; Guard=No; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=Yes,Broken,"DBConnection hardening missing: BindByName = true, GuardAgainstDynamicSql(cmd) | Package procedure missing from checked-in source: pkg_ISM.p_get_Loan_Transactions",Add the missing DBConnection hardening statements around the OracleCommand. | Extract live DB package source or confirm obsolete/replaced flow before adding declarations.
AIS\wwwroot\js\csp\Views_IID_Reports.js:69,AIS\Views\IID\Reports.cshtml:173; AIS\Views\IID\Reports.cshtml:178,loadHoUnits,/ApiCalls/get_ho_units,POST,ApiCalls.get_ho_units,divisionId,divisionId,GetDepartments,pkg_rpt.R_GetDepartments,Yes,Yes,StoredProcedure=Yes; BindByName=Yes; Guard=Yes; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=Yes,Broken,Package procedure missing from checked-in source: PKG_RPT.P_GetDepartments,Extract live DB package source or confirm obsolete/replaced flow before adding declarations.
AIS\wwwroot\js\csp\Views_IID_Reports.js:69,AIS\Views\IID\Reports.cshtml:173; AIS\Views\IID\Reports.cshtml:178,loadHoUnits,/ApiCalls/get_ho_units,POST,ApiCalls.get_ho_units,divisionId,divisionId,GetDepartments,PKG_RPT.P_GetDepartments,No,No,StoredProcedure=Yes; BindByName=Yes; Guard=Yes; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=Yes,Broken,Package procedure missing from checked-in source: PKG_RPT.P_GetDepartments,Extract live DB package source or confirm obsolete/replaced flow before adding declarations.
AIS\wwwroot\js\csp\Views_IID_SubmitComplaint.js:95,AIS\Views\IID\SubmitComplaint.cshtml:202; AIS\Views\IID\SubmitComplaint.cshtml:207,loadHoUnits,/ApiCalls/get_ho_units,POST,ApiCalls.get_ho_units,divisionId,divisionId,GetDepartments,pkg_rpt.R_GetDepartments,Yes,Yes,StoredProcedure=Yes; BindByName=Yes; Guard=Yes; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=Yes,Broken,Package procedure missing from checked-in source: PKG_RPT.P_GetDepartments,Extract live DB package source or confirm obsolete/replaced flow before adding declarations.
AIS\wwwroot\js\csp\Views_IID_SubmitComplaint.js:95,AIS\Views\IID\SubmitComplaint.cshtml:202; AIS\Views\IID\SubmitComplaint.cshtml:207,loadHoUnits,/ApiCalls/get_ho_units,POST,ApiCalls.get_ho_units,divisionId,divisionId,GetDepartments,PKG_RPT.P_GetDepartments,No,No,StoredProcedure=Yes; BindByName=Yes; Guard=Yes; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=Yes,Broken,Package procedure missing from checked-in source: PKG_RPT.P_GetDepartments,Extract live DB package source or confirm obsolete/replaced flow before adding declarations.
AIS\wwwroot\js\csp\Views_Planning_audit_criteria.js:252,AIS\Views\Planning\audit_criteria.cshtml:299; AIS\Views\Planning\Partials\_AuditCriteriaStep.cshtml:297,FinalsubmitAuditCriteria,/ApiCalls/submit_audit_criterias,POST,ApiCalls.submit_audit_criterias,PERIOD_ID,PERIOD_ID,SubmitAuditCriteriaForApproval,pkg_pg.P_SubmitAuditCriteriaForApproval,Yes,Yes,StoredProcedure=Yes; BindByName=Yes; Guard=Yes; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=Yes,Broken,Package procedure missing from checked-in source: pkg_ais_email.P_ADDAUDITCRITERIA,Extract live DB package source or confirm obsolete/replaced flow before adding declarations.
AIS\wwwroot\js\csp\Views_Planning_audit_criteria.js:252,AIS\Views\Planning\audit_criteria.cshtml:299; AIS\Views\Planning\Partials\_AuditCriteriaStep.cshtml:297,FinalsubmitAuditCriteria,/ApiCalls/submit_audit_criterias,POST,ApiCalls.submit_audit_criterias,PERIOD_ID,PERIOD_ID,SubmitAuditCriteriaForApproval,pkg_ais_email.P_ADDAUDITCRITERIA,No,No,StoredProcedure=Yes; BindByName=Yes; Guard=Yes; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=Yes,Broken,Package procedure missing from checked-in source: pkg_ais_email.P_ADDAUDITCRITERIA,Extract live DB package source or confirm obsolete/replaced flow before adding declarations.
AIS\wwwroot\js\csp\Views_Planning_special_assignment.js:120,AIS\Views\Planning\special_assignment.cshtml:329,ShowSelectedDivisionDepartments,/ApiCalls/GetDivDepartments,POST,ApiCalls.GetDivDepartments,div_code,"div_code, option",GetDepartments,pkg_rpt.R_GetDepartments,Yes,Yes,StoredProcedure=Yes; BindByName=Yes; Guard=Yes; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=Yes,Broken,Controller uses complex model binding; JS data keys require model-level verification. | Package procedure missing from checked-in source: PKG_RPT.P_GetDepartments,Confirm JS data keys match the bound request/model properties. | Extract live DB package source or confirm obsolete/replaced flow before adding declarations.
AIS\wwwroot\js\csp\Views_Planning_special_assignment.js:120,AIS\Views\Planning\special_assignment.cshtml:329,ShowSelectedDivisionDepartments,/ApiCalls/GetDivDepartments,POST,ApiCalls.GetDivDepartments,div_code,"div_code, option",GetDepartments,PKG_RPT.P_GetDepartments,No,No,StoredProcedure=Yes; BindByName=Yes; Guard=Yes; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=Yes,Broken,Controller uses complex model binding; JS data keys require model-level verification. | Package procedure missing from checked-in source: PKG_RPT.P_GetDepartments,Confirm JS data keys match the bound request/model properties. | Extract live DB package source or confirm obsolete/replaced flow before adding declarations.
AIS\wwwroot\js\csp\Views_RiskAssessment_risk_rating_annex_wise.js:158,AIS\Views\RiskAssessment\risk_rating_annex_wise.cshtml:141,generateAnnexureRisk,/ApiCalls/generate_annexure_risk_rating_of_engagement,POST,ApiCalls.generate_annexure_risk_rating_of_engagement,ENG_ID,ENG_ID,GenerateAnnexureRiskRatingofEngagement,pkg_ad.P_add_branch_annex_risk_rating,No,No,StoredProcedure=Yes; BindByName=Yes; Guard=Yes; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=Yes,Broken,Package procedure missing from checked-in source: pkg_ad.P_add_branch_annex_risk_rating,Extract live DB package source or confirm obsolete/replaced flow before adding declarations.
AIS\wwwroot\js\csp\Views_RiskAssessment_risk_rating_annex_wise.js:177,AIS\Views\RiskAssessment\risk_rating_annex_wise.cshtml:141,viewAnnexureRisk,/ApiCalls/view_annexure_risk_rating_of_engagement,POST,ApiCalls.view_annexure_risk_rating_of_engagement,ENG_ID,ENG_ID,ViewAnnexureRiskRatingofEngagement,pkg_ad.p_get_annexure_risk_rating,No,No,StoredProcedure=Yes; BindByName=Yes; Guard=Yes; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=Yes,Broken,Package procedure missing from checked-in source: pkg_ad.p_get_annexure_risk_rating,Extract live DB package source or confirm obsolete/replaced flow before adding declarations.
AIS\wwwroot\js\csp\Views_RiskAssessment_risk_rating_for_branches_working.js:167,AIS\Views\RiskAssessment\risk_rating_for_branches_working.cshtml:149,generateAnnexureRisk,/ApiCalls/generate_annexure_risk_rating_of_engagement,POST,ApiCalls.generate_annexure_risk_rating_of_engagement,ENG_ID,ENG_ID,GenerateAnnexureRiskRatingofEngagement,pkg_ad.P_add_branch_annex_risk_rating,No,No,StoredProcedure=Yes; BindByName=Yes; Guard=Yes; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=Yes,Broken,Package procedure missing from checked-in source: pkg_ad.P_add_branch_annex_risk_rating,Extract live DB package source or confirm obsolete/replaced flow before adding declarations.
AIS\wwwroot\js\csp\Views_RiskAssessment_risk_rating_for_branches_working.js:186,AIS\Views\RiskAssessment\risk_rating_for_branches_working.cshtml:149,viewAnnexureRisk,/ApiCalls/view_annexure_risk_rating_of_engagement,POST,ApiCalls.view_annexure_risk_rating_of_engagement,ENG_ID,ENG_ID,ViewAnnexureRiskRatingofEngagement,pkg_ad.p_get_annexure_risk_rating,No,No,StoredProcedure=Yes; BindByName=Yes; Guard=Yes; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=Yes,Broken,Package procedure missing from checked-in source: pkg_ad.p_get_annexure_risk_rating,Extract live DB package source or confirm obsolete/replaced flow before adding declarations.
AIS\wwwroot\js\csp\Views_Sampling_account_document.js:20,AIS\Views\Sampling\account_document.cshtml:42,loadAccountDocuments,/ApiCalls/get_biomet_account_documents_sampling_details,POST,ApiCalls.get_biomet_account_documents_sampling_details,AC_NO,AC_NO,GetBiometAccountDocumentsSamplingDetails,pkg_sm.P_GET_ACCOUNT_DOC ,No,No,StoredProcedure=Yes; BindByName=No; Guard=No; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=No,Broken,"DBConnection hardening missing: BindByName = true, GuardAgainstDynamicSql(cmd) | Package procedure missing from checked-in source: pkg_sm.P_GET_ACCOUNT_DOC ",Add the missing DBConnection hardening statements around the OracleCommand. | Extract live DB package source or confirm obsolete/replaced flow before adding declarations.
AIS\wwwroot\js\csp\Views_Setup_Manage_audit_zone_branches.js:125,AIS\Views\Setup\Manage_audit_zone_branches.cshtml:100,ShowSelectedDivisionDepartments,/ApiCalls/GetDivDepartments,POST,ApiCalls.GetDivDepartments,div_code,"div_code, option",GetDepartments,pkg_rpt.R_GetDepartments,Yes,Yes,StoredProcedure=Yes; BindByName=Yes; Guard=Yes; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=Yes,Broken,Controller uses complex model binding; JS data keys require model-level verification. | Package procedure missing from checked-in source: PKG_RPT.P_GetDepartments,Confirm JS data keys match the bound request/model properties. | Extract live DB package source or confirm obsolete/replaced flow before adding declarations.
AIS\wwwroot\js\csp\Views_Setup_Manage_audit_zone_branches.js:125,AIS\Views\Setup\Manage_audit_zone_branches.cshtml:100,ShowSelectedDivisionDepartments,/ApiCalls/GetDivDepartments,POST,ApiCalls.GetDivDepartments,div_code,"div_code, option",GetDepartments,PKG_RPT.P_GetDepartments,No,No,StoredProcedure=Yes; BindByName=Yes; Guard=Yes; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=Yes,Broken,Controller uses complex model binding; JS data keys require model-level verification. | Package procedure missing from checked-in source: PKG_RPT.P_GetDepartments,Confirm JS data keys match the bound request/model properties. | Extract live DB package source or confirm obsolete/replaced flow before adding declarations.
