"Category","Module","Controller","Action/API","HTTP Method","DB Package","DB Procedure","Business IDs available","Audit Action Name","Coverage Status","Reason"
"ADMINISTRATION","","ApiCalls","get_hr_entities_for_admin_panel_entity_addition","POST/GET","pkg_ad","P_GET_HR_ENTITIES","","","NOT REQUIRED","Read/view/query action; no meaningful state change identified"
"COMPLIANCE","","ApiCalls","get_legacy_paras_for_gist_update","UNKNOWN","pkg_ar","P_GetLeagacyObservations_for_gist_update","","","NOT REQUIRED","Read/view/query action; no meaningful state change identified"
"COMPLIANCE","","ApiCalls","get_legacy_paras_for_update","UNKNOWN","pkg_ar","P_GetLeagacyObservations","","","NOT REQUIRED","Read/view/query action; no meaningful state change identified"
"COMPLIANCE","","ApiCalls","get_legacy_paras_for_update_FAD","UNKNOWN","pkg_fad","P_GetLeagacyObservations","","","NOT REQUIRED","Read/view/query action; no meaningful state change identified"
"COMPLIANCE","","ApiCalls","get_legacy_paras_for_update_ho","UNKNOWN","pkg_ar","P_GetLeagacyObservations_ho","","","NOT REQUIRED","Read/view/query action; no meaningful state change identified"
"AUDIT_REPORT","","ApiCalls","get_legacy_report_dropdown_contents","POST/GET","pkg_ar","P_GetEntitiesForLegacyPara_ho_report","","","NOT REQUIRED","Read/view/query action; no meaningful state change identified"
"COMPLIANCE","","ApiCalls","get_legacy_settled_paras","POST/GET","pkg_hd","P_GetOldParasForResponse","","","NOT REQUIRED","Read/view/query action; no meaningful state change identified"
"COMPLIANCE","","ApiCalls","get_legacy_settled_paras_autorize","UNKNOWN","pkg_fad","p_getoldparasforresponseauthorize","","","NOT REQUIRED","Read/view/query action; no meaningful state change identified"
"COMPLIANCE","","ApiCalls","get_old_para_br_compliance_text_update","UNKNOWN","pkg_ae","P_GetAuditeeAllParasFAD","","","NOT REQUIRED","Read/view/query action; no meaningful state change identified"
"COMPLIANCE","","ApiCalls","GET_PARA_STATUS_AUTHORIZATION","POST","PKG_FAD","P_GET_PARA_STATUS_AUTHORIZATION","","","NOT REQUIRED","Read/view/query action; no meaningful state change identified"
"COMPLIANCE","","ApiCalls","GET_PARA_STATUS_CHANGE_REQUEST","UNKNOWN","PKG_FAD","P_GET_PARA_STATUS_REQUEST","","","NOT REQUIRED","Read/view/query action; no meaningful state change identified"
"COMPLIANCE","","ApiCalls","get_paras_for_status_change","POST","pkg_hd","P_Get_Paras_For_Status_Change","","","NOT REQUIRED","Read/view/query action; no meaningful state change identified"
"COMPLIANCE","","ApiCalls","get_paras_for_status_change_authorize","UNKNOWN","pkg_hd","P_Get_Paras_For_Status_Change_For_Authorize","","","NOT REQUIRED","Read/view/query action; no meaningful state change identified"
"COMPLIANCE","","ApiCalls","get_post_compliance_settlement_report","POST/GET","pkg_rpt","P_GET_COMPLIANCE_REPORT","","","NOT REQUIRED","Read/view/query action; no meaningful state change identified"
"COMPLIANCE","","ApiCalls","get_proposed_changes_in_manage_paras_auth","UNKNOWN","pkg_ar","P_GET_Para_changes_for_Authorize","","","NOT REQUIRED","Read/view/query action; no meaningful state change identified"
"ADMINISTRATION","","ApiCalls","get_responsibility_for_authorize","POST","pkg_ar","P_Get_responsibility_for_Authorize","","","NOT REQUIRED","Read/view/query action; no meaningful state change identified"
"AUDIT_PLANNING","","ApiCalls","get_saved_special_audit_plans","POST","pkg_pg","P_GET_Specical_Audit_for_Approval","","","NOT REQUIRED","Read/view/query action; no meaningful state change identified"
"COMPLIANCE","","ApiCalls","get_settled_para_compliance_history","POST/GET","PKG_RPT","P_GetParasForCompliancehistory","","","NOT REQUIRED","Read/view/query action; no meaningful state change identified"
"COMPLIANCE","","ApiCalls","get_settled_paras_for_compliance_report","POST/GET","pkg_rpt","P_GET_COMPLIANCE_REPORT","","","NOT REQUIRED","Read/view/query action; no meaningful state change identified"
"COMPLIANCE","","ApiCalls","get_settled_paras_for_monitoring","POST/GET","PKG_RPT","P_GET_SETTLED_PARA_DETAILS","","","NOT REQUIRED","Read/view/query action; no meaningful state change identified"
"COMPLIANCE","","ApiCalls","get_settled_post_compliances_for_monitoring","POST","pkg_hd","P_GetSettledParasForReview","","","NOT REQUIRED","Read/view/query action; no meaningful state change identified"
"AUDIT_PLANNING","","ApiCalls","get_team_memeber_details_for_post_changes_team_eng_reversal","POST","pkg_pg","P_GetAuditTeams","OBSERVATION_ID","","NOT REQUIRED","Read/view/query action; no meaningful state change identified"
"COMPLIANCE","","ApiCalls","get_update_gist_paraNo_legacy_paras_autorize","POST","pkg_ar","P_get_legacy_para_to_authorize","","","NOT REQUIRED","Read/view/query action; no meaningful state change identified"
"ANNEXURE","","ApiCalls","get_zone_Branches_for_Annexure_Assignment","POST/GET","pkg_fad","P_Get_Auditee_Child_FAD","","","NOT REQUIRED","Read/view/query action; no meaningful state change identified"
"AUDIT_EXECUTION","","ApiCalls","GetAuditeeEntitiesPendingAuthorization","POST/GET","pkg_ad","P_GetEntitees_for_update_authorization","ENG_ID;OBS_ID","","NOT REQUIRED","Read/view/query action; no meaningful state change identified"
"AUDIT_EXECUTION","","ApiCalls","GetAuditeeEntityByIdforAuthorization","POST","pkg_ad","P_GetEntitees_for_update_comp","","","NOT REQUIRED","Read/view/query action; no meaningful state change identified"
"INQUIRY_COMPLAINT","","ApiCalls","GetComplaintsDropdown","POST/GET","PKG_INQ","GET_COMPLAINTS_DD","","","NOT REQUIRED","Read/view/query action; no meaningful state change identified"
"AUDIT_EXECUTION","","ApiCalls","GetObservationManualReferenceGrid","POST","PKG_FAD","P_GET_MANUAL_REFERENCE_GRID","","","NOT REQUIRED","Read/view/query action; no meaningful state change identified"
"COMPLIANCE","","ApiCalls","GetParaReferenceData","POST","","","","","NOT REQUIRED","Read/view/query action; no meaningful state change identified"
"ADMINISTRATION","","ApiCalls","GetReferenceDetail","POST","","","","","NOT REQUIRED","Read/view/query action; no meaningful state change identified"
"ADMINISTRATION","","ApiCalls","GetReferenceDetailByRefId","UNKNOWN","PKG_FAD","P_GET_REFERENCE_DETAIL_BY_ID","","","NOT REQUIRED","Read/view/query action; no meaningful state change identified"
"ADMINISTRATION","","ApiCalls","GetReferenceMasterDetail","UNKNOWN","PKG_FAD","P_GET_REFERENCE_MASTER_DETAIL","","","NOT REQUIRED","Read/view/query action; no meaningful state change identified"
"COMPLIANCE","","ApiCalls","Para_Shifted_To","POST","pkg_fad","P_PARA_SHIFTING","","","LOGGED","Controller instrumented after verified Oracle/business success result"
"AUDIT_EXECUTION","","ApiCalls","PostChangesAuditCriteria","UNKNOWN","pkg_pg","P_UpdateAuditCriteria","","","LOGGED","ApplicationAudit coverage implemented after confirmed controller and Oracle business success"
"ADMINISTRATION","","ApiCalls","process_add","POST","pkg_ad","P_audit_checklist","","","LOGGED","Controller instrumented after verified business/Oracle success result"
"COMPLIANCE","","ApiCalls","refer_back_legacy_para_to_az","UNKNOWN","pkg_fad","P_referback_legacy_para","","","LOGGED","Controller instrumented after verified Oracle/business success result"
"AUDIT_PLANNING","","ApiCalls","referred_back_special_audit_plan","UNKNOWN","pkg_pg","P_Update_Special_Audit","","","LOGGED","Logged after LegacyMessageResponse confirms Oracle result"
"COMPLIANCE","","ApiCalls","referredback_para_for_manage_audit_paras","POST","pkg_ar","P_Authorize_Update_Audit_Paras","","","LOGGED","Controller instrumented after verified Oracle/business success result"
"AUDIT_EXECUTION","","ApiCalls","ReferredBackAuditCriteria","POST","pkg_pg","P_SetAuditCriteriaStatusReferredBack","","","LOGGED","ApplicationAudit coverage implemented after confirmed controller and Oracle business success"
"ADMINISTRATION","","ApiCalls","reffered_back_process_transaction_by_authorizer","POST","pkg_ad","p_RefferedBack_checklist_By_Authorizer","","","LOGGED","Controller instrumented after verified business/Oracle success result"
"ADMINISTRATION","","ApiCalls","reffered_back_sub_process_by_authorizer","POST/GET","pkg_ad","p_RefferedBack_Sub_checklist_By_Reviewer","","","LOGGED","Controller instrumented after verified business/Oracle success result"
"COMPLIANCE","","ApiCalls","reject_delete_duplicate_para","UNKNOWN","pkg_hd","P_REJECT_DUPLICATE_PARAS","","","LOGGED","Controller instrumented after verified Oracle/business success result"
"AUDIT_PLANNING","","ApiCalls","reject_engagement_plan","POST/GET","pkg_pg","P_RefferedBackAuditEngagementPlan","","","LOGGED","Boolean false is rejected by filter; true logs referral"
"COMPLIANCE","","ApiCalls","request_delete_duplicate_para","UNKNOWN","pkg_hd","P_ADD_DUPLICATE_PARAS","","","LOGGED","Controller instrumented after verified Oracle/business success result"
"AUDIT_EXECUTION","","ApiCalls","save_commercial_audit_arpse_dac_entry","POST","PKG_COMMERCIAL_AUDIT","P_SAVE_ARPSE_DAC","","","LOGGED","ApplicationAudit coverage implemented after confirmed controller and Oracle business success"
"AUDIT_EXECUTION","","ApiCalls","save_commercial_audit_arpse_header","POST","PKG_COMMERCIAL_AUDIT","P_SAVE_ARPSE","","","LOGGED","ApplicationAudit coverage implemented after confirmed controller and Oracle business success"
"AUDIT_EXECUTION","","ApiCalls","save_commercial_audit_arpse_pac_entry","POST","PKG_COMMERCIAL_AUDIT","P_SAVE_ARPSE_PAC","","","LOGGED","ApplicationAudit coverage implemented after confirmed controller and Oracle business success"
"AUDIT_EXECUTION","","ApiCalls","save_commercial_audit_arpse_pdp_mapping","POST","PKG_COMMERCIAL_AUDIT","P_SAVE_ARPSE_PDP_MAP","","","LOGGED","ApplicationAudit coverage implemented after confirmed controller and Oracle business success"
"AUDIT_EXECUTION","","ApiCalls","save_commercial_audit_om","POST/GET","PKG_COMMERCIAL_AUDIT","P_SAVE_OM","","","LOGGED","ApplicationAudit coverage implemented after confirmed controller and Oracle business success"
"AUDIT_EXECUTION","","ApiCalls","save_commercial_audit_pdp","POST/GET","PKG_COMMERCIAL_AUDIT","P_SAVE_PDP","","","LOGGED","ApplicationAudit coverage implemented after confirmed controller and Oracle business success"
"AUDIT_EXECUTION","","ApiCalls","save_commercial_audit_pdp_om_mapping","POST","PKG_COMMERCIAL_AUDIT","P_SAVE_PDP_OM_MAP","ENG_ID","","LOGGED","ApplicationAudit coverage implemented after confirmed controller and Oracle business success"
"AUDIT_REPORT","","ApiCalls","save_exception_report_format","POST/GET","PKG_SM","P_INSERT_EXCEPTION_REPORT_FORMAT","","","LOGGED","Controller instrumented after verified Oracle/business success result"
"AUDIT_REPORT","","ApiCalls","save_iid_exception_report_format","POST/GET","pkg_ISM","P_INSERT_EXCEPTION_REPORT_FORMAT","","","LOGGED","Controller instrumented after verified Oracle/business success result"
"AUDIT_EXECUTION","Execution","ApiCalls","save_observations","UNKNOWN","pkg_ar","P_SaveAuditObservation","","OBSERVATION_CREATED","LOGGED","Instrumented with endpoint-specific confirmed business success"
"AUDIT_EXECUTION","Execution","ApiCalls","save_observations_cau","UNKNOWN","pkg_ar","P_SaveAuditObservationCAD","","OBSERVATION_CREATED","LOGGED","Instrumented with endpoint-specific confirmed business success"
"INQUIRY_COMPLAINT","","ApiCalls","SaveIidFindingsRecommByAccusation","UNKNOWN","PKG_INQ","GET_INQ_FINDINGS_RECOMM","","","NOT REQUIRED","Read/view/query action; no meaningful state change identified"
"INQUIRY_COMPLAINT","","ApiCalls","SaveIidFindingsRecommByAccusation","UNKNOWN","PKG_INQ","SAVE_INQ_FINDINGS_RECOMM","","","LOGGED","Controller instrumented after affected-row/ok business success result"
"FILES_EVIDENCE","","ApiCalls","SaveIidInqEvidenceStep","UNKNOWN","PKG_INQ","P_SAVE_INQ_EVIDENCE_STEP","","","LOGGED","Controller instrumented after verified business/Oracle success result"
"INQUIRY_COMPLAINT","","ApiCalls","SaveIidInqFindingsRecomm","GET","","","","","LOGGED","Controller instrumented after affected-row/ok business success result"
"COMPLIANCE","","ApiCalls","SaveParaReferences","POST","","","","","LOGGED","Controller instrumented after verified Oracle/business success result"
"ADMINISTRATION","","ApiCalls","SearchReferences","UNKNOWN","PKG_FAD","P_SearchReferences","","","NOT REQUIRED","Read/view/query action; no meaningful state change identified"
"COMPLIANCE","","ApiCalls","settle_legacy_para_HO","POST","pkg_ar","P_Settel_Legacy_Para_HO","","","LOGGED","Controller instrumented after verified Oracle/business success result"
"ADMINISTRATION","","ApiCalls","sub_process_add","POST","pkg_ad","P_audit_checklist_sub","","","LOGGED","Controller instrumented after verified business/Oracle success result"
"ADMINISTRATION","","ApiCalls","sub_process_transaction_add","POST","pkg_ad","P_audit_checklist_detail","","","LOGGED","Controller instrumented after verified business/Oracle success result"
"AUDIT_EXECUTION","","ApiCalls","submit_audit_criterias","POST/GET","pkg_pg","P_SubmitAuditCriteriaForApproval","OBS_ID","","LOGGED","ApplicationAudit coverage implemented after confirmed controller and Oracle business success"
"COMPLIANCE","","ApiCalls","submit_cau_para_by_branch","POST/GET","pkg_ae","P_SubmitPostAuditCompliance_BY_BRANCH","ENGID","","LOGGED","Controller instrumented after verified Oracle/business success result"
"COMPLIANCE","","ApiCalls","submit_cau_para_to_branch","POST/GET","pkg_ae","P_FORWARD_CAU_PARA_TO_BRANCH","ENGID","","LOGGED","Controller instrumented after verified Oracle/business success result"
"AUDIT_EXECUTION","","ApiCalls","submit_dsa_to_auditee","POST","pkg_ar","P_draft_dsa","","","LOGGED","ApplicationAudit coverage implemented after confirmed controller and Oracle business success"
"ADMINISTRATION","","ApiCalls","submit_dsa_to_dpd","POST","pkg_ar","P_submit_dsa_by_head_fad_to_dpd","ENG_ID","","LOGGED","Controller instrumented after verified business/Oracle success result"
"ADMINISTRATION","","ApiCalls","submit_dsa_to_head_fad","POST/GET","pkg_ar","P_submit_dsa_to_head_fad","","","LOGGED","Controller instrumented after verified business/Oracle success result"
"ADMINISTRATION","","ApiCalls","submit_entity_conv_to_islamic_from_admin_panel","POST","pkg_ad","P_Shift_BR_to_islamic","","","LOGGED","Controller instrumented after verified business/Oracle success result"
"ADMINISTRATION","Administration","ApiCalls","submit_entity_shifting_from_admin_panel","UNKNOWN","pkg_ad","P_Add_Entity_shifting","","ENTITY_SHIFTED","LOGGED","Instrumented with endpoint-specific confirmed business success"
"AUDIT_PLANNING","","ApiCalls","submit_new_team_id_for_post_changes_team_eng_reversal","UNKNOWN","pkg_ad","p_audit_team_postchanges","","","LOGGED","Requires non-empty Oracle return message before logging"
"AUDIT_EXECUTION","Execution","ApiCalls","submit_observation_to_auditee","UNKNOWN","","","","OBSERVATION_SUBMITTED_TO_AUDITEE","LOGGED","Instrumented with endpoint-specific confirmed business success"
"AUDIT_EXECUTION","Execution","ApiCalls","submit_observation_to_auditee","UNKNOWN","pkg_ar","P_SubmitAuditObservationToAuditee","","OBSERVATION_SUBMITTED_TO_AUDITEE","LOGGED","Instrumented with endpoint-specific confirmed business success"
"COMPLIANCE","","ApiCalls","submit_old_para_br_compliance_status","POST/GET","pkg_hd","P_AddOldParasImpRemarks","","","LOGGED","Controller instrumented after verified Oracle/business success result"
"COMPLIANCE","","ApiCalls","submit_old_para_br_compliance_status_partially_settle","POST/GET","pkg_hd","P_AddOldParasImpRemarks_partial_comp","","","LOGGED","Controller instrumented after verified Oracle/business success result"
"COMPLIANCE","Post Audit Compliance","ApiCalls","submit_old_para_compliance_head_status","POST/GET","pkg_hd","P_AddFinalsettlement","","PARA_SETTLEMENT_SUBMITTED","LOGGED","Instrumented with endpoint-specific confirmed business success"
"COMPLIANCE","Post Audit Compliance","ApiCalls","submit_post_audit_compliance","POST","pkg_ae","P_SubmitPostAuditCompliance","","POST_AUDIT_COMPLIANCE_SUBMITTED","LOGGED","Instrumented with endpoint-specific confirmed business success"
"COMPLIANCE","Post Audit Compliance","ApiCalls","submit_post_audit_compliance_review","POST","pkg_ae","P_SubmitPostAuditCompliance_review","","POST_AUDIT_COMPLIANCE_REVIEWED","LOGGED","Instrumented with endpoint-specific confirmed business success"
"ADMINISTRATION","","ApiCalls","submit_pre_concluding","UNKNOWN","pkg_hd","P_audit_pre_submission","","","LOGGED","Controller instrumented after verified business/Oracle success result"
"AUDIT_PLANNING","","ApiCalls","submit_special_audit_plan","POST","pkg_pg","P_Update_Special_Audit","","","LOGGED","Logged after LegacyMessageResponse confirms Oracle result"
"INQUIRY_COMPLAINT","","ApiCalls","SubmitComplaint","POST","","","","","LOGGED","Controller instrumented after affected-row/ok business success result"
"AUDIT_REPORT","","ApiCalls","SubmitIidInquiryReportForAnalysis","UNKNOWN","","","","","LOGGED","Controller instrumented after verified Oracle/business success result"
"AUDIT_REPORT","","ApiCalls","SubmitIidInquiryReportForAnalysis","UNKNOWN","PKG_INQ","P_GET_INQ_EVIDENCE_FILES","","","NOT REQUIRED","Read/view/query action; no meaningful state change identified"
"ADMINISTRATION","","ApiCalls","update_ais_entity_for_admin_panel_entity_addition","POST/GET","pkg_ad","P_UpdateENTITIEES","ENG_ID","","LOGGED","Controller instrumented after verified business/Oracle success result"
"ADMINISTRATION","","ApiCalls","update_ais_entity_mapping_for_admin_panel_entity_addition","POST/GET","pkg_ad","P_UPDATE_ENTITIES_MAPPING","COM_ID","","LOGGED","Controller instrumented after verified business/Oracle success result"
"COMPLIANCE","","ApiCalls","update_ais_post_compliance","POST/GET","pkg_ad","P_Update_para_AIS_post_compliance","","","LOGGED","Controller instrumented after verified Oracle/business success result"
"ANNEXURE","","ApiCalls","update_annexure","POST/GET","pkg_ad","p_update_annexure","","","LOGGED","Controller instrumented after verified Oracle success message"
"AUDIT_EXECUTION","","ApiCalls","update_audit_budget","POST/GET","pkg_ad","P_update_audit_budget","","","LOGGED","ApplicationAudit coverage implemented after confirmed controller and Oracle business success"
"CHECKLIST","","ApiCalls","update_audit_checklist","UNKNOWN","pkg_ad","P_audit_checklist_update","","UPDATE_AUDIT_CHECKLIST","LOGGED","Logs only after Oracle returns a non-empty success message"
"CHECKLIST","","ApiCalls","update_audit_checklist_detail","UNKNOWN","pkg_ad","audit_checklist_detail_update","","UPDATE_AUDIT_CHECKLIST_DETAIL","LOGGED","Logs only after Oracle returns a non-empty success message"
"AUDIT_EXECUTION","","ApiCalls","update_audit_emp","POST","pkg_ad","P_update_audit_emp","","","LOGGED","ApplicationAudit coverage implemented after confirmed controller and Oracle business success"
"AUDIT_EXECUTION","","ApiCalls","update_audit_manpower","POST","pkg_ad","P_update_audit_manpower","","","LOGGED","ApplicationAudit coverage implemented after confirmed controller and Oracle business success"
"COMPLIANCE","","ApiCalls","update_audit_para_for_finalization","UNKNOWN","pkg_hd","P_audit_para_update_svz_az","","","LOGGED","Controller instrumented after verified Oracle/business success result"
"COMPLIANCE","","ApiCalls","update_audit_para_for_finalization_ho","UNKNOWN","pkg_hd","P_audit_para_update_head_dept","","","LOGGED","Controller instrumented after verified Oracle/business success result"
"AUDIT_EXECUTION","","ApiCalls","update_audit_period","POST","pkg_pg","P_Update_AuditPeriod","","","LOGGED","ApplicationAudit coverage implemented after confirmed controller and Oracle business success"
"CHECKLIST","","ApiCalls","update_audit_sub_checklist","POST/GET","pkg_ad","P_audit_checklist_sub_update","COM_ID","UPDATE_AUDIT_SUB_CHECKLIST","LOGGED","Logs only after Oracle returns a non-empty success message; COM_ID captured"
"ADMINISTRATION","","ApiCalls","update_ccq","GET","pkg_pg","P_UpdateCCQ","","","LOGGED","Controller instrumented after verified business/Oracle success result"
"COMPLIANCE","","ApiCalls","update_compliance_hierarchy","POST/GET","pkg_ad","P_UPDATE_COM_OFFICER","ENGID","","LOGGED","Controller instrumented after verified Oracle/business success result"
"COMPLIANCE","","ApiCalls","update_compliance_office","POST","pkg_ad","P_UPDATE_ENTITY_COMP","","","LOGGED","Controller instrumented after verified Oracle/business success result"
"ADMINISTRATION","","ApiCalls","update_dsa_heading","POST/GET","pkg_ar","P_update_dsa_heading","","","LOGGED","Controller instrumented after verified business/Oracle success result"
"AUDIT_PLANNING","","ApiCalls","update_engagement_dates_for_status_reversal","POST/GET","pkg_ad","P_UPDATE_ENG_DATE","","","LOGGED","Requires non-empty Oracle return message before logging"
"ADMINISTRATION","","ApiCalls","update_entity_types","POST/GET","pkg_ad","P_update_Entities_types","","","LOGGED","Controller instrumented after verified business/Oracle success result"
"AUDIT_REPORT","","ApiCalls","update_exception_report_format","POST/GET","pkg_sm","P_UPDATE_EXCEPTION_REPORT_FORMAT","","","LOGGED","Controller instrumented after verified Oracle/business success result"
"ADMINISTRATION","","ApiCalls","update_gm_office","POST/GET","pkg_ad","P_UPDATE_GM_OFFICE_RELATIONSHIP","","","LOGGED","Controller instrumented after verified business/Oracle success result"
"AUDIT_REPORT","","ApiCalls","update_gm_reporting_line_office","POST","","","","","LOGGED","Controller instrumented after verified Oracle/business success result"
"ADMINISTRATION","","ApiCalls","update_hr_designation_wise_role_assignment","POST/GET","pkg_ad","P_UPDATE_HR_DESIGNATION_RIGHT","","","LOGGED","Controller instrumented after verified business/Oracle success result"
"AUDIT_REPORT","","ApiCalls","update_iid_exception_report_format","POST/GET","pkg_ISM","P_UPDATE_EXCEPTION_REPORT_FORMAT","","","LOGGED","Controller instrumented after verified Oracle/business success result"
"COMPLIANCE","","ApiCalls","update_legacy_para_gist_paraNo","UNKNOWN","pkg_ar","P_update_legacy_Para_Gist","","","LOGGED","Controller instrumented after verified Oracle/business success result"
"COMPLIANCE","","ApiCalls","update_legacy_para_with_responsibilities","UNKNOWN","pkg_ar","P_update_legacy_Para_text","ENTITY_ID;OLD_PARA_ID;NEW_PARA_ID","","LOGGED","Controller instrumented after verified Oracle/business success result"
"COMPLIANCE","","ApiCalls","update_legacy_para_with_responsibilities_FAD","UNKNOWN","pkg_fad","P_update_legacy_Para_text","OLD_PARA_ID;COM_ID","","LOGGED","Controller instrumented after verified Oracle/business success result"
"COMPLIANCE","","ApiCalls","update_legacy_para_with_responsibilities_no_changes","UNKNOWN","pkg_fad","P_reviewed_legacy_Para","","","LOGGED","Controller instrumented after verified Oracle/business success result"
"COMPLIANCE","","ApiCalls","update_legacy_para_with_responsibilities_no_changes_AZ","UNKNOWN","pkg_ar","P_no_update_legacy_Para_text","","","LOGGED","Controller instrumented after verified Oracle/business success result"
"AUDIT_EXECUTION","","ApiCalls","update_manage_entities_audit_department","POST/GET","pkg_ad","P_update_entities_audit_department","","","LOGGED","ApplicationAudit coverage implemented after confirmed controller and Oracle business success"
"ADMINISTRATION","","ApiCalls","update_manage_observatiton_status","POST/GET","pkg_ad","P_update_Obs_status","","","LOGGED","Controller instrumented after verified business/Oracle success result"
"ADMINISTRATION","","ApiCalls","update_menu_page_for_admin_panel","UNKNOWN","pkg_ad","P_UPDATE_PAGE","","","LOGGED","Controller instrumented after verified business/Oracle success result"
"ADMINISTRATION","","ApiCalls","update_new_user_admin_panel","POST","pkg_ad","P_UPDATE_NEW_USER","","","LOGGED","Controller instrumented after verified business/Oracle success result"
"AUDIT_EXECUTION","","ApiCalls","update_observation_numbers_for_status_reversal","POST/GET","pkg_ad","P_Update_observation_no","","","LOGGED","ApplicationAudit coverage implemented after confirmed controller and Oracle business success"
"AUDIT_EXECUTION","Execution","ApiCalls","update_observation_status","UNKNOWN","pkg_ar","P_UpdateAuditObservationStatus","","OBSERVATION_STATUS_CHANGED","LOGGED","Instrumented with endpoint-specific confirmed business success"
"AUDIT_EXECUTION","Execution","ApiCalls","update_observation_text","UNKNOWN","pkg_ar","P_UpdateObservation","","OBSERVATION_UPDATED","LOGGED","Instrumented with endpoint-specific confirmed business success"
"COMPLIANCE","","ApiCalls","update_para_for_manage_audit_paras","POST","pkg_ar","P_UpdateAuditObservationStatus","","","LOGGED","Controller instrumented after verified Oracle/business success result"
"AUDIT_REPORT","","ApiCalls","update_reporting_line","POST/GET","pkg_ad","P_UPDATE_RPT_OFFICE_RELATIONSHIP","","","LOGGED","Controller instrumented after verified Oracle/business success result"
"ADMINISTRATION","","ApiCalls","update_sub_menu_for_admin_panel","UNKNOWN","pkg_ad","P_UPDATE_SUB_MENU","","","LOGGED","Controller instrumented after verified business/Oracle success result"
"AUDIT_EXECUTION","","ApiCalls","UpdateAuditCriteria","POST","pkg_pg","P_UpdateAuditCriteria","","","LOGGED","ApplicationAudit coverage implemented after confirmed controller and Oracle business success"
"AUDIT_EXECUTION","","ApiCalls","UpdateAuditeeEntity","POST/GET","pkg_ad","P_UPDATE_ENTITIES","ENG_ID;OBS_ID","","LOGGED","ApplicationAudit coverage implemented after confirmed controller and Oracle business success"
"INQUIRY_COMPLAINT","","ApiCalls","UpdateIidInqAccusation","UNKNOWN","PKG_INQ","P_UPDATE_INQ_ACCUSATION","","","LOGGED","Controller instrumented after affected-row/ok business success result"
"INQUIRY_COMPLAINT","","ApiCalls","UpdateIidInqAccused","UNKNOWN","PKG_INQ","P_UPDATE_INQ_ACCUSED","","","LOGGED","Controller instrumented after affected-row/ok business success result"
"INQUIRY_COMPLAINT","","ApiCalls","UpdateIidInqDsa","UNKNOWN","PKG_INQ","P_UPDATE_INQ_DSA","","","LOGGED","Controller instrumented after affected-row/ok business success result"
"INQUIRY_COMPLAINT","","ApiCalls","UpdateIidInqProceeding","UNKNOWN","PKG_INQ","P_SAVE_INQ_PROCEEDING","","","LOGGED","Controller instrumented after affected-row/ok business success result"
"INQUIRY_COMPLAINT","","ApiCalls","UpdateIidInqRecord","POST","PKG_INQ","P_UPDATE_INQ_RECORD","","","LOGGED","Controller instrumented after affected-row/ok business success result"
"INQUIRY_COMPLAINT","","ApiCalls","UpdateIidInqStatement","POST/GET","PKG_INQ","P_ADD_INQ_STATEMENT","ENG_ID","","LOGGED","Controller instrumented after affected-row/ok business success result"
"INQUIRY_COMPLAINT","","ApiCalls","UpdateIidInqViolation","UNKNOWN","PKG_INQ","P_UPDATE_INQ_VIOLATION","","","LOGGED","Controller instrumented after affected-row/ok business success result"
"ADMINISTRATION","","ApiCalls","UpdateVersionHistory","POST","PKG_AD","P_UPDATE_VERSION_HISTORY","","","LOGGED","Controller instrumented after verified business/Oracle success result"
"AUDIT_REPORT","","ApiCalls","upload_audit_report","POST","pkg_hd","P_UPLOAD_AUDIT_REPORT","","","LOGGED","Controller instrumented after verified Oracle/business success result"
"ADMINISTRATION","","ApiMaster","Save","UNKNOWN","PKG_AD","P_MAINT_API_MASTER","","See ApplicationAudit attribute/service","LOGGED","Instrumented with confirmed-result audit path"
"COMPLIANCE","","Archive","Update_Legacy_Paras","GET","pkg_ar","P_GetAuditChecklistCAD","","","NOT REQUIRED","Read/view/query action; no meaningful state change identified"
"COMPLIANCE","","Archive","Update_Legacy_Paras","GET","pkg_ar","P_GetAuditVoilationcats","","","NOT REQUIRED","Read/view/query action; no meaningful state change identified"
"COMPLIANCE","","Archive","Update_Legacy_Paras","GET","pkg_ar","P_GetEntitiesForLegacyPara","","","NOT REQUIRED","Read/view/query action; no meaningful state change identified"
"COMPLIANCE","","Archive","Update_Legacy_Paras","GET","pkg_ad","P_GetRisks","","","NOT REQUIRED","Read/view/query action; no meaningful state change identified"
"AUDIT_EXECUTION","","AuditeePortal","observation_assigned","UNKNOWN","pkg_ae","p_GetAssignedObservations","","","NOT REQUIRED","Read/view/query action; no meaningful state change identified"
"AUDIT_EXECUTION","","AuditeePortal","observation_assigned","UNKNOWN","pkg_ae","P_GetAuditeeAssignedEntities","","","NOT REQUIRED","Read/view/query action; no meaningful state change identified"
"ADMINISTRATION","","DashboardLayout","Save","POST","PKG_AD","P_GET_ROLE_DASHBOARD_CONFIG","","","NOT REQUIRED","Read/view/query action; no meaningful state change identified"
"ADMINISTRATION","","DashboardLayout","Save","POST","PKG_AD","P_MAINT_ROLE_DASHBOARD_PAGE","","","LOGGED","Controller instrumented after verified business/Oracle success result"
"AUDIT_PLANNING","","Engagement","add_audit_criteria","POST","pkg_pg","P_ADDAUDITCRITERIA","","","LOGGED","Logged only when every row has cursor REF=1 and response Status=true"
"AUDIT_PLANNING","","Engagement","add_auditee_entity","POST","pkg_ad","P_AddAuditEntity","","","LOGGED","Oracle ExecuteNonQuery completion confirms creation"
