"Pattern","File","Line","Function","Text"
"ajax","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_CAU_OM_om_assignment.js","91","saveOMAssignment_Stage2","$.ajax({"
"ajax","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_CAU_OM_om_assignment.js","126","saveOMAssignment_Stage3","$.ajax({"
"ajax","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_CAU_OM_om_assignment.js","156","saveOMAssignment_Stage4","$.ajax({"
"alerts","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_CAU_OM_om_assignment.js","204","getPreAddedOM","alert(""Please enter OM No. and Inspection Year to search"");"
"ajax","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_CAU_OM_om_assignment.js","208","getPreAddedOM","$.ajax({"
"alerts","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_CAU_OM_om_assignment.js","230","crossCheckSecurityKey","alert(""You have entered Wrong Key"");"
"ajax","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_CAU_OM_om_response.js","9","(global)","$.ajax({"
"ajax","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_CAU_om_reply.js","50","div_risksubcategoryShowHide","$.ajax({"
"ajax","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_CAU_om_reply.js","74","div_activityContainerShowHide","$.ajax({"
"generic_error","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_CAU_om_reply.js","89","div_activityContainerShowHide","error: function (xhr, textStatus) {"
"alerts","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_CAU_om_reply.js","91","div_activityContainerShowHide","alert('Request taking longer than usual, please wait or refine search.');"
"alerts","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_CAU_om_reply.js","94","div_activityContainerShowHide","alert('Request failed. Please try again.');"
"ajax","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_CAU_om_reply.js","104","getAuditObservationTemplate","$.ajax({"
"ajax","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_CAU_om_reply.js","130","div_zoneBranchesShowHide","$.ajax({"
"alerts","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_CAU_om_reply.js","150","submitObservationToAuditee","alert('Select Annexure');"
"alerts","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_CAU_om_reply.js","154","submitObservationToAuditee","alert('Select Violation Category');"
"alerts","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_CAU_om_reply.js","158","submitObservationToAuditee","alert('Select Violation Nature');"
"alerts","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_CAU_om_reply.js","162","submitObservationToAuditee","alert('Select Sub Checklist Detail');"
"alerts","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_CAU_om_reply.js","168","submitObservationToAuditee","alert('Select Risk');"
"alerts","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_CAU_om_reply.js","172","submitObservationToAuditee","alert('Please Enter Para Heading');"
"alerts","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_CAU_om_reply.js","177","submitObservationToAuditee","alert('Please Enter Amount Involved, in case of blank please enter 0');"
"alerts","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_CAU_om_reply.js","183","submitObservationToAuditee","alert('Please Enter No. of Instances, in case of blank please enter 0');"
"ajax","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_CAU_om_reply.js","221","submitObservationToAuditee","$.ajax({"
"alerts","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_CAU_om_reply.js","252","getMatchedPP","alert(""Please enter PP Number to proceed"");"
"ajax","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_CAU_om_reply.js","256","getMatchedPP","$.ajax({"
"ajax","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_CAU_om_reply.js","300","getLCDetails","$.ajax({"
"ajax","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_CAU_reports.js","50","div_risksubcategoryShowHide","$.ajax({"
"ajax","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_CAU_reports.js","74","div_activityContainerShowHide","$.ajax({"
"generic_error","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_CAU_reports.js","89","div_activityContainerShowHide","error: function (xhr, textStatus) {"
"alerts","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_CAU_reports.js","91","div_activityContainerShowHide","alert('Request taking longer than usual, please wait or refine search.');"
"alerts","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_CAU_reports.js","94","div_activityContainerShowHide","alert('Request failed. Please try again.');"
"ajax","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_CAU_reports.js","104","getAuditObservationTemplate","$.ajax({"
"ajax","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_CAU_reports.js","130","div_zoneBranchesShowHide","$.ajax({"
"alerts","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_CAU_reports.js","150","submitObservationToAuditee","alert('Select Annexure');"
"alerts","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_CAU_reports.js","154","submitObservationToAuditee","alert('Select Violation Category');"
"alerts","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_CAU_reports.js","158","submitObservationToAuditee","alert('Select Violation Nature');"
"alerts","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_CAU_reports.js","162","submitObservationToAuditee","alert('Select Sub Checklist Detail');"
"alerts","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_CAU_reports.js","168","submitObservationToAuditee","alert('Select Risk');"
"alerts","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_CAU_reports.js","172","submitObservationToAuditee","alert('Please Enter Para Heading');"
"alerts","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_CAU_reports.js","177","submitObservationToAuditee","alert('Please Enter Amount Involved, in case of blank please enter 0');"
"alerts","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_CAU_reports.js","183","submitObservationToAuditee","alert('Please Enter No. of Instances, in case of blank please enter 0');"
"ajax","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_CAU_reports.js","221","submitObservationToAuditee","$.ajax({"
"alerts","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_CAU_reports.js","252","getMatchedPP","alert(""Please enter PP Number to proceed"");"
"ajax","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_CAU_reports.js","256","getMatchedPP","$.ajax({"
"ajax","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_CAU_reports.js","300","getLCDetails","$.ajax({"
"ajax","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Dashboard_annex_wise_obs.js","51","getEntityWiseObservations","$.ajax({"
"ajax","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Dashboard_annex_wise_obs.js","99","getParaText","$.ajax({"
"ajax","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Dashboard_annex_wise_obs.js","116","getParaViewerDetails","$.ajax({"
"ajax","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Dashboard_annex_wise_obs.js","140","getParaSummaryDetails","$.ajax({"
"ajax","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Dashboard_audit_performance - Copy.js","14","getEntityObservation","$.ajax({"
"ajax","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Dashboard_audit_performance.js","14","getEntityObservation","$.ajax({"
"ajax","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Dashboard_compliance_summary.js","8","getEntityWiseObservations","$.ajax({"
"ajax","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Dashboard_compliance_summary.js","48","getComplianceSummaryDetails","$.ajax({"
"ajax","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Dashboard_dashboard.js","9","getAuditScoreCard","$.ajax({"
"ajax","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Dashboard_entity_wise_obs.js","8","getEntityWiseObservations","$.ajax({"
"ajax","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Dashboard_entity_wise_obs_detail.js","15","getObservations","$.ajax({"
"ajax","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Dashboard_entity_wise_obs_detail.js","70","getParaText","$.ajax({"
"ajax","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Dashboard_functional_resp_wise_paras.js","8","getEntityObservation","$.ajax({"
"ajax","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Dashboard_functional_resp_wise_paras.js","50","getParaText","$.ajax({"
"ajax","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Dashboard_functional_resp_wise_paras_ho.js","13","getFunctionalOwenerList","$.ajax({"
"ajax","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Dashboard_functional_resp_wise_paras_ho.js","47","setupViolationPanel","$.ajax({"
"ajax","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Dashboard_functional_resp_wise_paras_ho.js","79","setupSubViolationPanel","$.ajax({"
"ajax","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Dashboard_functional_resp_wise_paras_ho.js","107","getEntityObservation","$.ajax({"
"ajax","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Dashboard_no_entities_risk_based_planning.js","14","getEntityObservation","$.ajax({"
"ajax","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Dashboard_no_entities_risk_based_planning_b.js","14","getEntityObservation","$.ajax({"
"ajax","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Dashboard_para_view.js","6","getrelation","$.ajax({"
"ajax","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Dashboard_para_view.js","42","getplacepost","$.ajax({"
"alerts","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Dashboard_para_view.js","77","getObservations","alert(""Select Annexure to Proceed"");"
"alerts","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Dashboard_para_view.js","81","getObservations","alert(""Select Reporting Office or Place of Posting to Proceed"");"
"ajax","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Dashboard_para_view.js","85","getObservations","$.ajax({"
"ajax","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Dashboard_para_view.js","116","getParaText","$.ajax({"
"ajax","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Dashboard_repetative_para.js","7","getSubProcess","$.ajax({"
"ajax","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Dashboard_repetative_para.js","28","getProcessDetail","$.ajax({"
"ajax","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Dashboard_repetative_para.js","48","getEntityObservation","$.ajax({"
"ajax","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Dashboard_reporting_wise_obs.js","9","getEntityWiseObservations","$.ajax({"
"ajax","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Dashboard_serious_fraudulent_obs_gm.js","4","getDetails","$.ajax({"
"ajax","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Dashboard_violation_wise_paras.js","6","getSubProcess","$.ajax({"
"ajax","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Dashboard_violation_wise_paras.js","29","getProcessDetail","$.ajax({"
"ajax","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Dashboard_violation_wise_paras.js","50","getEntityObservation","$.ajax({"
"ajax","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Dashboard_zone_wise_paras.js","6","getrelation","$.ajax({"
"ajax","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Dashboard_zone_wise_paras.js","39","getplacepost","$.ajax({"
"ajax","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Dashboard_zone_wise_paras.js","64","getLegacyEntityObservation","$.ajax({"
"ajax","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Dashboard_zone_wise_paras.js","104","getAISEntityObservation","$.ajax({"
"ajax","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Dashboard_zone_wise_paras.js","144","getEntityObservation","$.ajax({"
"ajax","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Engagement_ccqs.js","18","ShowEmployeeContainer","$.ajax({"
"alerts","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Engagement_ccqs.js","68","publishNewTeamChanges","alert('Enter Sr. No.');"
"alerts","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Engagement_ccqs.js","74","publishNewTeamChanges","alert('Enter Entity');"
"alerts","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Engagement_ccqs.js","79","publishNewTeamChanges","alert('Enter Question');"
"alerts","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Engagement_ccqs.js","84","publishNewTeamChanges","alert('Enter Control Violation');"
"alerts","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Engagement_ccqs.js","89","publishNewTeamChanges","alert('Enter Risk');"
"alerts","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Engagement_ccqs.js","94","publishNewTeamChanges","alert('Enter Status');"
"ajax","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Engagement_ccqs.js","106","deleteTeam","$.ajax({"
"ajax","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Engagement_change_request.js","5","(global)","$.ajax({"
"ajax","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Engagement_create_audit_plan.js","67","submitAuditCriteria","$.ajax({"
"alerts","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Engagement_create_audit_plan.js","81","submitAuditCriteria","alert(row);"
"ajax","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Engagement_create_audit_plan.js","104","publishAuditeeEntity","$.ajax({"
"alerts","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Engagement_create_audit_plan.js","115","publishAuditeeEntity","alert('Entity Added Successfully');"
"ajax","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Engagement_engagement_plan.js","42","ShowDepartmentAuditPeriods","$.ajax({"
"ajax","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Engagement_engagement_plan.js","60","ShowDepartmentAuditPeriods","$.ajax({"
"ajax","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Engagement_engagement_plan.js","91","ShowSelectedZonesBranches","$.ajax({"
"ajax","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Engagement_engagement_plan.js","120","ShowSelectedDivisionDepartments","$.ajax({"
"alerts","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Engagement_engagement_plan.js","188","publishNewAuditPlanChanges","alert(""Under Construction"");"
"ajax","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Engagement_engagement_plan.js","211","publishNewAuditPlanChanges","$.ajax({"
"ajax","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Engagement_engagement_plan.js","241","getSubEntities","$.ajax({"
"alerts","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Engagement_eng_plan_list.js","13","finalReferredBackEngagementPlan","alert(""Enter Comments to Proceed""); return false;"
"ajax","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Engagement_eng_plan_list.js","16","finalReferredBackEngagementPlan","$.ajax({"
"alerts","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Engagement_eng_plan_list.js","25","finalReferredBackEngagementPlan","alert(""Successfully rejected Engagement Plan"");"
"ajax","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Engagement_eng_plan_list.js","34","approveEngagementPlan","$.ajax({"
"alerts","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Engagement_eng_plan_list.js","42","approveEngagementPlan","alert(""Successfully approved Engagement Plan"");"
"ajax","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Engagement_eng_plan_list.js","50","createSampleRecord","$.ajax({"
"ajax","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Engagement_eng_plan_list.js","66","createExceptionRecord","$.ajax({"
"ajax","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Engagement_eng_plan_ref_list.js","44","loadTeams","return $.ajax({"
"generic_error","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Engagement_eng_plan_ref_list.js","68","loadTeams","}).fail(function (xhr) {"
"alerts","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Engagement_eng_plan_ref_list.js","71","loadTeams","alert(""Unable to load audit teams."");"
"alerts","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Engagement_eng_plan_ref_list.js","106","window.finalreRecommendEngagementPlan","if (!comments || !comments.trim()) { alert(""Enter Comments to Proceed""); return false; }"
"alerts","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Engagement_eng_plan_ref_list.js","113","window.finalreRecommendEngagementPlan","if (!ops || !ope || !s || !se) { alert(""Please select all dates to proceed.""); return false; }"
"alerts","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Engagement_eng_plan_ref_list.js","116","window.finalreRecommendEngagementPlan","if (!teamId || teamId === ""0"") { alert(""Select Team to Proceed""); return false; }"
"ajax","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Engagement_eng_plan_ref_list.js","118","window.finalreRecommendEngagementPlan","$.ajax({"
"generic_error","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Engagement_eng_plan_ref_list.js","141","window.finalreRecommendEngagementPlan","}).fail(function (xhr) {"
"generic_error","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Engagement_eng_plan_ref_list.js","142","window.finalreRecommendEngagementPlan","console.log(""Submit error:"", xhr && (xhr.responseText || xhr));"
"ajax","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Engagement_eng_plan_ref_list.js","148","window.approveEngagementPlan","$.ajax({"
"alerts","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Engagement_eng_plan_ref_list.js","155","window.approveEngagementPlan","alert(""Successfully approved Engagement Plan"");"
"generic_error","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Engagement_eng_plan_ref_list.js","161","window.approveEngagementPlan","}).fail(function (xhr) {"
"generic_error","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Engagement_eng_plan_ref_list.js","162","window.approveEngagementPlan","console.log(""Approve error:"", xhr && (xhr.responseText || xhr));"
"alerts","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Engagement_eng_plan_ref_list.js","163","window.approveEngagementPlan","alert(""Unable to approve. Please try again."");"
"ajax","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Engagement_Join.js","8","(global)","$.ajax({"
"ajax","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Engagement_Join.js","62","publishJoinReport","$.ajax({"
"alerts","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Engagement_ongoing_engagements_list.js","13","finalReferredBackEngagementPlan","alert(""Enter Comments to Proceed""); return false;"
"ajax","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Engagement_ongoing_engagements_list.js","16","finalReferredBackEngagementPlan","$.ajax({"
"alerts","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Engagement_ongoing_engagements_list.js","25","finalReferredBackEngagementPlan","alert(""Successfully rejected Engagement Plan"");"
"ajax","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Engagement_ongoing_engagements_list.js","34","approveEngagementPlan","$.ajax({"
"alerts","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Engagement_ongoing_engagements_list.js","42","approveEngagementPlan","alert(""Successfully approved Engagement Plan"");"
"ajax","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Execution_Add_Legacy_Para.js","8","getEntity","$.ajax({"
"ajax","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Execution_Add_Legacy_Para.js","43","addLegacyParaToDB","$.ajax({"
"ajax","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Execution_auditee_observations_report.js","23","(global)","$.ajax({"
"ajax","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Execution_auditee_observations_report.js","97","getParas","$.ajax({"
"ajax","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Execution_auditee_observations_report.js","134","closeDraftAudit","$.ajax({"
"alerts","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Execution_auditee_observations_report.js","143","closeDraftAudit","alert(""Audit Closed Successfully"");"
"ajax","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Execution_auditee_observations_report_cau.js","65","CreatePDFfromHTML","$.ajax({"
"ajax","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Execution_auditee_observations_report_cau.js","79","CreatePDFfromHTML","$.ajax({"
"ajax","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Execution_auditee_observations_report_cau.js","142","getaddress","$.ajax({"
"ajax","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Execution_auditee_observations_report_cau.js","179","getParas","$.ajax({"
"ajax","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Execution_auditee_observations_report_cau.js","210","closeDraftAudit","$.ajax({"
"alerts","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Execution_auditee_observations_report_cau.js","219","closeDraftAudit","alert(""Audit Closed Successfully"");"
